"Time (CET/CEST)","BZN|BE > BZN|GB [MW]","BZN|GB > BZN|BE [MW]"
"05.02.2021 05:00 - 05.02.2021 05:15","872","0"
"05.02.2021 05:15 - 05.02.2021 05:30","872","0"
"05.02.2021 05:30 - 05.02.2021 05:45","872","0"
"05.02.2021 05:45 - 05.02.2021 06:00","872","0"
"05.02.2021 06:00 - 05.02.2021 06:15","872","0"
"05.02.2021 06:15 - 05.02.2021 06:30","872","0"
"05.02.2021 06:30 - 05.02.2021 06:45","872","0"
"05.02.2021 06:45 - 05.02.2021 07:00","871","0"
"05.02.2021 07:00 - 05.02.2021 07:15","799","0"
"05.02.2021 07:15 - 05.02.2021 07:30","799","0"
"05.02.2021 07:30 - 05.02.2021 07:45","799","0"
"05.02.2021 07:45 - 05.02.2021 08:00","800","0"
"05.02.2021 08:00 - 05.02.2021 08:15","916","0"
"05.02.2021 08:15 - 05.02.2021 08:30","917","0"
"05.02.2021 08:30 - 05.02.2021 08:45","917","0"
"05.02.2021 08:45 - 05.02.2021 09:00","918","0"
"05.02.2021 09:00 - 05.02.2021 09:15","999","0"
"05.02.2021 09:15 - 05.02.2021 09:30","999","0"
"05.02.2021 09:30 - 05.02.2021 09:45","999","0"
"05.02.2021 09:45 - 05.02.2021 10:00","999","0"
"05.02.2021 10:00 - 05.02.2021 10:15","1023","0"
"05.02.2021 10:15 - 05.02.2021 10:30","1023","0"
"05.02.2021 10:30 - 05.02.2021 10:45","1023","0"
"05.02.2021 10:45 - 05.02.2021 11:00","1018","0"
"05.02.2021 11:00 - 05.02.2021 11:15","773","0"
"05.02.2021 11:15 - 05.02.2021 11:30","768","0"
"05.02.2021 11:30 - 05.02.2021 11:45","768","0"
"05.02.2021 11:45 - 05.02.2021 12:00","773","0"
"05.02.2021 12:00 - 05.02.2021 12:15","1018","0"
"05.02.2021 12:15 - 05.02.2021 12:30","1023","0"
"05.02.2021 12:30 - 05.02.2021 12:45","1023","0"
"05.02.2021 12:45 - 05.02.2021 13:00","1023","0"
"05.02.2021 13:00 - 05.02.2021 13:15","1023","0"
"05.02.2021 13:15 - 05.02.2021 13:30","1023","0"
"05.02.2021 13:30 - 05.02.2021 13:45","1023","0"
"05.02.2021 13:45 - 05.02.2021 14:00","1023","0"
"05.02.2021 14:00 - 05.02.2021 14:15","1023","0"
"05.02.2021 14:15 - 05.02.2021 14:30","1023","0"
"05.02.2021 14:30 - 05.02.2021 14:45","1023","0"
"05.02.2021 14:45 - 05.02.2021 15:00","1023","0"
"05.02.2021 15:00 - 05.02.2021 15:15","1023","0"
"05.02.2021 15:15 - 05.02.2021 15:30","1023","0"
"05.02.2021 15:30 - 05.02.2021 15:45","1023","0"
"05.02.2021 15:45 - 05.02.2021 16:00","1023","0"
"05.02.2021 16:00 - 05.02.2021 16:15","1023","0"
"05.02.2021 16:15 - 05.02.2021 16:30","1023","0"
"05.02.2021 16:30 - 05.02.2021 16:45","1023","0"
"05.02.2021 16:45 - 05.02.2021 17:00","1023","0"
"05.02.2021 17:00 - 05.02.2021 17:15","1044","0"
"05.02.2021 17:15 - 05.02.2021 17:30","1044","0"
"05.02.2021 17:30 - 05.02.2021 17:45","1044","0"
"05.02.2021 17:45 - 05.02.2021 18:00","1044","0"
"05.02.2021 18:00 - 05.02.2021 18:15","1044","0"
"05.02.2021 18:15 - 05.02.2021 18:30","1044","0"
"05.02.2021 18:30 - 05.02.2021 18:45","1044","0"
"05.02.2021 18:45 - 05.02.2021 19:00","1044","0"
"05.02.2021 19:00 - 05.02.2021 19:15","1044","0"
"05.02.2021 19:15 - 05.02.2021 19:30","1044","0"
"05.02.2021 19:30 - 05.02.2021 19:45","1044","0"
"05.02.2021 19:45 - 05.02.2021 20:00","1044","0"
"05.02.2021 20:00 - 05.02.2021 20:15","1023","0"
"05.02.2021 20:15 - 05.02.2021 20:30","1023","0"
"05.02.2021 20:30 - 05.02.2021 20:45","1023","0"
"05.02.2021 20:45 - 05.02.2021 21:00","1023","0"
"05.02.2021 21:00 - 05.02.2021 21:15","1044","0"
"05.02.2021 21:15 - 05.02.2021 21:30","1044","0"
"05.02.2021 21:30 - 05.02.2021 21:45","1044","0"
"05.02.2021 21:45 - 05.02.2021 22:00","1043","0"
"05.02.2021 22:00 - 05.02.2021 22:15","909","0"
"05.02.2021 22:15 - 05.02.2021 22:30","906","0"
"05.02.2021 22:30 - 05.02.2021 22:45","907","0"
"05.02.2021 22:45 - 05.02.2021 23:00","909","0"
"05.02.2021 23:00 - 05.02.2021 23:15","1022","0"
"05.02.2021 23:15 - 05.02.2021 23:30","1023","0"
"05.02.2021 23:30 - 05.02.2021 23:45","1023","0"
"05.02.2021 23:45 - 06.02.2021 00:00","1020","0"
"06.02.2021 00:00 - 06.02.2021 00:15","820","0"
"06.02.2021 00:15 - 06.02.2021 00:30","816","0"
"06.02.2021 00:30 - 06.02.2021 00:45","816","0"
"06.02.2021 00:45 - 06.02.2021 01:00","817","0"
"06.02.2021 01:00 - 06.02.2021 01:15","921","0"
"06.02.2021 01:15 - 06.02.2021 01:30","922","0"
"06.02.2021 01:30 - 06.02.2021 01:45","922","0"
"06.02.2021 01:45 - 06.02.2021 02:00","921","0"
"06.02.2021 02:00 - 06.02.2021 02:15","822","0"
"06.02.2021 02:15 - 06.02.2021 02:30","822","0"
"06.02.2021 02:30 - 06.02.2021 02:45","822","0"
"06.02.2021 02:45 - 06.02.2021 03:00","822","0"
"06.02.2021 03:00 - 06.02.2021 03:15","821","0"
"06.02.2021 03:15 - 06.02.2021 03:30","820","0"
"06.02.2021 03:30 - 06.02.2021 03:45","820","0"
"06.02.2021 03:45 - 06.02.2021 04:00","820","0"
"06.02.2021 04:00 - 06.02.2021 04:15","772","0"
"06.02.2021 04:15 - 06.02.2021 04:30","772","0"
"06.02.2021 04:30 - 06.02.2021 04:45","772","0"
"06.02.2021 04:45 - 06.02.2021 05:00","772","0"
"06.02.2021 05:00 - 06.02.2021 05:15","772","0"
"06.02.2021 05:15 - 06.02.2021 05:30","772","0"
"06.02.2021 05:30 - 06.02.2021 05:45","772","0"
"06.02.2021 05:45 - 06.02.2021 06:00","772","0"
"06.02.2021 06:00 - 06.02.2021 06:15","772","0"
"06.02.2021 06:15 - 06.02.2021 06:30","772","0"
"06.02.2021 06:30 - 06.02.2021 06:45","772","0"
"06.02.2021 06:45 - 06.02.2021 07:00","772","0"
"06.02.2021 07:00 - 06.02.2021 07:15","765","0"
"06.02.2021 07:15 - 06.02.2021 07:30","765","0"
"06.02.2021 07:30 - 06.02.2021 07:45","765","0"
"06.02.2021 07:45 - 06.02.2021 08:00","765","0"
"06.02.2021 08:00 - 06.02.2021 08:15","839","0"
"06.02.2021 08:15 - 06.02.2021 08:30","839","0"
"06.02.2021 08:30 - 06.02.2021 08:45","839","0"
"06.02.2021 08:45 - 06.02.2021 09:00","835","0"
"06.02.2021 09:00 - 06.02.2021 09:15","615","0"
"06.02.2021 09:15 - 06.02.2021 09:30","611","0"
"06.02.2021 09:30 - 06.02.2021 09:45","611","0"
"06.02.2021 09:45 - 06.02.2021 10:00","612","0"
"06.02.2021 10:00 - 06.02.2021 10:15","695","0"
"06.02.2021 10:15 - 06.02.2021 10:30","695","0"
"06.02.2021 10:30 - 06.02.2021 10:45","695","0"
"06.02.2021 10:45 - 06.02.2021 11:00","695","0"
"06.02.2021 11:00 - 06.02.2021 11:15","710","0"
"06.02.2021 11:15 - 06.02.2021 11:30","710","0"
"06.02.2021 11:30 - 06.02.2021 11:45","710","0"
"06.02.2021 11:45 - 06.02.2021 12:00","712","0"
"06.02.2021 12:00 - 06.02.2021 12:15","845","0"
"06.02.2021 12:15 - 06.02.2021 12:30","846","0"
"06.02.2021 12:30 - 06.02.2021 12:45","846","0"
"06.02.2021 12:45 - 06.02.2021 13:00","847","0"
"06.02.2021 13:00 - 06.02.2021 13:15","959","0"
"06.02.2021 13:15 - 06.02.2021 13:30","960","0"
"06.02.2021 13:30 - 06.02.2021 13:45","960","0"
"06.02.2021 13:45 - 06.02.2021 14:00","960","0"
"06.02.2021 14:00 - 06.02.2021 14:15","982","0"
"06.02.2021 14:15 - 06.02.2021 14:30","982","0"
"06.02.2021 14:30 - 06.02.2021 14:45","982","0"
"06.02.2021 14:45 - 06.02.2021 15:00","981","0"
"06.02.2021 15:00 - 06.02.2021 15:15","884","0"
"06.02.2021 15:15 - 06.02.2021 15:30","883","0"
"06.02.2021 15:30 - 06.02.2021 15:45","883","0"
"06.02.2021 15:45 - 06.02.2021 16:00","883","0"
"06.02.2021 16:00 - 06.02.2021 16:15","858","0"
"06.02.2021 16:15 - 06.02.2021 16:30","858","0"
"06.02.2021 16:30 - 06.02.2021 16:45","857","0"
"06.02.2021 16:45 - 06.02.2021 17:00","855","0"
"06.02.2021 17:00 - 06.02.2021 17:15","678","0"
"06.02.2021 17:15 - 06.02.2021 17:30","676","0"
"06.02.2021 17:30 - 06.02.2021 17:45","676","0"
"06.02.2021 17:45 - 06.02.2021 18:00","687","0"
"06.02.2021 18:00 - 06.02.2021 18:15","1033","0"
"06.02.2021 18:15 - 06.02.2021 18:30","1044","0"
"06.02.2021 18:30 - 06.02.2021 18:45","1044","0"
"06.02.2021 18:45 - 06.02.2021 19:00","1044","0"
"06.02.2021 19:00 - 06.02.2021 19:15","1044","0"
"06.02.2021 19:15 - 06.02.2021 19:30","1044","0"
"06.02.2021 19:30 - 06.02.2021 19:45","1044","0"
"06.02.2021 19:45 - 06.02.2021 20:00","1044","0"
"06.02.2021 20:00 - 06.02.2021 20:15","1044","0"
"06.02.2021 20:15 - 06.02.2021 20:30","1044","0"
"06.02.2021 20:30 - 06.02.2021 20:45","1044","0"
"06.02.2021 20:45 - 06.02.2021 21:00","1044","0"
"06.02.2021 21:00 - 06.02.2021 21:15","1044","0"
"06.02.2021 21:15 - 06.02.2021 21:30","1044","0"
"06.02.2021 21:30 - 06.02.2021 21:45","1044","0"
"06.02.2021 21:45 - 06.02.2021 22:00","1042","0"
"06.02.2021 22:00 - 06.02.2021 22:15","873","0"
"06.02.2021 22:15 - 06.02.2021 22:30","871","0"
"06.02.2021 22:30 - 06.02.2021 22:45","871","0"
"06.02.2021 22:45 - 06.02.2021 23:00","870","0"
"06.02.2021 23:00 - 06.02.2021 23:15","771","0"
"06.02.2021 23:15 - 06.02.2021 23:30","770","0"
"06.02.2021 23:30 - 06.02.2021 23:45","770","0"
"06.02.2021 23:45 - 07.02.2021 00:00","769","0"
"07.02.2021 00:00 - 07.02.2021 00:15","660","0"
"07.02.2021 00:15 - 07.02.2021 00:30","659","0"
"07.02.2021 00:30 - 07.02.2021 00:45","659","0"
"07.02.2021 00:45 - 07.02.2021 01:00","659","0"
"07.02.2021 01:00 - 07.02.2021 01:15","679","0"
"07.02.2021 01:15 - 07.02.2021 01:30","680","0"
"07.02.2021 01:30 - 07.02.2021 01:45","679","0"
"07.02.2021 01:45 - 07.02.2021 02:00","679","0"
"07.02.2021 02:00 - 07.02.2021 02:15","690","0"
"07.02.2021 02:15 - 07.02.2021 02:30","690","0"
"07.02.2021 02:30 - 07.02.2021 02:45","690","0"
"07.02.2021 02:45 - 07.02.2021 03:00","690","0"
"07.02.2021 03:00 - 07.02.2021 03:15","685","0"
"07.02.2021 03:15 - 07.02.2021 03:30","685","0"
"07.02.2021 03:30 - 07.02.2021 03:45","685","0"
"07.02.2021 03:45 - 07.02.2021 04:00","685","0"
"07.02.2021 04:00 - 07.02.2021 04:15","698","0"
"07.02.2021 04:15 - 07.02.2021 04:30","698","0"
"07.02.2021 04:30 - 07.02.2021 04:45","698","0"
"07.02.2021 04:45 - 07.02.2021 05:00","698","0"
"07.02.2021 05:00 - 07.02.2021 05:15","699","0"
"07.02.2021 05:15 - 07.02.2021 05:30","699","0"
"07.02.2021 05:30 - 07.02.2021 05:45","699","0"
"07.02.2021 05:45 - 07.02.2021 06:00","699","0"
"07.02.2021 06:00 - 07.02.2021 06:15","655","0"
"07.02.2021 06:15 - 07.02.2021 06:30","655","0"
"07.02.2021 06:30 - 07.02.2021 06:45","655","0"
"07.02.2021 06:45 - 07.02.2021 07:00","655","0"
"07.02.2021 07:00 - 07.02.2021 07:15","648","0"
"07.02.2021 07:15 - 07.02.2021 07:30","648","0"
"07.02.2021 07:30 - 07.02.2021 07:45","648","0"
"07.02.2021 07:45 - 07.02.2021 08:00","643","0"
"07.02.2021 08:00 - 07.02.2021 08:15","422","0"
"07.02.2021 08:15 - 07.02.2021 08:30","418","0"
"07.02.2021 08:30 - 07.02.2021 08:45","418","0"
"07.02.2021 08:45 - 07.02.2021 09:00","422","0"
"07.02.2021 09:00 - 07.02.2021 09:15","626","0"
"07.02.2021 09:15 - 07.02.2021 09:30","629","0"
"07.02.2021 09:30 - 07.02.2021 09:45","629","0"
"07.02.2021 09:45 - 07.02.2021 10:00","634","0"
"07.02.2021 10:00 - 07.02.2021 10:15","867","0"
"07.02.2021 10:15 - 07.02.2021 10:30","872","0"
"07.02.2021 10:30 - 07.02.2021 10:45","872","0"
"07.02.2021 10:45 - 07.02.2021 11:00","871","0"
"07.02.2021 11:00 - 07.02.2021 11:15","739","0"
"07.02.2021 11:15 - 07.02.2021 11:30","737","0"
"07.02.2021 11:30 - 07.02.2021 11:45","737","0"
"07.02.2021 11:45 - 07.02.2021 12:00","744","0"
"07.02.2021 12:00 - 07.02.2021 12:15","1017","0"
"07.02.2021 12:15 - 07.02.2021 12:30","1023","0"
"07.02.2021 12:30 - 07.02.2021 12:45","1023","0"
"07.02.2021 12:45 - 07.02.2021 13:00","1023","0"
"07.02.2021 13:00 - 07.02.2021 13:15","1023","0"
"07.02.2021 13:15 - 07.02.2021 13:30","1023","0"
"07.02.2021 13:30 - 07.02.2021 13:45","1023","0"
"07.02.2021 13:45 - 07.02.2021 14:00","1023","0"
"07.02.2021 14:00 - 07.02.2021 14:15","970","0"
"07.02.2021 14:15 - 07.02.2021 14:30","970","0"
"07.02.2021 14:30 - 07.02.2021 14:45","970","0"
"07.02.2021 14:45 - 07.02.2021 15:00","970","0"
"07.02.2021 15:00 - 07.02.2021 15:15","971","0"
"07.02.2021 15:15 - 07.02.2021 15:30","971","0"
"07.02.2021 15:30 - 07.02.2021 15:45","971","0"
"07.02.2021 15:45 - 07.02.2021 16:00","971","0"
"07.02.2021 16:00 - 07.02.2021 16:15","1023","0"
"07.02.2021 16:15 - 07.02.2021 16:30","1023","0"
"07.02.2021 16:30 - 07.02.2021 16:45","1023","0"
"07.02.2021 16:45 - 07.02.2021 17:00","1023","0"
"07.02.2021 17:00 - 07.02.2021 17:15","1044","0"
"07.02.2021 17:15 - 07.02.2021 17:30","1044","0"
"07.02.2021 17:30 - 07.02.2021 17:45","1044","0"
"07.02.2021 17:45 - 07.02.2021 18:00","1044","0"
"07.02.2021 18:00 - 07.02.2021 18:15","1044","0"
"07.02.2021 18:15 - 07.02.2021 18:30","1044","0"
"07.02.2021 18:30 - 07.02.2021 18:45","1044","0"
"07.02.2021 18:45 - 07.02.2021 19:00","1038","0"
"07.02.2021 19:00 - 07.02.2021 19:15","769","0"
"07.02.2021 19:15 - 07.02.2021 19:30","763","0"
"07.02.2021 19:30 - 07.02.2021 19:45","763","0"
"07.02.2021 19:45 - 07.02.2021 20:00","763","0"
"07.02.2021 20:00 - 07.02.2021 20:15","697","0"
"07.02.2021 20:15 - 07.02.2021 20:30","697","0"
"07.02.2021 20:30 - 07.02.2021 20:45","697","0"
"07.02.2021 20:45 - 07.02.2021 21:00","701","0"
"07.02.2021 21:00 - 07.02.2021 21:15","925","0"
"07.02.2021 21:15 - 07.02.2021 21:30","929","0"
"07.02.2021 21:30 - 07.02.2021 21:45","929","0"
"07.02.2021 21:45 - 07.02.2021 22:00","926","0"
"07.02.2021 22:00 - 07.02.2021 22:15","745","0"
"07.02.2021 22:15 - 07.02.2021 22:30","743","0"
"07.02.2021 22:30 - 07.02.2021 22:45","743","0"
"07.02.2021 22:45 - 07.02.2021 23:00","743","0"
"07.02.2021 23:00 - 07.02.2021 23:15","740","0"
"07.02.2021 23:15 - 07.02.2021 23:30","740","0"
"07.02.2021 23:30 - 07.02.2021 23:45","740","0"
"07.02.2021 23:45 - 08.02.2021 00:00","740","0"
"08.02.2021 00:00 - 08.02.2021 00:15","721","0"
"08.02.2021 00:15 - 08.02.2021 00:30","720","0"
"08.02.2021 00:30 - 08.02.2021 00:45","721","0"
"08.02.2021 00:45 - 08.02.2021 01:00","721","0"
"08.02.2021 01:00 - 08.02.2021 01:15","720","0"
"08.02.2021 01:15 - 08.02.2021 01:30","721","0"
"08.02.2021 01:30 - 08.02.2021 01:45","720","0"
"08.02.2021 01:45 - 08.02.2021 02:00","721","0"
"08.02.2021 02:00 - 08.02.2021 02:15","720","0"
"08.02.2021 02:15 - 08.02.2021 02:30","720","0"
"08.02.2021 02:30 - 08.02.2021 02:45","720","0"
"08.02.2021 02:45 - 08.02.2021 03:00","720","0"
"08.02.2021 03:00 - 08.02.2021 03:15","719","0"
"08.02.2021 03:15 - 08.02.2021 03:30","720","0"
"08.02.2021 03:30 - 08.02.2021 03:45","719","0"
"08.02.2021 03:45 - 08.02.2021 04:00","719","0"
"08.02.2021 04:00 - 08.02.2021 04:15","720","0"
"08.02.2021 04:15 - 08.02.2021 04:30","720","0"
"08.02.2021 04:30 - 08.02.2021 04:45","720","0"
"08.02.2021 04:45 - 08.02.2021 05:00","720","0"
"08.02.2021 05:00 - 08.02.2021 05:15","713","0"
"08.02.2021 05:15 - 08.02.2021 05:30","713","0"
"08.02.2021 05:30 - 08.02.2021 05:45","713","0"
"08.02.2021 05:45 - 08.02.2021 06:00","714","0"
"08.02.2021 06:00 - 08.02.2021 06:15","770","0"
"08.02.2021 06:15 - 08.02.2021 06:30","770","0"
"08.02.2021 06:30 - 08.02.2021 06:45","770","0"
"08.02.2021 06:45 - 08.02.2021 07:00","773","0"
"08.02.2021 07:00 - 08.02.2021 07:15","949","0"
"08.02.2021 07:15 - 08.02.2021 07:30","952","0"
"08.02.2021 07:30 - 08.02.2021 07:45","952","0"
"08.02.2021 07:45 - 08.02.2021 08:00","951","0"
"08.02.2021 08:00 - 08.02.2021 08:15","870","0"
"08.02.2021 08:15 - 08.02.2021 08:30","870","0"
"08.02.2021 08:30 - 08.02.2021 08:45","870","0"
"08.02.2021 08:45 - 08.02.2021 09:00","872","0"
"08.02.2021 09:00 - 08.02.2021 09:15","1021","0"
"08.02.2021 09:15 - 08.02.2021 09:30","1023","0"
"08.02.2021 09:30 - 08.02.2021 09:45","1023","0"
"08.02.2021 09:45 - 08.02.2021 10:00","1021","0"
"08.02.2021 10:00 - 08.02.2021 10:15","871","0"
"08.02.2021 10:15 - 08.02.2021 10:30","869","0"
"08.02.2021 10:30 - 08.02.2021 10:45","869","0"
"08.02.2021 10:45 - 08.02.2021 11:00","855","0"
"08.02.2021 11:00 - 08.02.2021 11:15","465","0"
"08.02.2021 11:15 - 08.02.2021 11:30","451","0"
"08.02.2021 11:30 - 08.02.2021 11:45","451","0"
"08.02.2021 11:45 - 08.02.2021 12:00","451","0"
"08.02.2021 12:00 - 08.02.2021 12:15","496","0"
"08.02.2021 12:15 - 08.02.2021 12:30","496","0"
"08.02.2021 12:30 - 08.02.2021 12:45","496","0"
"08.02.2021 12:45 - 08.02.2021 13:00","502","0"
"08.02.2021 13:00 - 08.02.2021 13:15","752","0"
"08.02.2021 13:15 - 08.02.2021 13:30","758","0"
"08.02.2021 13:30 - 08.02.2021 13:45","758","0"
"08.02.2021 13:45 - 08.02.2021 14:00","758","0"
"08.02.2021 14:00 - 08.02.2021 14:15","826","0"
"08.02.2021 14:15 - 08.02.2021 14:30","826","0"
"08.02.2021 14:30 - 08.02.2021 14:45","826","0"
"08.02.2021 14:45 - 08.02.2021 15:00","827","0"
"08.02.2021 15:00 - 08.02.2021 15:15","905","0"
"08.02.2021 15:15 - 08.02.2021 15:30","906","0"
"08.02.2021 15:30 - 08.02.2021 15:45","906","0"
"08.02.2021 15:45 - 08.02.2021 16:00","886","0"
"08.02.2021 16:00 - 08.02.2021 16:15","428","0"
"08.02.2021 16:15 - 08.02.2021 16:30","409","0"
"08.02.2021 16:30 - 08.02.2021 16:45","409","0"
"08.02.2021 16:45 - 08.02.2021 17:00","409","0"
"08.02.2021 17:00 - 08.02.2021 17:15","405","0"
"08.02.2021 17:15 - 08.02.2021 17:30","405","0"
"08.02.2021 17:30 - 08.02.2021 17:45","405","0"
"08.02.2021 17:45 - 08.02.2021 18:00","423","0"
"08.02.2021 18:00 - 08.02.2021 18:15","865","0"
"08.02.2021 18:15 - 08.02.2021 18:30","883","0"
"08.02.2021 18:30 - 08.02.2021 18:45","883","0"
"08.02.2021 18:45 - 08.02.2021 19:00","885","0"
"08.02.2021 19:00 - 08.02.2021 19:15","1042","0"
"08.02.2021 19:15 - 08.02.2021 19:30","1044","0"
"08.02.2021 19:30 - 08.02.2021 19:45","1043","0"
"08.02.2021 19:45 - 08.02.2021 20:00","1040","0"
"08.02.2021 20:00 - 08.02.2021 20:15","843","0"
"08.02.2021 20:15 - 08.02.2021 20:30","840","0"
"08.02.2021 20:30 - 08.02.2021 20:45","840","0"
"08.02.2021 20:45 - 08.02.2021 21:00","843","0"
"08.02.2021 21:00 - 08.02.2021 21:15","1041","0"
"08.02.2021 21:15 - 08.02.2021 21:30","1044","0"
"08.02.2021 21:30 - 08.02.2021 21:45","1044","0"
"08.02.2021 21:45 - 08.02.2021 22:00","1044","0"
"08.02.2021 22:00 - 08.02.2021 22:15","1023","0"
"08.02.2021 22:15 - 08.02.2021 22:30","1023","0"
"08.02.2021 22:30 - 08.02.2021 22:45","1023","0"
"08.02.2021 22:45 - 08.02.2021 23:00","1023","0"
"08.02.2021 23:00 - 08.02.2021 23:15","997","0"
"08.02.2021 23:15 - 08.02.2021 23:30","997","0"
"08.02.2021 23:30 - 08.02.2021 23:45","997","0"
"08.02.2021 23:45 - 09.02.2021 00:00","997","0"
"09.02.2021 00:00 - 09.02.2021 00:15","922","0"
"09.02.2021 00:15 - 09.02.2021 00:30","922","0"
"09.02.2021 00:30 - 09.02.2021 00:45","922","0"
"09.02.2021 00:45 - 09.02.2021 01:00","921","0"
"09.02.2021 01:00 - 09.02.2021 01:15","873","0"
"09.02.2021 01:15 - 09.02.2021 01:30","873","0"
"09.02.2021 01:30 - 09.02.2021 01:45","873","0"
"09.02.2021 01:45 - 09.02.2021 02:00","873","0"
"09.02.2021 02:00 - 09.02.2021 02:15","922","0"
"09.02.2021 02:15 - 09.02.2021 02:30","922","0"
"09.02.2021 02:30 - 09.02.2021 02:45","922","0"
"09.02.2021 02:45 - 09.02.2021 03:00","922","0"
"09.02.2021 03:00 - 09.02.2021 03:15","921","0"
"09.02.2021 03:15 - 09.02.2021 03:30","922","0"
"09.02.2021 03:30 - 09.02.2021 03:45","921","0"
"09.02.2021 03:45 - 09.02.2021 04:00","921","0"
"09.02.2021 04:00 - 09.02.2021 04:15","922","0"
"09.02.2021 04:15 - 09.02.2021 04:30","922","0"
"09.02.2021 04:30 - 09.02.2021 04:45","921","0"
"09.02.2021 04:45 - 09.02.2021 05:00","921","0"
"09.02.2021 05:00 - 09.02.2021 05:15","853","0"
"09.02.2021 05:15 - 09.02.2021 05:30","852","0"
"09.02.2021 05:30 - 09.02.2021 05:45","852","0"
"09.02.2021 05:45 - 09.02.2021 06:00","846","0"
"09.02.2021 06:00 - 09.02.2021 06:15","579","0"
"09.02.2021 06:15 - 09.02.2021 06:30","573","0"
"09.02.2021 06:30 - 09.02.2021 06:45","573","0"
"09.02.2021 06:45 - 09.02.2021 07:00","582","0"
"09.02.2021 07:00 - 09.02.2021 07:15","902","0"
"09.02.2021 07:15 - 09.02.2021 07:30","911","0"
"09.02.2021 07:30 - 09.02.2021 07:45","911","0"
"09.02.2021 07:45 - 09.02.2021 08:00","895","0"
"09.02.2021 08:00 - 09.02.2021 08:15","481","0"
"09.02.2021 08:15 - 09.02.2021 08:30","466","0"
"09.02.2021 08:30 - 09.02.2021 08:45","466","0"
"09.02.2021 08:45 - 09.02.2021 09:00","479","0"
"09.02.2021 09:00 - 09.02.2021 09:15","856","0"
"09.02.2021 09:15 - 09.02.2021 09:30","869","0"
"09.02.2021 09:30 - 09.02.2021 09:45","869","0"
"09.02.2021 09:45 - 09.02.2021 10:00","871","0"
"09.02.2021 10:00 - 09.02.2021 10:15","1021","0"
"09.02.2021 10:15 - 09.02.2021 10:30","1023","0"
"09.02.2021 10:30 - 09.02.2021 10:45","1023","0"
"09.02.2021 10:45 - 09.02.2021 11:00","1022","0"
"09.02.2021 11:00 - 09.02.2021 11:15","947","0"
"09.02.2021 11:15 - 09.02.2021 11:30","946","0"
"09.02.2021 11:30 - 09.02.2021 11:45","946","0"
"09.02.2021 11:45 - 09.02.2021 12:00","946","0"
"09.02.2021 12:00 - 09.02.2021 12:15","960","0"
"09.02.2021 12:15 - 09.02.2021 12:30","960","0"
"09.02.2021 12:30 - 09.02.2021 12:45","960","0"
"09.02.2021 12:45 - 09.02.2021 13:00","952","0"
"09.02.2021 13:00 - 09.02.2021 13:15","651","0"
"09.02.2021 13:15 - 09.02.2021 13:30","644","0"
"09.02.2021 13:30 - 09.02.2021 13:45","644","0"
"09.02.2021 13:45 - 09.02.2021 14:00","645","0"
"09.02.2021 14:00 - 09.02.2021 14:15","792","0"
"09.02.2021 14:15 - 09.02.2021 14:30","793","0"
"09.02.2021 14:30 - 09.02.2021 14:45","793","0"
"09.02.2021 14:45 - 09.02.2021 15:00","794","0"
"09.02.2021 15:00 - 09.02.2021 15:15","863","0"
"09.02.2021 15:15 - 09.02.2021 15:30","864","0"
"09.02.2021 15:30 - 09.02.2021 15:45","863","0"
"09.02.2021 15:45 - 09.02.2021 16:00","860","0"
"09.02.2021 16:00 - 09.02.2021 16:15","657","0"
"09.02.2021 16:15 - 09.02.2021 16:30","654","0"
"09.02.2021 16:30 - 09.02.2021 16:45","654","0"
"09.02.2021 16:45 - 09.02.2021 17:00","654","0"
"09.02.2021 17:00 - 09.02.2021 17:15","646","0"
"09.02.2021 17:15 - 09.02.2021 17:30","645","0"
"09.02.2021 17:30 - 09.02.2021 17:45","646","0"
"09.02.2021 17:45 - 09.02.2021 18:00","658","0"
"09.02.2021 18:00 - 09.02.2021 18:15","1030","0"
"09.02.2021 18:15 - 09.02.2021 18:30","1042","0"
"09.02.2021 18:30 - 09.02.2021 18:45","1043","0"
"09.02.2021 18:45 - 09.02.2021 19:00","1042","0"
"09.02.2021 19:00 - 09.02.2021 19:15","942","0"
"09.02.2021 19:15 - 09.02.2021 19:30","941","0"
"09.02.2021 19:30 - 09.02.2021 19:45","941","0"
"09.02.2021 19:45 - 09.02.2021 20:00","942","0"
"09.02.2021 20:00 - 09.02.2021 20:15","1043","0"
"09.02.2021 20:15 - 09.02.2021 20:30","1044","0"
"09.02.2021 20:30 - 09.02.2021 20:45","1044","0"
"09.02.2021 20:45 - 09.02.2021 21:00","1044","0"
"09.02.2021 21:00 - 09.02.2021 21:15","991","0"
"09.02.2021 21:15 - 09.02.2021 21:30","991","0"
"09.02.2021 21:30 - 09.02.2021 21:45","991","0"
"09.02.2021 21:45 - 09.02.2021 22:00","991","0"
"09.02.2021 22:00 - 09.02.2021 22:15","972","0"
"09.02.2021 22:15 - 09.02.2021 22:30","972","0"
"09.02.2021 22:30 - 09.02.2021 22:45","972","0"
"09.02.2021 22:45 - 09.02.2021 23:00","972","0"
"09.02.2021 23:00 - 09.02.2021 23:15","945","0"
"09.02.2021 23:15 - 09.02.2021 23:30","945","0"
"09.02.2021 23:30 - 09.02.2021 23:45","945","0"
"09.02.2021 23:45 - 10.02.2021 00:00","946","0"
"10.02.2021 00:00 - 10.02.2021 00:15","939","0"
