Time (CET/CEST),BZN|IE(SEM) > BZN|GB [MW],BZN|GB > BZN|IE(SEM) [MW]
11.03.2022 09:00 - 11.03.2022 10:00,284,0
11.03.2022 10:00 - 11.03.2022 11:00,N/A,N/A
11.03.2022 11:00 - 11.03.2022 12:00,N/A,N/A
11.03.2022 12:00 - 11.03.2022 13:00,0,368
11.03.2022 13:00 - 11.03.2022 14:00,N/A,N/A
11.03.2022 14:00 - 11.03.2022 15:00,0,781
11.03.2022 15:00 - 11.03.2022 16:00,0,781
11.03.2022 16:00 - 11.03.2022 17:00,N/A,N/A
11.03.2022 17:00 - 11.03.2022 18:00,N/A,N/A
11.03.2022 18:00 - 11.03.2022 19:00,0,963
11.03.2022 19:00 - 11.03.2022 20:00,0,982
11.03.2022 20:00 - 11.03.2022 21:00,0,982
11.03.2022 21:00 - 11.03.2022 22:00,N/A,N/A
11.03.2022 22:00 - 11.03.2022 23:00,N/A,N/A
11.03.2022 23:00 - 12.03.2022 00:00,N/A,N/A
12.03.2022 00:00 - 12.03.2022 01:00,0,966
12.03.2022 01:00 - 12.03.2022 02:00,N/A,N/A
12.03.2022 02:00 - 12.03.2022 03:00,0,351
12.03.2022 03:00 - 12.03.2022 04:00,0,357
12.03.2022 04:00 - 12.03.2022 05:00,N/A,N/A
12.03.2022 05:00 - 12.03.2022 06:00,N/A,N/A
12.03.2022 06:00 - 12.03.2022 07:00,0,536
12.03.2022 07:00 - 12.03.2022 08:00,0,476
12.03.2022 08:00 - 12.03.2022 09:00,0,623
12.03.2022 09:00 - 12.03.2022 10:00,0,853
12.03.2022 10:00 - 12.03.2022 11:00,N/A,N/A
12.03.2022 11:00 - 12.03.2022 12:00,N/A,N/A
12.03.2022 12:00 - 12.03.2022 13:00,N/A,N/A
12.03.2022 13:00 - 12.03.2022 14:00,0,458
12.03.2022 14:00 - 12.03.2022 15:00,0,379
12.03.2022 15:00 - 12.03.2022 16:00,8,345
12.03.2022 16:00 - 12.03.2022 17:00,N/A,N/A
12.03.2022 17:00 - 12.03.2022 18:00,N/A,N/A
12.03.2022 18:00 - 12.03.2022 19:00,786,0
12.03.2022 19:00 - 12.03.2022 20:00,803,0
12.03.2022 20:00 - 12.03.2022 21:00,785,0
12.03.2022 21:00 - 12.03.2022 22:00,N/A,N/A
12.03.2022 22:00 - 12.03.2022 23:00,N/A,N/A
12.03.2022 23:00 - 13.03.2022 00:00,N/A,N/A
13.03.2022 00:00 - 13.03.2022 01:00,699,0
13.03.2022 01:00 - 13.03.2022 02:00,615,0
13.03.2022 02:00 - 13.03.2022 03:00,650,0
13.03.2022 03:00 - 13.03.2022 04:00,476,0
13.03.2022 04:00 - 13.03.2022 05:00,N/A,N/A
13.03.2022 05:00 - 13.03.2022 06:00,N/A,N/A
13.03.2022 06:00 - 13.03.2022 07:00,449,0
13.03.2022 07:00 - 13.03.2022 08:00,610,0
13.03.2022 08:00 - 13.03.2022 09:00,580,0
13.03.2022 09:00 - 13.03.2022 10:00,414,0
13.03.2022 10:00 - 13.03.2022 11:00,N/A,N/A
13.03.2022 11:00 - 13.03.2022 12:00,N/A,N/A
13.03.2022 12:00 - 13.03.2022 13:00,394,0
13.03.2022 13:00 - 13.03.2022 14:00,296,0
13.03.2022 14:00 - 13.03.2022 15:00,212,0
13.03.2022 15:00 - 13.03.2022 16:00,111,0
13.03.2022 16:00 - 13.03.2022 17:00,N/A,N/A
13.03.2022 17:00 - 13.03.2022 18:00,N/A,N/A
13.03.2022 18:00 - 13.03.2022 19:00,515,0
13.03.2022 19:00 - 13.03.2022 20:00,360,0
13.03.2022 20:00 - 13.03.2022 21:00,364,0
13.03.2022 21:00 - 13.03.2022 22:00,343,0
13.03.2022 22:00 - 13.03.2022 23:00,N/A,N/A
13.03.2022 23:00 - 14.03.2022 00:00,N/A,N/A
14.03.2022 00:00 - 14.03.2022 01:00,N/A,N/A
14.03.2022 01:00 - 14.03.2022 02:00,303,0
14.03.2022 02:00 - 14.03.2022 03:00,316,0
14.03.2022 03:00 - 14.03.2022 04:00,279,0
14.03.2022 04:00 - 14.03.2022 05:00,N/A,N/A
14.03.2022 05:00 - 14.03.2022 06:00,N/A,N/A
14.03.2022 06:00 - 14.03.2022 07:00,429,0
14.03.2022 07:00 - 14.03.2022 08:00,637,0
14.03.2022 08:00 - 14.03.2022 09:00,414,0
14.03.2022 09:00 - 14.03.2022 10:00,392,0
14.03.2022 10:00 - 14.03.2022 11:00,N/A,N/A
14.03.2022 11:00 - 14.03.2022 12:00,N/A,N/A
14.03.2022 12:00 - 14.03.2022 13:00,0,381
14.03.2022 13:00 - 14.03.2022 14:00,0,416
14.03.2022 14:00 - 14.03.2022 15:00,0,461
14.03.2022 15:00 - 14.03.2022 16:00,0,457
14.03.2022 16:00 - 14.03.2022 17:00,N/A,N/A
14.03.2022 17:00 - 14.03.2022 18:00,N/A,N/A
14.03.2022 18:00 - 14.03.2022 19:00,0,349
14.03.2022 19:00 - 14.03.2022 20:00,N/A,N/A
14.03.2022 20:00 - 14.03.2022 21:00,0,389
14.03.2022 21:00 - 14.03.2022 22:00,0,445
14.03.2022 22:00 - 14.03.2022 23:00,N/A,N/A
14.03.2022 23:00 - 15.03.2022 00:00,N/A,N/A
15.03.2022 00:00 - 15.03.2022 01:00,89,3
15.03.2022 01:00 - 15.03.2022 02:00,0,51
15.03.2022 02:00 - 15.03.2022 03:00,153,3
15.03.2022 03:00 - 15.03.2022 04:00,294,3
15.03.2022 04:00 - 15.03.2022 05:00,N/A,N/A
15.03.2022 05:00 - 15.03.2022 06:00,N/A,N/A
15.03.2022 06:00 - 15.03.2022 07:00,402,3
15.03.2022 07:00 - 15.03.2022 08:00,402,3
15.03.2022 08:00 - 15.03.2022 09:00,402,3
15.03.2022 09:00 - 15.03.2022 10:00,397,3
15.03.2022 10:00 - 15.03.2022 11:00,N/A,N/A
15.03.2022 11:00 - 15.03.2022 12:00,N/A,N/A
15.03.2022 12:00 - 15.03.2022 13:00,0,19
15.03.2022 13:00 - 15.03.2022 14:00,0,134
15.03.2022 14:00 - 15.03.2022 15:00,0,93
15.03.2022 15:00 - 15.03.2022 16:00,15,11
15.03.2022 16:00 - 15.03.2022 17:00,N/A,N/A
15.03.2022 17:00 - 15.03.2022 18:00,N/A,N/A
15.03.2022 18:00 - 15.03.2022 19:00,N/A,N/A
15.03.2022 19:00 - 15.03.2022 20:00,0,174
15.03.2022 20:00 - 15.03.2022 21:00,0,350
15.03.2022 21:00 - 15.03.2022 22:00,N/A,N/A
15.03.2022 22:00 - 15.03.2022 23:00,N/A,N/A
15.03.2022 23:00 - 16.03.2022 00:00,N/A,N/A
16.03.2022 00:00 - 16.03.2022 01:00,0,456
16.03.2022 01:00 - 16.03.2022 02:00,0,456
16.03.2022 02:00 - 16.03.2022 03:00,0,402
16.03.2022 03:00 - 16.03.2022 04:00,0,366
16.03.2022 04:00 - 16.03.2022 05:00,N/A,N/A
16.03.2022 05:00 - 16.03.2022 06:00,N/A,N/A
16.03.2022 06:00 - 16.03.2022 07:00,0,59
16.03.2022 07:00 - 16.03.2022 08:00,0,143
16.03.2022 08:00 - 16.03.2022 09:00,8,47
16.03.2022 09:00 - 16.03.2022 10:00,0,293
16.03.2022 10:00 - 16.03.2022 11:00,N/A,N/A
16.03.2022 11:00 - 16.03.2022 12:00,N/A,N/A
16.03.2022 12:00 - 16.03.2022 13:00,0,365
16.03.2022 13:00 - 16.03.2022 14:00,0,438
16.03.2022 14:00 - 16.03.2022 15:00,N/A,N/A
16.03.2022 15:00 - 16.03.2022 16:00,0,182
16.03.2022 16:00 - 16.03.2022 17:00,N/A,N/A
16.03.2022 17:00 - 16.03.2022 18:00,N/A,N/A
16.03.2022 18:00 - 16.03.2022 19:00,12,28
16.03.2022 19:00 - 16.03.2022 20:00,12,28
16.03.2022 20:00 - 16.03.2022 21:00,N/A,N/A
16.03.2022 21:00 - 16.03.2022 22:00,0,299
16.03.2022 22:00 - 16.03.2022 23:00,N/A,N/A
16.03.2022 23:00 - 17.03.2022 00:00,N/A,N/A
17.03.2022 00:00 - 17.03.2022 01:00,0,33
17.03.2022 01:00 - 17.03.2022 02:00,0,144
17.03.2022 02:00 - 17.03.2022 03:00,47,34
17.03.2022 03:00 - 17.03.2022 04:00,311,3
17.03.2022 04:00 - 17.03.2022 05:00,N/A,N/A
17.03.2022 05:00 - 17.03.2022 06:00,N/A,N/A
17.03.2022 06:00 - 17.03.2022 07:00,366,3
17.03.2022 07:00 - 17.03.2022 08:00,366,3
17.03.2022 08:00 - 17.03.2022 09:00,360,3
17.03.2022 09:00 - 17.03.2022 10:00,305,3
17.03.2022 10:00 - 17.03.2022 11:00,N/A,N/A
17.03.2022 11:00 - 17.03.2022 12:00,N/A,N/A
17.03.2022 12:00 - 17.03.2022 13:00,N/A,N/A
17.03.2022 13:00 - 17.03.2022 14:00,285,3
17.03.2022 14:00 - 17.03.2022 15:00,288,3
17.03.2022 15:00 - 17.03.2022 16:00,N/A,N/A
17.03.2022 16:00 - 17.03.2022 17:00,N/A,N/A
17.03.2022 17:00 - 17.03.2022 18:00,N/A,N/A
17.03.2022 18:00 - 17.03.2022 19:00,220,3
17.03.2022 19:00 - 17.03.2022 20:00,35,3
17.03.2022 20:00 - 17.03.2022 21:00,0,145
17.03.2022 21:00 - 17.03.2022 22:00,0,399
17.03.2022 22:00 - 17.03.2022 23:00,N/A,N/A
17.03.2022 23:00 - 18.03.2022 00:00,N/A,N/A
18.03.2022 00:00 - 18.03.2022 01:00,0,452
18.03.2022 01:00 - 18.03.2022 02:00,0,456
18.03.2022 02:00 - 18.03.2022 03:00,0,444
18.03.2022 03:00 - 18.03.2022 04:00,0,286
18.03.2022 04:00 - 18.03.2022 05:00,N/A,N/A
18.03.2022 05:00 - 18.03.2022 06:00,N/A,N/A
18.03.2022 06:00 - 18.03.2022 07:00,208,3
18.03.2022 07:00 - 18.03.2022 08:00,N/A,N/A
18.03.2022 08:00 - 18.03.2022 09:00,402,3
18.03.2022 09:00 - 18.03.2022 10:00,402,3
18.03.2022 10:00 - 18.03.2022 11:00,N/A,N/A
18.03.2022 11:00 - 18.03.2022 12:00,N/A,N/A
18.03.2022 12:00 - 18.03.2022 13:00,0,206
18.03.2022 13:00 - 18.03.2022 14:00,0,105
18.03.2022 14:00 - 18.03.2022 15:00,52,3
18.03.2022 15:00 - 18.03.2022 16:00,132,3
18.03.2022 16:00 - 18.03.2022 17:00,N/A,N/A
18.03.2022 17:00 - 18.03.2022 18:00,N/A,N/A
18.03.2022 18:00 - 18.03.2022 19:00,321,3
18.03.2022 19:00 - 18.03.2022 20:00,222,3
18.03.2022 20:00 - 18.03.2022 21:00,296,3
18.03.2022 21:00 - 18.03.2022 22:00,181,3
18.03.2022 22:00 - 18.03.2022 23:00,N/A,N/A
18.03.2022 23:00 - 19.03.2022 00:00,N/A,N/A
19.03.2022 00:00 - 19.03.2022 01:00,356,3
19.03.2022 01:00 - 19.03.2022 02:00,337,3
19.03.2022 02:00 - 19.03.2022 03:00,393,3
19.03.2022 03:00 - 19.03.2022 04:00,393,3
19.03.2022 04:00 - 19.03.2022 05:00,N/A,N/A
19.03.2022 05:00 - 19.03.2022 06:00,N/A,N/A
19.03.2022 06:00 - 19.03.2022 07:00,N/A,N/A
19.03.2022 07:00 - 19.03.2022 08:00,375,3
19.03.2022 08:00 - 19.03.2022 09:00,375,3
19.03.2022 09:00 - 19.03.2022 10:00,N/A,N/A
19.03.2022 10:00 - 19.03.2022 11:00,N/A,N/A
19.03.2022 11:00 - 19.03.2022 12:00,N/A,N/A
19.03.2022 12:00 - 19.03.2022 13:00,305,3
19.03.2022 13:00 - 19.03.2022 14:00,260,3
19.03.2022 14:00 - 19.03.2022 15:00,124,3
19.03.2022 15:00 - 19.03.2022 16:00,149,3
19.03.2022 16:00 - 19.03.2022 17:00,N/A,N/A
19.03.2022 17:00 - 19.03.2022 18:00,N/A,N/A
19.03.2022 18:00 - 19.03.2022 19:00,217,3
19.03.2022 19:00 - 19.03.2022 20:00,107,3
19.03.2022 20:00 - 19.03.2022 21:00,58,3
19.03.2022 21:00 - 19.03.2022 22:00,17,29
19.03.2022 22:00 - 19.03.2022 23:00,N/A,N/A
19.03.2022 23:00 - 20.03.2022 00:00,N/A,N/A
20.03.2022 00:00 - 20.03.2022 01:00,314,3
20.03.2022 01:00 - 20.03.2022 02:00,261,3
20.03.2022 02:00 - 20.03.2022 03:00,201,3
20.03.2022 03:00 - 20.03.2022 04:00,224,3
20.03.2022 04:00 - 20.03.2022 05:00,N/A,N/A
20.03.2022 05:00 - 20.03.2022 06:00,N/A,N/A
20.03.2022 06:00 - 20.03.2022 07:00,132,3
20.03.2022 07:00 - 20.03.2022 08:00,N/A,N/A
20.03.2022 08:00 - 20.03.2022 09:00,N/A,N/A
20.03.2022 09:00 - 20.03.2022 10:00,0,107
20.03.2022 10:00 - 20.03.2022 11:00,N/A,N/A
20.03.2022 11:00 - 20.03.2022 12:00,N/A,N/A
20.03.2022 12:00 - 20.03.2022 13:00,0,214
20.03.2022 13:00 - 20.03.2022 14:00,0,292
20.03.2022 14:00 - 20.03.2022 15:00,0,306
20.03.2022 15:00 - 20.03.2022 16:00,0,306
20.03.2022 16:00 - 20.03.2022 17:00,N/A,N/A
20.03.2022 17:00 - 20.03.2022 18:00,N/A,N/A
20.03.2022 18:00 - 20.03.2022 19:00,0,306
20.03.2022 19:00 - 20.03.2022 20:00,0,355
20.03.2022 20:00 - 20.03.2022 21:00,0,188
20.03.2022 21:00 - 20.03.2022 22:00,0,233
20.03.2022 22:00 - 20.03.2022 23:00,N/A,N/A
20.03.2022 23:00 - 21.03.2022 00:00,N/A,N/A
21.03.2022 00:00 - 21.03.2022 01:00,0,107
21.03.2022 01:00 - 21.03.2022 02:00,0,140
21.03.2022 02:00 - 21.03.2022 03:00,0,149
21.03.2022 03:00 - 21.03.2022 04:00,0,229
21.03.2022 04:00 - 21.03.2022 05:00,N/A,N/A
21.03.2022 05:00 - 21.03.2022 06:00,N/A,N/A
21.03.2022 06:00 - 21.03.2022 07:00,46,3
21.03.2022 07:00 - 21.03.2022 08:00,192,3
21.03.2022 08:00 - 21.03.2022 09:00,106,3
21.03.2022 09:00 - 21.03.2022 10:00,0,174
21.03.2022 10:00 - 21.03.2022 11:00,N/A,N/A
21.03.2022 11:00 - 21.03.2022 12:00,N/A,N/A
21.03.2022 12:00 - 21.03.2022 13:00,0,456
21.03.2022 13:00 - 21.03.2022 14:00,0,456
21.03.2022 14:00 - 21.03.2022 15:00,0,394
21.03.2022 15:00 - 21.03.2022 16:00,0,286
21.03.2022 16:00 - 21.03.2022 17:00,N/A,N/A
21.03.2022 17:00 - 21.03.2022 18:00,N/A,N/A
21.03.2022 18:00 - 21.03.2022 19:00,91,3
21.03.2022 19:00 - 21.03.2022 20:00,83,3
21.03.2022 20:00 - 21.03.2022 21:00,165,3
21.03.2022 21:00 - 21.03.2022 22:00,47,14
21.03.2022 22:00 - 21.03.2022 23:00,N/A,N/A
21.03.2022 23:00 - 22.03.2022 00:00,N/A,N/A
22.03.2022 00:00 - 22.03.2022 01:00,41,11
22.03.2022 01:00 - 22.03.2022 02:00,166,3
22.03.2022 02:00 - 22.03.2022 03:00,321,3
22.03.2022 03:00 - 22.03.2022 04:00,402,3
22.03.2022 04:00 - 22.03.2022 05:00,N/A,N/A
22.03.2022 05:00 - 22.03.2022 06:00,N/A,N/A
22.03.2022 06:00 - 22.03.2022 07:00,377,3
22.03.2022 07:00 - 22.03.2022 08:00,398,3
22.03.2022 08:00 - 22.03.2022 09:00,361,3
22.03.2022 09:00 - 22.03.2022 10:00,361,3
22.03.2022 10:00 - 22.03.2022 11:00,N/A,N/A
22.03.2022 11:00 - 22.03.2022 12:00,N/A,N/A
22.03.2022 12:00 - 22.03.2022 13:00,0,36
22.03.2022 13:00 - 22.03.2022 14:00,16,3
22.03.2022 14:00 - 22.03.2022 15:00,0,19
22.03.2022 15:00 - 22.03.2022 16:00,58,3
22.03.2022 16:00 - 22.03.2022 17:00,N/A,N/A
22.03.2022 17:00 - 22.03.2022 18:00,N/A,N/A
22.03.2022 18:00 - 22.03.2022 19:00,110,3
22.03.2022 19:00 - 22.03.2022 20:00,121,3
22.03.2022 20:00 - 22.03.2022 21:00,N/A,N/A
22.03.2022 21:00 - 22.03.2022 22:00,19,39
22.03.2022 22:00 - 22.03.2022 23:00,N/A,N/A
22.03.2022 23:00 - 23.03.2022 00:00,N/A,N/A
23.03.2022 00:00 - 23.03.2022 01:00,211,3
23.03.2022 01:00 - 23.03.2022 02:00,37,48
23.03.2022 02:00 - 23.03.2022 03:00,0,203
23.03.2022 03:00 - 23.03.2022 04:00,0,215
23.03.2022 04:00 - 23.03.2022 05:00,N/A,N/A
23.03.2022 05:00 - 23.03.2022 06:00,N/A,N/A
23.03.2022 06:00 - 23.03.2022 07:00,N/A,N/A
23.03.2022 07:00 - 23.03.2022 08:00,46,29
23.03.2022 08:00 - 23.03.2022 09:00,316,3
23.03.2022 09:00 - 23.03.2022 10:00,310,3
23.03.2022 10:00 - 23.03.2022 11:00,N/A,N/A
23.03.2022 11:00 - 23.03.2022 12:00,N/A,N/A
23.03.2022 12:00 - 23.03.2022 13:00,0,455
23.03.2022 13:00 - 23.03.2022 14:00,0,456
23.03.2022 14:00 - 23.03.2022 15:00,0,456
23.03.2022 15:00 - 23.03.2022 16:00,0,456
23.03.2022 16:00 - 23.03.2022 17:00,N/A,N/A
23.03.2022 17:00 - 23.03.2022 18:00,N/A,N/A
23.03.2022 18:00 - 23.03.2022 19:00,0,456
23.03.2022 19:00 - 23.03.2022 20:00,0,455
23.03.2022 20:00 - 23.03.2022 21:00,0,409
23.03.2022 21:00 - 23.03.2022 22:00,0,452
23.03.2022 22:00 - 23.03.2022 23:00,N/A,N/A
23.03.2022 23:00 - 24.03.2022 00:00,N/A,N/A
24.03.2022 00:00 - 24.03.2022 01:00,0,358
24.03.2022 01:00 - 24.03.2022 02:00,0,339
24.03.2022 02:00 - 24.03.2022 03:00,0,168
24.03.2022 03:00 - 24.03.2022 04:00,13,46
24.03.2022 04:00 - 24.03.2022 05:00,N/A,N/A
24.03.2022 05:00 - 24.03.2022 06:00,N/A,N/A
24.03.2022 06:00 - 24.03.2022 07:00,0,61
24.03.2022 07:00 - 24.03.2022 08:00,N/A,N/A
24.03.2022 08:00 - 24.03.2022 09:00,51,3
24.03.2022 09:00 - 24.03.2022 10:00,N/A,N/A
24.03.2022 10:00 - 24.03.2022 11:00,N/A,N/A
24.03.2022 11:00 - 24.03.2022 12:00,N/A,N/A
24.03.2022 12:00 - 24.03.2022 13:00,0,456
24.03.2022 13:00 - 24.03.2022 14:00,0,456
24.03.2022 14:00 - 24.03.2022 15:00,0,456
24.03.2022 15:00 - 24.03.2022 16:00,0,456
24.03.2022 16:00 - 24.03.2022 17:00,N/A,N/A
24.03.2022 17:00 - 24.03.2022 18:00,N/A,N/A
24.03.2022 18:00 - 24.03.2022 19:00,N/A,N/A
24.03.2022 19:00 - 24.03.2022 20:00,0,456
24.03.2022 20:00 - 24.03.2022 21:00,0,456
24.03.2022 21:00 - 24.03.2022 22:00,0,456
24.03.2022 22:00 - 24.03.2022 23:00,N/A,N/A
24.03.2022 23:00 - 25.03.2022 00:00,N/A,N/A
25.03.2022 00:00 - 25.03.2022 01:00,0,298
25.03.2022 01:00 - 25.03.2022 02:00,0,146
25.03.2022 02:00 - 25.03.2022 03:00,N/A,N/A
25.03.2022 03:00 - 25.03.2022 04:00,12,39
25.03.2022 04:00 - 25.03.2022 05:00,N/A,N/A
25.03.2022 05:00 - 25.03.2022 06:00,N/A,N/A
25.03.2022 06:00 - 25.03.2022 07:00,45,11
25.03.2022 07:00 - 25.03.2022 08:00,315,3
25.03.2022 08:00 - 25.03.2022 09:00,358,3
25.03.2022 09:00 - 25.03.2022 10:00,102,3
25.03.2022 10:00 - 25.03.2022 11:00,N/A,N/A
25.03.2022 11:00 - 25.03.2022 12:00,N/A,N/A
25.03.2022 12:00 - 25.03.2022 13:00,0,455
25.03.2022 13:00 - 25.03.2022 14:00,0,455
25.03.2022 14:00 - 25.03.2022 15:00,0,456
25.03.2022 15:00 - 25.03.2022 16:00,0,456
25.03.2022 16:00 - 25.03.2022 17:00,N/A,N/A
25.03.2022 17:00 - 25.03.2022 18:00,N/A,N/A
25.03.2022 18:00 - 25.03.2022 19:00,0,296
25.03.2022 19:00 - 25.03.2022 20:00,0,312
25.03.2022 20:00 - 25.03.2022 21:00,0,303
25.03.2022 21:00 - 25.03.2022 22:00,0,421
25.03.2022 22:00 - 25.03.2022 23:00,N/A,N/A
25.03.2022 23:00 - 26.03.2022 00:00,N/A,N/A
26.03.2022 00:00 - 26.03.2022 01:00,30,21
26.03.2022 01:00 - 26.03.2022 02:00,10,80
26.03.2022 02:00 - 26.03.2022 03:00,0,139
26.03.2022 03:00 - 26.03.2022 04:00,0,99
26.03.2022 04:00 - 26.03.2022 05:00,N/A,N/A
26.03.2022 05:00 - 26.03.2022 06:00,N/A,N/A
26.03.2022 06:00 - 26.03.2022 07:00,0,125
26.03.2022 07:00 - 26.03.2022 08:00,59,3
26.03.2022 08:00 - 26.03.2022 09:00,154,3
26.03.2022 09:00 - 26.03.2022 10:00,88,3
26.03.2022 10:00 - 26.03.2022 11:00,N/A,N/A
26.03.2022 11:00 - 26.03.2022 12:00,N/A,N/A
26.03.2022 12:00 - 26.03.2022 13:00,N/A,N/A
26.03.2022 13:00 - 26.03.2022 14:00,0,456
26.03.2022 14:00 - 26.03.2022 15:00,0,456
26.03.2022 15:00 - 26.03.2022 16:00,0,456
26.03.2022 16:00 - 26.03.2022 17:00,N/A,N/A
26.03.2022 17:00 - 26.03.2022 18:00,N/A,N/A
26.03.2022 18:00 - 26.03.2022 19:00,0,456
26.03.2022 19:00 - 26.03.2022 20:00,0,368
26.03.2022 20:00 - 26.03.2022 21:00,0,357
26.03.2022 21:00 - 26.03.2022 22:00,0,451
26.03.2022 22:00 - 26.03.2022 23:00,N/A,N/A
26.03.2022 23:00 - 27.03.2022 00:00,N/A,N/A
27.03.2022 00:00 - 27.03.2022 01:00,N/A,N/A
27.03.2022 01:00 - 27.03.2022 02:00,0,347
27.03.2022 02:00 - 27.03.2022 03:00,,
27.03.2022 03:00 - 27.03.2022 04:00,14,11
27.03.2022 04:00 - 27.03.2022 05:00,N/A,N/A
27.03.2022 05:00 - 27.03.2022 06:00,N/A,N/A
27.03.2022 06:00 - 27.03.2022 07:00,N/A,N/A
27.03.2022 07:00 - 27.03.2022 08:00,16,3
27.03.2022 08:00 - 27.03.2022 09:00,8,11
27.03.2022 09:00 - 27.03.2022 10:00,0,51
27.03.2022 10:00 - 27.03.2022 11:00,N/A,N/A
27.03.2022 11:00 - 27.03.2022 12:00,N/A,N/A
27.03.2022 12:00 - 27.03.2022 13:00,N/A,N/A
27.03.2022 13:00 - 27.03.2022 14:00,0,365
27.03.2022 14:00 - 27.03.2022 15:00,0,335
27.03.2022 15:00 - 27.03.2022 16:00,0,292
27.03.2022 16:00 - 27.03.2022 17:00,N/A,N/A
27.03.2022 17:00 - 27.03.2022 18:00,N/A,N/A
27.03.2022 18:00 - 27.03.2022 19:00,N/A,N/A
27.03.2022 19:00 - 27.03.2022 20:00,N/A,N/A
27.03.2022 20:00 - 27.03.2022 21:00,0,373
27.03.2022 21:00 - 27.03.2022 22:00,0,389
27.03.2022 22:00 - 27.03.2022 23:00,N/A,N/A
27.03.2022 23:00 - 28.03.2022 00:00,N/A,N/A
28.03.2022 00:00 - 28.03.2022 01:00,N/A,N/A
28.03.2022 01:00 - 28.03.2022 02:00,0,31
28.03.2022 02:00 - 28.03.2022 03:00,0,19
28.03.2022 03:00 - 28.03.2022 04:00,32,3
28.03.2022 04:00 - 28.03.2022 05:00,N/A,N/A
28.03.2022 05:00 - 28.03.2022 06:00,N/A,N/A
28.03.2022 06:00 - 28.03.2022 07:00,N/A,N/A
28.03.2022 07:00 - 28.03.2022 08:00,118,3
28.03.2022 08:00 - 28.03.2022 09:00,0,143
28.03.2022 09:00 - 28.03.2022 10:00,0,356
28.03.2022 10:00 - 28.03.2022 11:00,N/A,N/A
28.03.2022 11:00 - 28.03.2022 12:00,N/A,N/A
28.03.2022 12:00 - 28.03.2022 13:00,N/A,N/A
28.03.2022 13:00 - 28.03.2022 14:00,0,456
28.03.2022 14:00 - 28.03.2022 15:00,0,456
28.03.2022 15:00 - 28.03.2022 16:00,N/A,N/A
28.03.2022 16:00 - 28.03.2022 17:00,N/A,N/A
28.03.2022 17:00 - 28.03.2022 18:00,N/A,N/A
28.03.2022 18:00 - 28.03.2022 19:00,N/A,N/A
28.03.2022 19:00 - 28.03.2022 20:00,0,456
28.03.2022 20:00 - 28.03.2022 21:00,0,456
28.03.2022 21:00 - 28.03.2022 22:00,0,456
28.03.2022 22:00 - 28.03.2022 23:00,N/A,N/A
28.03.2022 23:00 - 29.03.2022 00:00,N/A,N/A
29.03.2022 00:00 - 29.03.2022 01:00,N/A,N/A
29.03.2022 01:00 - 29.03.2022 02:00,N/A,N/A
29.03.2022 02:00 - 29.03.2022 03:00,N/A,N/A
29.03.2022 03:00 - 29.03.2022 04:00,117,3
29.03.2022 04:00 - 29.03.2022 05:00,N/A,N/A
29.03.2022 05:00 - 29.03.2022 06:00,N/A,N/A
29.03.2022 06:00 - 29.03.2022 07:00,N/A,N/A
29.03.2022 07:00 - 29.03.2022 08:00,161,3
29.03.2022 08:00 - 29.03.2022 09:00,0,103
29.03.2022 09:00 - 29.03.2022 10:00,0,386
29.03.2022 10:00 - 29.03.2022 11:00,N/A,N/A
29.03.2022 11:00 - 29.03.2022 12:00,N/A,N/A
29.03.2022 12:00 - 29.03.2022 13:00,N/A,N/A
29.03.2022 13:00 - 29.03.2022 14:00,0,456
29.03.2022 14:00 - 29.03.2022 15:00,N/A,N/A
29.03.2022 15:00 - 29.03.2022 16:00,0,457
29.03.2022 16:00 - 29.03.2022 17:00,N/A,N/A
29.03.2022 17:00 - 29.03.2022 18:00,N/A,N/A
29.03.2022 18:00 - 29.03.2022 19:00,N/A,N/A
29.03.2022 19:00 - 29.03.2022 20:00,0,380
29.03.2022 20:00 - 29.03.2022 21:00,0,334
29.03.2022 21:00 - 29.03.2022 22:00,0,439
29.03.2022 22:00 - 29.03.2022 23:00,N/A,N/A
29.03.2022 23:00 - 30.03.2022 00:00,N/A,N/A
30.03.2022 00:00 - 30.03.2022 01:00,N/A,N/A
30.03.2022 01:00 - 30.03.2022 02:00,0,266
30.03.2022 02:00 - 30.03.2022 03:00,0,142
30.03.2022 03:00 - 30.03.2022 04:00,0,225
30.03.2022 04:00 - 30.03.2022 05:00,N/A,N/A
30.03.2022 05:00 - 30.03.2022 06:00,N/A,N/A
30.03.2022 06:00 - 30.03.2022 07:00,N/A,N/A
30.03.2022 07:00 - 30.03.2022 08:00,129,3
30.03.2022 08:00 - 30.03.2022 09:00,0,74
30.03.2022 09:00 - 30.03.2022 10:00,0,285
30.03.2022 10:00 - 30.03.2022 11:00,N/A,N/A
30.03.2022 11:00 - 30.03.2022 12:00,N/A,N/A
30.03.2022 12:00 - 30.03.2022 13:00,N/A,N/A
30.03.2022 13:00 - 30.03.2022 14:00,0,117
30.03.2022 14:00 - 30.03.2022 15:00,N/A,N/A
30.03.2022 15:00 - 30.03.2022 16:00,227,3
30.03.2022 16:00 - 30.03.2022 17:00,N/A,N/A
30.03.2022 17:00 - 30.03.2022 18:00,N/A,N/A
30.03.2022 18:00 - 30.03.2022 19:00,N/A,N/A
30.03.2022 19:00 - 30.03.2022 20:00,402,3
30.03.2022 20:00 - 30.03.2022 21:00,402,3
30.03.2022 21:00 - 30.03.2022 22:00,377,3
