Time (CET/CEST),BZN|IE(SEM) > BZN|GB [MW],BZN|GB > BZN|IE(SEM) [MW]
05.06.2022 20:00 - 05.06.2022 21:00,N/A,N/A
05.06.2022 21:00 - 05.06.2022 22:00,N/A,N/A
05.06.2022 22:00 - 05.06.2022 23:00,N/A,N/A
05.06.2022 23:00 - 06.06.2022 00:00,N/A,N/A
06.06.2022 00:00 - 06.06.2022 01:00,N/A,N/A
06.06.2022 01:00 - 06.06.2022 02:00,N/A,N/A
06.06.2022 02:00 - 06.06.2022 03:00,N/A,N/A
06.06.2022 03:00 - 06.06.2022 04:00,N/A,N/A
06.06.2022 04:00 - 06.06.2022 05:00,N/A,N/A
06.06.2022 05:00 - 06.06.2022 06:00,N/A,N/A
06.06.2022 06:00 - 06.06.2022 07:00,N/A,N/A
06.06.2022 07:00 - 06.06.2022 08:00,N/A,N/A
06.06.2022 08:00 - 06.06.2022 09:00,N/A,N/A
06.06.2022 09:00 - 06.06.2022 10:00,N/A,N/A
06.06.2022 10:00 - 06.06.2022 11:00,N/A,N/A
06.06.2022 11:00 - 06.06.2022 12:00,N/A,N/A
06.06.2022 12:00 - 06.06.2022 13:00,N/A,N/A
06.06.2022 13:00 - 06.06.2022 14:00,N/A,N/A
06.06.2022 14:00 - 06.06.2022 15:00,N/A,N/A
06.06.2022 15:00 - 06.06.2022 16:00,N/A,N/A
06.06.2022 16:00 - 06.06.2022 17:00,N/A,N/A
06.06.2022 17:00 - 06.06.2022 18:00,N/A,N/A
06.06.2022 18:00 - 06.06.2022 19:00,N/A,N/A
06.06.2022 19:00 - 06.06.2022 20:00,N/A,N/A
06.06.2022 20:00 - 06.06.2022 21:00,N/A,N/A
06.06.2022 21:00 - 06.06.2022 22:00,N/A,N/A
06.06.2022 22:00 - 06.06.2022 23:00,N/A,N/A
06.06.2022 23:00 - 07.06.2022 00:00,N/A,N/A
07.06.2022 00:00 - 07.06.2022 01:00,N/A,N/A
07.06.2022 01:00 - 07.06.2022 02:00,N/A,N/A
07.06.2022 02:00 - 07.06.2022 03:00,N/A,N/A
07.06.2022 03:00 - 07.06.2022 04:00,N/A,N/A
07.06.2022 04:00 - 07.06.2022 05:00,N/A,N/A
07.06.2022 05:00 - 07.06.2022 06:00,N/A,N/A
07.06.2022 06:00 - 07.06.2022 07:00,N/A,N/A
07.06.2022 07:00 - 07.06.2022 08:00,N/A,N/A
07.06.2022 08:00 - 07.06.2022 09:00,N/A,N/A
07.06.2022 09:00 - 07.06.2022 10:00,N/A,N/A
07.06.2022 10:00 - 07.06.2022 11:00,N/A,N/A
07.06.2022 11:00 - 07.06.2022 12:00,N/A,N/A
07.06.2022 12:00 - 07.06.2022 13:00,N/A,N/A
07.06.2022 13:00 - 07.06.2022 14:00,N/A,N/A
07.06.2022 14:00 - 07.06.2022 15:00,N/A,N/A
07.06.2022 15:00 - 07.06.2022 16:00,N/A,N/A
07.06.2022 16:00 - 07.06.2022 17:00,N/A,N/A
07.06.2022 17:00 - 07.06.2022 18:00,N/A,N/A
07.06.2022 18:00 - 07.06.2022 19:00,N/A,N/A
07.06.2022 19:00 - 07.06.2022 20:00,N/A,N/A
07.06.2022 20:00 - 07.06.2022 21:00,N/A,N/A
07.06.2022 21:00 - 07.06.2022 22:00,N/A,N/A
07.06.2022 22:00 - 07.06.2022 23:00,N/A,N/A
07.06.2022 23:00 - 08.06.2022 00:00,N/A,N/A
08.06.2022 00:00 - 08.06.2022 01:00,N/A,N/A
08.06.2022 01:00 - 08.06.2022 02:00,N/A,N/A
08.06.2022 02:00 - 08.06.2022 03:00,N/A,N/A
08.06.2022 03:00 - 08.06.2022 04:00,N/A,N/A
08.06.2022 04:00 - 08.06.2022 05:00,N/A,N/A
08.06.2022 05:00 - 08.06.2022 06:00,N/A,N/A
08.06.2022 06:00 - 08.06.2022 07:00,N/A,N/A
08.06.2022 07:00 - 08.06.2022 08:00,N/A,N/A
08.06.2022 08:00 - 08.06.2022 09:00,N/A,N/A
08.06.2022 09:00 - 08.06.2022 10:00,N/A,N/A
08.06.2022 10:00 - 08.06.2022 11:00,N/A,N/A
08.06.2022 11:00 - 08.06.2022 12:00,N/A,N/A
08.06.2022 12:00 - 08.06.2022 13:00,N/A,N/A
08.06.2022 13:00 - 08.06.2022 14:00,N/A,N/A
08.06.2022 14:00 - 08.06.2022 15:00,N/A,N/A
08.06.2022 15:00 - 08.06.2022 16:00,N/A,N/A
08.06.2022 16:00 - 08.06.2022 17:00,N/A,N/A
08.06.2022 17:00 - 08.06.2022 18:00,N/A,N/A
08.06.2022 18:00 - 08.06.2022 19:00,N/A,N/A
08.06.2022 19:00 - 08.06.2022 20:00,N/A,N/A
08.06.2022 20:00 - 08.06.2022 21:00,N/A,N/A
08.06.2022 21:00 - 08.06.2022 22:00,N/A,N/A
08.06.2022 22:00 - 08.06.2022 23:00,N/A,N/A
08.06.2022 23:00 - 09.06.2022 00:00,N/A,N/A
09.06.2022 00:00 - 09.06.2022 01:00,N/A,N/A
09.06.2022 01:00 - 09.06.2022 02:00,N/A,N/A
09.06.2022 02:00 - 09.06.2022 03:00,N/A,N/A
09.06.2022 03:00 - 09.06.2022 04:00,N/A,N/A
09.06.2022 04:00 - 09.06.2022 05:00,N/A,N/A
09.06.2022 05:00 - 09.06.2022 06:00,N/A,N/A
09.06.2022 06:00 - 09.06.2022 07:00,N/A,N/A
09.06.2022 07:00 - 09.06.2022 08:00,N/A,N/A
09.06.2022 08:00 - 09.06.2022 09:00,N/A,N/A
09.06.2022 09:00 - 09.06.2022 10:00,N/A,N/A
09.06.2022 10:00 - 09.06.2022 11:00,N/A,N/A
09.06.2022 11:00 - 09.06.2022 12:00,N/A,N/A
09.06.2022 12:00 - 09.06.2022 13:00,N/A,N/A
09.06.2022 13:00 - 09.06.2022 14:00,N/A,N/A
09.06.2022 14:00 - 09.06.2022 15:00,N/A,N/A
09.06.2022 15:00 - 09.06.2022 16:00,N/A,N/A
09.06.2022 16:00 - 09.06.2022 17:00,N/A,N/A
09.06.2022 17:00 - 09.06.2022 18:00,N/A,N/A
09.06.2022 18:00 - 09.06.2022 19:00,N/A,N/A
09.06.2022 19:00 - 09.06.2022 20:00,N/A,N/A
09.06.2022 20:00 - 09.06.2022 21:00,N/A,N/A
09.06.2022 21:00 - 09.06.2022 22:00,N/A,N/A
09.06.2022 22:00 - 09.06.2022 23:00,N/A,N/A
09.06.2022 23:00 - 10.06.2022 00:00,N/A,N/A
10.06.2022 00:00 - 10.06.2022 01:00,N/A,N/A
10.06.2022 01:00 - 10.06.2022 02:00,594,0
10.06.2022 02:00 - 10.06.2022 03:00,558,0
10.06.2022 03:00 - 10.06.2022 04:00,714,0
10.06.2022 04:00 - 10.06.2022 05:00,744,0
10.06.2022 05:00 - 10.06.2022 06:00,745,0
10.06.2022 06:00 - 10.06.2022 07:00,734,0
10.06.2022 07:00 - 10.06.2022 08:00,561,0
10.06.2022 08:00 - 10.06.2022 09:00,514,0
10.06.2022 09:00 - 10.06.2022 10:00,407,0
10.06.2022 10:00 - 10.06.2022 11:00,402,0
10.06.2022 11:00 - 10.06.2022 12:00,463,0
10.06.2022 12:00 - 10.06.2022 13:00,330,0
10.06.2022 13:00 - 10.06.2022 14:00,280,27
10.06.2022 14:00 - 10.06.2022 15:00,314,8
10.06.2022 15:00 - 10.06.2022 16:00,421,0
10.06.2022 16:00 - 10.06.2022 17:00,467,0
10.06.2022 17:00 - 10.06.2022 18:00,453,0
10.06.2022 18:00 - 10.06.2022 19:00,N/A,N/A
10.06.2022 19:00 - 10.06.2022 20:00,456,0
10.06.2022 20:00 - 10.06.2022 21:00,468,0
10.06.2022 21:00 - 10.06.2022 22:00,261,11
10.06.2022 22:00 - 10.06.2022 23:00,391,0
10.06.2022 23:00 - 11.06.2022 00:00,402,0
11.06.2022 00:00 - 11.06.2022 01:00,426,0
11.06.2022 01:00 - 11.06.2022 02:00,698,0
11.06.2022 02:00 - 11.06.2022 03:00,745,0
11.06.2022 03:00 - 11.06.2022 04:00,745,0
11.06.2022 04:00 - 11.06.2022 05:00,746,0
11.06.2022 05:00 - 11.06.2022 06:00,718,0
11.06.2022 06:00 - 11.06.2022 07:00,643,0
11.06.2022 07:00 - 11.06.2022 08:00,648,0
11.06.2022 08:00 - 11.06.2022 09:00,406,0
11.06.2022 09:00 - 11.06.2022 10:00,360,0
11.06.2022 10:00 - 11.06.2022 11:00,N/A,N/A
11.06.2022 11:00 - 11.06.2022 12:00,0,72
11.06.2022 12:00 - 11.06.2022 13:00,90,0
11.06.2022 13:00 - 11.06.2022 14:00,30,99
11.06.2022 14:00 - 11.06.2022 15:00,27,178
11.06.2022 15:00 - 11.06.2022 16:00,26,266
11.06.2022 16:00 - 11.06.2022 17:00,85,41
11.06.2022 17:00 - 11.06.2022 18:00,50,2
11.06.2022 18:00 - 11.06.2022 19:00,191,0
11.06.2022 19:00 - 11.06.2022 20:00,230,0
11.06.2022 20:00 - 11.06.2022 21:00,109,0
11.06.2022 21:00 - 11.06.2022 22:00,52,0
11.06.2022 22:00 - 11.06.2022 23:00,0,134
11.06.2022 23:00 - 12.06.2022 00:00,0,300
12.06.2022 00:00 - 12.06.2022 01:00,12,158
12.06.2022 01:00 - 12.06.2022 02:00,326,0
12.06.2022 02:00 - 12.06.2022 03:00,394,0
12.06.2022 03:00 - 12.06.2022 04:00,457,0
12.06.2022 04:00 - 12.06.2022 05:00,428,0
12.06.2022 05:00 - 12.06.2022 06:00,458,0
12.06.2022 06:00 - 12.06.2022 07:00,403,0
12.06.2022 07:00 - 12.06.2022 08:00,439,0
12.06.2022 08:00 - 12.06.2022 09:00,418,0
12.06.2022 09:00 - 12.06.2022 10:00,305,0
12.06.2022 10:00 - 12.06.2022 11:00,217,0
12.06.2022 11:00 - 12.06.2022 12:00,154,0
12.06.2022 12:00 - 12.06.2022 13:00,512,0
12.06.2022 13:00 - 12.06.2022 14:00,548,0
12.06.2022 14:00 - 12.06.2022 15:00,326,0
12.06.2022 15:00 - 12.06.2022 16:00,166,0
12.06.2022 16:00 - 12.06.2022 17:00,135,0
12.06.2022 17:00 - 12.06.2022 18:00,461,0
12.06.2022 18:00 - 12.06.2022 19:00,487,0
12.06.2022 19:00 - 12.06.2022 20:00,551,0
12.06.2022 20:00 - 12.06.2022 21:00,N/A,N/A
12.06.2022 21:00 - 12.06.2022 22:00,258,0
12.06.2022 22:00 - 12.06.2022 23:00,19,30
12.06.2022 23:00 - 13.06.2022 00:00,0,255
13.06.2022 00:00 - 13.06.2022 01:00,65,106
13.06.2022 01:00 - 13.06.2022 02:00,285,0
13.06.2022 02:00 - 13.06.2022 03:00,315,0
13.06.2022 03:00 - 13.06.2022 04:00,283,0
13.06.2022 04:00 - 13.06.2022 05:00,254,0
13.06.2022 05:00 - 13.06.2022 06:00,234,0
13.06.2022 06:00 - 13.06.2022 07:00,146,0
13.06.2022 07:00 - 13.06.2022 08:00,208,0
13.06.2022 08:00 - 13.06.2022 09:00,127,0
13.06.2022 09:00 - 13.06.2022 10:00,0,168
13.06.2022 10:00 - 13.06.2022 11:00,0,254
13.06.2022 11:00 - 13.06.2022 12:00,0,179
13.06.2022 12:00 - 13.06.2022 13:00,0,109
13.06.2022 13:00 - 13.06.2022 14:00,17,20
13.06.2022 14:00 - 13.06.2022 15:00,16,0
13.06.2022 15:00 - 13.06.2022 16:00,91,0
13.06.2022 16:00 - 13.06.2022 17:00,109,0
13.06.2022 17:00 - 13.06.2022 18:00,75,62
13.06.2022 18:00 - 13.06.2022 19:00,0,164
13.06.2022 19:00 - 13.06.2022 20:00,49,47
13.06.2022 20:00 - 13.06.2022 21:00,191,0
13.06.2022 21:00 - 13.06.2022 22:00,237,0
13.06.2022 22:00 - 13.06.2022 23:00,214,0
13.06.2022 23:00 - 14.06.2022 00:00,338,0
14.06.2022 00:00 - 14.06.2022 01:00,245,0
14.06.2022 01:00 - 14.06.2022 02:00,304,0
14.06.2022 02:00 - 14.06.2022 03:00,436,0
14.06.2022 03:00 - 14.06.2022 04:00,330,0
14.06.2022 04:00 - 14.06.2022 05:00,N/A,N/A
14.06.2022 05:00 - 14.06.2022 06:00,N/A,N/A
14.06.2022 06:00 - 14.06.2022 07:00,619,0
14.06.2022 07:00 - 14.06.2022 08:00,671,0
14.06.2022 08:00 - 14.06.2022 09:00,216,0
14.06.2022 09:00 - 14.06.2022 10:00,0,229
14.06.2022 10:00 - 14.06.2022 11:00,0,529
14.06.2022 11:00 - 14.06.2022 12:00,0,517
14.06.2022 12:00 - 14.06.2022 13:00,0,456
14.06.2022 13:00 - 14.06.2022 14:00,0,465
14.06.2022 14:00 - 14.06.2022 15:00,0,392
14.06.2022 15:00 - 14.06.2022 16:00,0,464
14.06.2022 16:00 - 14.06.2022 17:00,0,300
14.06.2022 17:00 - 14.06.2022 18:00,0,479
14.06.2022 18:00 - 14.06.2022 19:00,0,487
14.06.2022 19:00 - 14.06.2022 20:00,0,264
14.06.2022 20:00 - 14.06.2022 21:00,0,84
14.06.2022 21:00 - 14.06.2022 22:00,0,104
14.06.2022 22:00 - 14.06.2022 23:00,0,61
14.06.2022 23:00 - 15.06.2022 00:00,32,0
15.06.2022 00:00 - 15.06.2022 01:00,128,0
15.06.2022 01:00 - 15.06.2022 02:00,142,0
15.06.2022 02:00 - 15.06.2022 03:00,123,0
15.06.2022 03:00 - 15.06.2022 04:00,201,0
15.06.2022 04:00 - 15.06.2022 05:00,156,0
15.06.2022 05:00 - 15.06.2022 06:00,246,0
15.06.2022 06:00 - 15.06.2022 07:00,332,0
15.06.2022 07:00 - 15.06.2022 08:00,508,0
15.06.2022 08:00 - 15.06.2022 09:00,92,20
15.06.2022 09:00 - 15.06.2022 10:00,0,318
15.06.2022 10:00 - 15.06.2022 11:00,0,413
15.06.2022 11:00 - 15.06.2022 12:00,N/A,N/A
15.06.2022 12:00 - 15.06.2022 13:00,N/A,N/A
15.06.2022 13:00 - 15.06.2022 14:00,N/A,N/A
15.06.2022 14:00 - 15.06.2022 15:00,0,357
15.06.2022 15:00 - 15.06.2022 16:00,0,328
15.06.2022 16:00 - 15.06.2022 17:00,0,216
15.06.2022 17:00 - 15.06.2022 18:00,0,238
15.06.2022 18:00 - 15.06.2022 19:00,0,353
15.06.2022 19:00 - 15.06.2022 20:00,0,262
15.06.2022 20:00 - 15.06.2022 21:00,N/A,N/A
15.06.2022 21:00 - 15.06.2022 22:00,N/A,N/A
15.06.2022 22:00 - 15.06.2022 23:00,N/A,N/A
15.06.2022 23:00 - 16.06.2022 00:00,N/A,N/A
16.06.2022 00:00 - 16.06.2022 01:00,N/A,N/A
16.06.2022 01:00 - 16.06.2022 02:00,N/A,N/A
16.06.2022 02:00 - 16.06.2022 03:00,N/A,N/A
16.06.2022 03:00 - 16.06.2022 04:00,N/A,N/A
16.06.2022 04:00 - 16.06.2022 05:00,N/A,N/A
16.06.2022 05:00 - 16.06.2022 06:00,N/A,N/A
16.06.2022 06:00 - 16.06.2022 07:00,N/A,N/A
16.06.2022 07:00 - 16.06.2022 08:00,N/A,N/A
16.06.2022 08:00 - 16.06.2022 09:00,N/A,N/A
16.06.2022 09:00 - 16.06.2022 10:00,N/A,N/A
16.06.2022 10:00 - 16.06.2022 11:00,N/A,N/A
16.06.2022 11:00 - 16.06.2022 12:00,N/A,N/A
16.06.2022 12:00 - 16.06.2022 13:00,N/A,N/A
16.06.2022 13:00 - 16.06.2022 14:00,N/A,N/A
16.06.2022 14:00 - 16.06.2022 15:00,N/A,N/A
16.06.2022 15:00 - 16.06.2022 16:00,N/A,N/A
16.06.2022 16:00 - 16.06.2022 17:00,N/A,N/A
16.06.2022 17:00 - 16.06.2022 18:00,N/A,N/A
16.06.2022 18:00 - 16.06.2022 19:00,201,0
16.06.2022 19:00 - 16.06.2022 20:00,197,0
16.06.2022 20:00 - 16.06.2022 21:00,316,0
16.06.2022 21:00 - 16.06.2022 22:00,N/A,N/A
16.06.2022 22:00 - 16.06.2022 23:00,N/A,N/A
16.06.2022 23:00 - 17.06.2022 00:00,N/A,N/A
17.06.2022 00:00 - 17.06.2022 01:00,N/A,N/A
17.06.2022 01:00 - 17.06.2022 02:00,N/A,N/A
17.06.2022 02:00 - 17.06.2022 03:00,N/A,N/A
17.06.2022 03:00 - 17.06.2022 04:00,N/A,N/A
17.06.2022 04:00 - 17.06.2022 05:00,390,0
17.06.2022 05:00 - 17.06.2022 06:00,N/A,N/A
17.06.2022 06:00 - 17.06.2022 07:00,N/A,N/A
17.06.2022 07:00 - 17.06.2022 08:00,N/A,N/A
17.06.2022 08:00 - 17.06.2022 09:00,N/A,N/A
17.06.2022 09:00 - 17.06.2022 10:00,N/A,N/A
17.06.2022 10:00 - 17.06.2022 11:00,N/A,N/A
17.06.2022 11:00 - 17.06.2022 12:00,N/A,N/A
17.06.2022 12:00 - 17.06.2022 13:00,N/A,N/A
17.06.2022 13:00 - 17.06.2022 14:00,N/A,N/A
17.06.2022 14:00 - 17.06.2022 15:00,N/A,N/A
17.06.2022 15:00 - 17.06.2022 16:00,N/A,N/A
17.06.2022 16:00 - 17.06.2022 17:00,N/A,N/A
17.06.2022 17:00 - 17.06.2022 18:00,N/A,N/A
17.06.2022 18:00 - 17.06.2022 19:00,N/A,N/A
17.06.2022 19:00 - 17.06.2022 20:00,N/A,N/A
17.06.2022 20:00 - 17.06.2022 21:00,N/A,N/A
17.06.2022 21:00 - 17.06.2022 22:00,N/A,N/A
17.06.2022 22:00 - 17.06.2022 23:00,N/A,N/A
17.06.2022 23:00 - 18.06.2022 00:00,N/A,N/A
18.06.2022 00:00 - 18.06.2022 01:00,N/A,N/A
18.06.2022 01:00 - 18.06.2022 02:00,N/A,N/A
18.06.2022 02:00 - 18.06.2022 03:00,N/A,N/A
18.06.2022 03:00 - 18.06.2022 04:00,N/A,N/A
18.06.2022 04:00 - 18.06.2022 05:00,N/A,N/A
18.06.2022 05:00 - 18.06.2022 06:00,N/A,N/A
18.06.2022 06:00 - 18.06.2022 07:00,N/A,N/A
18.06.2022 07:00 - 18.06.2022 08:00,N/A,N/A
18.06.2022 08:00 - 18.06.2022 09:00,N/A,N/A
18.06.2022 09:00 - 18.06.2022 10:00,N/A,N/A
18.06.2022 10:00 - 18.06.2022 11:00,N/A,N/A
18.06.2022 11:00 - 18.06.2022 12:00,N/A,N/A
18.06.2022 12:00 - 18.06.2022 13:00,N/A,N/A
18.06.2022 13:00 - 18.06.2022 14:00,N/A,N/A
18.06.2022 14:00 - 18.06.2022 15:00,N/A,N/A
18.06.2022 15:00 - 18.06.2022 16:00,N/A,N/A
18.06.2022 16:00 - 18.06.2022 17:00,N/A,N/A
18.06.2022 17:00 - 18.06.2022 18:00,N/A,N/A
18.06.2022 18:00 - 18.06.2022 19:00,N/A,N/A
18.06.2022 19:00 - 18.06.2022 20:00,N/A,N/A
18.06.2022 20:00 - 18.06.2022 21:00,N/A,N/A
18.06.2022 21:00 - 18.06.2022 22:00,N/A,N/A
18.06.2022 22:00 - 18.06.2022 23:00,N/A,N/A
18.06.2022 23:00 - 19.06.2022 00:00,N/A,N/A
19.06.2022 00:00 - 19.06.2022 01:00,N/A,N/A
19.06.2022 01:00 - 19.06.2022 02:00,N/A,N/A
19.06.2022 02:00 - 19.06.2022 03:00,N/A,N/A
19.06.2022 03:00 - 19.06.2022 04:00,N/A,N/A
19.06.2022 04:00 - 19.06.2022 05:00,N/A,N/A
19.06.2022 05:00 - 19.06.2022 06:00,N/A,N/A
19.06.2022 06:00 - 19.06.2022 07:00,167,0
19.06.2022 07:00 - 19.06.2022 08:00,96,0
19.06.2022 08:00 - 19.06.2022 09:00,45,12
19.06.2022 09:00 - 19.06.2022 10:00,N/A,N/A
19.06.2022 10:00 - 19.06.2022 11:00,273,0
19.06.2022 11:00 - 19.06.2022 12:00,325,0
19.06.2022 12:00 - 19.06.2022 13:00,521,0
19.06.2022 13:00 - 19.06.2022 14:00,N/A,N/A
19.06.2022 14:00 - 19.06.2022 15:00,488,0
19.06.2022 15:00 - 19.06.2022 16:00,520,0
19.06.2022 16:00 - 19.06.2022 17:00,N/A,N/A
19.06.2022 17:00 - 19.06.2022 18:00,N/A,N/A
19.06.2022 18:00 - 19.06.2022 19:00,N/A,N/A
19.06.2022 19:00 - 19.06.2022 20:00,746,0
19.06.2022 20:00 - 19.06.2022 21:00,699,0
19.06.2022 21:00 - 19.06.2022 22:00,N/A,N/A
19.06.2022 22:00 - 19.06.2022 23:00,441,0
19.06.2022 23:00 - 20.06.2022 00:00,287,0
20.06.2022 00:00 - 20.06.2022 01:00,352,0
20.06.2022 01:00 - 20.06.2022 02:00,N/A,N/A
20.06.2022 02:00 - 20.06.2022 03:00,561,0
20.06.2022 03:00 - 20.06.2022 04:00,684,0
20.06.2022 04:00 - 20.06.2022 05:00,N/A,N/A
20.06.2022 05:00 - 20.06.2022 06:00,746,0
20.06.2022 06:00 - 20.06.2022 07:00,N/A,N/A
20.06.2022 07:00 - 20.06.2022 08:00,638,0
20.06.2022 08:00 - 20.06.2022 09:00,N/A,N/A
20.06.2022 09:00 - 20.06.2022 10:00,N/A,N/A
20.06.2022 10:00 - 20.06.2022 11:00,0,288
20.06.2022 11:00 - 20.06.2022 12:00,0,308
20.06.2022 12:00 - 20.06.2022 13:00,0,462
20.06.2022 13:00 - 20.06.2022 14:00,N/A,N/A
20.06.2022 14:00 - 20.06.2022 15:00,0,571
20.06.2022 15:00 - 20.06.2022 16:00,N/A,N/A
20.06.2022 16:00 - 20.06.2022 17:00,N/A,N/A
20.06.2022 17:00 - 20.06.2022 18:00,N/A,N/A
20.06.2022 18:00 - 20.06.2022 19:00,N/A,N/A
20.06.2022 19:00 - 20.06.2022 20:00,N/A,N/A
20.06.2022 20:00 - 20.06.2022 21:00,N/A,N/A
20.06.2022 21:00 - 20.06.2022 22:00,N/A,N/A
20.06.2022 22:00 - 20.06.2022 23:00,N/A,N/A
20.06.2022 23:00 - 21.06.2022 00:00,487,0
21.06.2022 00:00 - 21.06.2022 01:00,449,0
21.06.2022 01:00 - 21.06.2022 02:00,200,0
21.06.2022 02:00 - 21.06.2022 03:00,96,0
21.06.2022 03:00 - 21.06.2022 04:00,127,0
21.06.2022 04:00 - 21.06.2022 05:00,50,0
21.06.2022 05:00 - 21.06.2022 06:00,N/A,N/A
21.06.2022 06:00 - 21.06.2022 07:00,186,0
21.06.2022 07:00 - 21.06.2022 08:00,239,0
21.06.2022 08:00 - 21.06.2022 09:00,46,20
21.06.2022 09:00 - 21.06.2022 10:00,0,326
21.06.2022 10:00 - 21.06.2022 11:00,0,486
21.06.2022 11:00 - 21.06.2022 12:00,0,472
21.06.2022 12:00 - 21.06.2022 13:00,N/A,N/A
21.06.2022 13:00 - 21.06.2022 14:00,0,779
21.06.2022 14:00 - 21.06.2022 15:00,0,680
21.06.2022 15:00 - 21.06.2022 16:00,0,629
21.06.2022 16:00 - 21.06.2022 17:00,0,534
21.06.2022 17:00 - 21.06.2022 18:00,0,446
21.06.2022 18:00 - 21.06.2022 19:00,0,305
21.06.2022 19:00 - 21.06.2022 20:00,0,309
21.06.2022 20:00 - 21.06.2022 21:00,N/A,N/A
21.06.2022 21:00 - 21.06.2022 22:00,25,48
21.06.2022 22:00 - 21.06.2022 23:00,118,16
21.06.2022 23:00 - 22.06.2022 00:00,256,16
22.06.2022 00:00 - 22.06.2022 01:00,368,0
22.06.2022 01:00 - 22.06.2022 02:00,N/A,N/A
22.06.2022 02:00 - 22.06.2022 03:00,N/A,N/A
22.06.2022 03:00 - 22.06.2022 04:00,379,0
22.06.2022 04:00 - 22.06.2022 05:00,235,0
22.06.2022 05:00 - 22.06.2022 06:00,238,0
22.06.2022 06:00 - 22.06.2022 07:00,170,0
22.06.2022 07:00 - 22.06.2022 08:00,257,0
22.06.2022 08:00 - 22.06.2022 09:00,25,47
22.06.2022 09:00 - 22.06.2022 10:00,0,435
22.06.2022 10:00 - 22.06.2022 11:00,0,647
22.06.2022 11:00 - 22.06.2022 12:00,0,769
22.06.2022 12:00 - 22.06.2022 13:00,0,781
22.06.2022 13:00 - 22.06.2022 14:00,N/A,N/A
22.06.2022 14:00 - 22.06.2022 15:00,0,775
22.06.2022 15:00 - 22.06.2022 16:00,N/A,N/A
22.06.2022 16:00 - 22.06.2022 17:00,N/A,N/A
22.06.2022 17:00 - 22.06.2022 18:00,N/A,N/A
22.06.2022 18:00 - 22.06.2022 19:00,N/A,N/A
22.06.2022 19:00 - 22.06.2022 20:00,N/A,N/A
22.06.2022 20:00 - 22.06.2022 21:00,0,217
22.06.2022 21:00 - 22.06.2022 22:00,0,96
22.06.2022 22:00 - 22.06.2022 23:00,N/A,N/A
22.06.2022 23:00 - 23.06.2022 00:00,N/A,N/A
23.06.2022 00:00 - 23.06.2022 01:00,N/A,N/A
23.06.2022 01:00 - 23.06.2022 02:00,N/A,N/A
23.06.2022 02:00 - 23.06.2022 03:00,N/A,N/A
23.06.2022 03:00 - 23.06.2022 04:00,N/A,N/A
23.06.2022 04:00 - 23.06.2022 05:00,N/A,N/A
23.06.2022 05:00 - 23.06.2022 06:00,N/A,N/A
23.06.2022 06:00 - 23.06.2022 07:00,N/A,N/A
23.06.2022 07:00 - 23.06.2022 08:00,N/A,N/A
23.06.2022 08:00 - 23.06.2022 09:00,N/A,N/A
23.06.2022 09:00 - 23.06.2022 10:00,N/A,N/A
23.06.2022 10:00 - 23.06.2022 11:00,N/A,N/A
23.06.2022 11:00 - 23.06.2022 12:00,N/A,N/A
23.06.2022 12:00 - 23.06.2022 13:00,0,496
23.06.2022 13:00 - 23.06.2022 14:00,N/A,N/A
23.06.2022 14:00 - 23.06.2022 15:00,N/A,N/A
23.06.2022 15:00 - 23.06.2022 16:00,N/A,N/A
23.06.2022 16:00 - 23.06.2022 17:00,N/A,N/A
23.06.2022 17:00 - 23.06.2022 18:00,N/A,N/A
23.06.2022 18:00 - 23.06.2022 19:00,N/A,N/A
23.06.2022 19:00 - 23.06.2022 20:00,N/A,N/A
23.06.2022 20:00 - 23.06.2022 21:00,N/A,N/A
23.06.2022 21:00 - 23.06.2022 22:00,N/A,N/A
23.06.2022 22:00 - 23.06.2022 23:00,N/A,N/A
23.06.2022 23:00 - 24.06.2022 00:00,N/A,N/A
24.06.2022 00:00 - 24.06.2022 01:00,N/A,N/A
24.06.2022 01:00 - 24.06.2022 02:00,N/A,N/A
24.06.2022 02:00 - 24.06.2022 03:00,N/A,N/A
24.06.2022 03:00 - 24.06.2022 04:00,N/A,N/A
24.06.2022 04:00 - 24.06.2022 05:00,N/A,N/A
24.06.2022 05:00 - 24.06.2022 06:00,0,208
24.06.2022 06:00 - 24.06.2022 07:00,0,188
24.06.2022 07:00 - 24.06.2022 08:00,0,135
24.06.2022 08:00 - 24.06.2022 09:00,N/A,N/A
24.06.2022 09:00 - 24.06.2022 10:00,0,263
24.06.2022 10:00 - 24.06.2022 11:00,N/A,N/A
24.06.2022 11:00 - 24.06.2022 12:00,N/A,N/A
24.06.2022 12:00 - 24.06.2022 13:00,N/A,N/A
24.06.2022 13:00 - 24.06.2022 14:00,N/A,N/A
24.06.2022 14:00 - 24.06.2022 15:00,N/A,N/A
24.06.2022 15:00 - 24.06.2022 16:00,N/A,N/A
24.06.2022 16:00 - 24.06.2022 17:00,N/A,N/A
24.06.2022 17:00 - 24.06.2022 18:00,N/A,N/A
24.06.2022 18:00 - 24.06.2022 19:00,N/A,N/A
24.06.2022 19:00 - 24.06.2022 20:00,N/A,N/A
24.06.2022 20:00 - 24.06.2022 21:00,N/A,N/A
24.06.2022 21:00 - 24.06.2022 22:00,N/A,N/A
24.06.2022 22:00 - 24.06.2022 23:00,242,0
24.06.2022 23:00 - 25.06.2022 00:00,N/A,N/A
