"Time (CET/CEST)","BZN|IE(SEM) > BZN|GB [MW]","BZN|GB > BZN|IE(SEM) [MW]"
"25.03.2018 09:00 - 25.03.2018 10:00","296","0"
"25.03.2018 10:00 - 25.03.2018 11:00","163","0"
"25.03.2018 11:00 - 25.03.2018 12:00","4","50"
"25.03.2018 12:00 - 25.03.2018 13:00","0","211"
"25.03.2018 13:00 - 25.03.2018 14:00","0","329"
"25.03.2018 14:00 - 25.03.2018 15:00","0","309"
"25.03.2018 15:00 - 25.03.2018 16:00","0","142"
"25.03.2018 16:00 - 25.03.2018 17:00","0","83"
"25.03.2018 17:00 - 25.03.2018 18:00","0","47"
"25.03.2018 18:00 - 25.03.2018 19:00","0","93"
"25.03.2018 19:00 - 25.03.2018 20:00","0","161"
"25.03.2018 20:00 - 25.03.2018 21:00","0","266"
"25.03.2018 21:00 - 25.03.2018 22:00","0","442"
"25.03.2018 22:00 - 25.03.2018 23:00","0","420"
"25.03.2018 23:00 - 26.03.2018 00:00","0","207"
"26.03.2018 00:00 - 26.03.2018 01:00","117","0"
"26.03.2018 01:00 - 26.03.2018 02:00","283","0"
"26.03.2018 02:00 - 26.03.2018 03:00","297","0"
"26.03.2018 03:00 - 26.03.2018 04:00","297","0"
"26.03.2018 04:00 - 26.03.2018 05:00","297","0"
"26.03.2018 05:00 - 26.03.2018 06:00","297","0"
"26.03.2018 06:00 - 26.03.2018 07:00","249","0"
"26.03.2018 07:00 - 26.03.2018 08:00","143","0"
"26.03.2018 08:00 - 26.03.2018 09:00","146","0"
"26.03.2018 09:00 - 26.03.2018 10:00","47","42"
"26.03.2018 10:00 - 26.03.2018 11:00","0","238"
"26.03.2018 11:00 - 26.03.2018 12:00","0","401"
"26.03.2018 12:00 - 26.03.2018 13:00","0","455"
"26.03.2018 13:00 - 26.03.2018 14:00","0","454"
"26.03.2018 14:00 - 26.03.2018 15:00","0","391"
"26.03.2018 15:00 - 26.03.2018 16:00","0","306"
"26.03.2018 16:00 - 26.03.2018 17:00","0","164"
"26.03.2018 17:00 - 26.03.2018 18:00","0","77"
"26.03.2018 18:00 - 26.03.2018 19:00","0","157"
"26.03.2018 19:00 - 26.03.2018 20:00","0","176"
"26.03.2018 20:00 - 26.03.2018 21:00","0","19"
"26.03.2018 21:00 - 26.03.2018 22:00","0","107"
"26.03.2018 22:00 - 26.03.2018 23:00","0","165"
"26.03.2018 23:00 - 27.03.2018 00:00","43","43"
"27.03.2018 00:00 - 27.03.2018 01:00","148","0"
"27.03.2018 01:00 - 27.03.2018 02:00","150","0"
"27.03.2018 02:00 - 27.03.2018 03:00","150","0"
"27.03.2018 03:00 - 27.03.2018 04:00","150","0"
"27.03.2018 04:00 - 27.03.2018 05:00","150","0"
"27.03.2018 05:00 - 27.03.2018 06:00","150","0"
"27.03.2018 06:00 - 27.03.2018 07:00","150","0"
"27.03.2018 07:00 - 27.03.2018 08:00","150","0"
"27.03.2018 08:00 - 27.03.2018 09:00","144","0"
"27.03.2018 09:00 - 27.03.2018 10:00","140","0"
"27.03.2018 10:00 - 27.03.2018 11:00","150","0"
"27.03.2018 11:00 - 27.03.2018 12:00","130","0"
"27.03.2018 12:00 - 27.03.2018 13:00","101","0"
"27.03.2018 13:00 - 27.03.2018 14:00","8","8"
"27.03.2018 14:00 - 27.03.2018 15:00","16","8"
"27.03.2018 15:00 - 27.03.2018 16:00","15","21"
"27.03.2018 16:00 - 27.03.2018 17:00","0","82"
"27.03.2018 17:00 - 27.03.2018 18:00","0","171"
"27.03.2018 18:00 - 27.03.2018 19:00","0","357"
"27.03.2018 19:00 - 27.03.2018 20:00","0","398"
"27.03.2018 20:00 - 27.03.2018 21:00","0","311"
"27.03.2018 21:00 - 27.03.2018 22:00","0","409"
"27.03.2018 22:00 - 27.03.2018 23:00","0","409"
"27.03.2018 23:00 - 28.03.2018 00:00","0","270"
"28.03.2018 00:00 - 28.03.2018 01:00","45","29"
"28.03.2018 01:00 - 28.03.2018 02:00","150","0"
"28.03.2018 02:00 - 28.03.2018 03:00","150","0"
"28.03.2018 03:00 - 28.03.2018 04:00","150","0"
"28.03.2018 04:00 - 28.03.2018 05:00","150","0"
"28.03.2018 05:00 - 28.03.2018 06:00","150","0"
"28.03.2018 06:00 - 28.03.2018 07:00","142","0"
"28.03.2018 07:00 - 28.03.2018 08:00","248","0"
"28.03.2018 08:00 - 28.03.2018 09:00","159","0"
"28.03.2018 09:00 - 28.03.2018 10:00","0","158"
"28.03.2018 10:00 - 28.03.2018 11:00","0","290"
"28.03.2018 11:00 - 28.03.2018 12:00","0","296"
"28.03.2018 12:00 - 28.03.2018 13:00","0","318"
"28.03.2018 13:00 - 28.03.2018 14:00","0","375"
"28.03.2018 14:00 - 28.03.2018 15:00","0","382"
"28.03.2018 15:00 - 28.03.2018 16:00","0","404"
"28.03.2018 16:00 - 28.03.2018 17:00","0","450"
"28.03.2018 17:00 - 28.03.2018 18:00","0","431"
"28.03.2018 18:00 - 28.03.2018 19:00","0","453"
"28.03.2018 19:00 - 28.03.2018 20:00","0","455"
"28.03.2018 20:00 - 28.03.2018 21:00","0","455"
"28.03.2018 21:00 - 28.03.2018 22:00","0","455"
"28.03.2018 22:00 - 28.03.2018 23:00","0","455"
"28.03.2018 23:00 - 29.03.2018 00:00","0","420"
"29.03.2018 00:00 - 29.03.2018 01:00","0","158"
"29.03.2018 01:00 - 29.03.2018 02:00","161","0"
"29.03.2018 02:00 - 29.03.2018 03:00","271","0"
"29.03.2018 03:00 - 29.03.2018 04:00","271","112"
"29.03.2018 04:00 - 29.03.2018 05:00","271","406"
"29.03.2018 05:00 - 29.03.2018 06:00","271","500"
"29.03.2018 06:00 - 29.03.2018 07:00","265","500"
"29.03.2018 07:00 - 29.03.2018 08:00","166","500"
"29.03.2018 08:00 - 29.03.2018 09:00","0","608"
"29.03.2018 09:00 - 29.03.2018 10:00","0","768"
"29.03.2018 10:00 - 29.03.2018 11:00","0","898"
"29.03.2018 11:00 - 29.03.2018 12:00","0","890"
"29.03.2018 12:00 - 29.03.2018 13:00","0","652"
"29.03.2018 13:00 - 29.03.2018 14:00","0","440"
"29.03.2018 14:00 - 29.03.2018 15:00","0","429"
"29.03.2018 15:00 - 29.03.2018 16:00","0","428"
"29.03.2018 16:00 - 29.03.2018 17:00","0","430"
"29.03.2018 17:00 - 29.03.2018 18:00","0","454"
"29.03.2018 18:00 - 29.03.2018 19:00","0","454"
"29.03.2018 19:00 - 29.03.2018 20:00","0","454"
"29.03.2018 20:00 - 29.03.2018 21:00","0","454"
"29.03.2018 21:00 - 29.03.2018 22:00","0","454"
"29.03.2018 22:00 - 29.03.2018 23:00","0","454"
"29.03.2018 23:00 - 30.03.2018 00:00","0","422"
"30.03.2018 00:00 - 30.03.2018 01:00","112","162"
"30.03.2018 01:00 - 30.03.2018 02:00","461","0"
"30.03.2018 02:00 - 30.03.2018 03:00","619","0"
"30.03.2018 03:00 - 30.03.2018 04:00","617","0"
"30.03.2018 04:00 - 30.03.2018 05:00","727","0"
"30.03.2018 05:00 - 30.03.2018 06:00","727","0"
"30.03.2018 06:00 - 30.03.2018 07:00","690","0"
"30.03.2018 07:00 - 30.03.2018 08:00","395","76"
"30.03.2018 08:00 - 30.03.2018 09:00","215","210"
"30.03.2018 09:00 - 30.03.2018 10:00","0","283"
"30.03.2018 10:00 - 30.03.2018 11:00","0","446"
"30.03.2018 11:00 - 30.03.2018 12:00","0","454"
"30.03.2018 12:00 - 30.03.2018 13:00","0","454"
"30.03.2018 13:00 - 30.03.2018 14:00","0","454"
"30.03.2018 14:00 - 30.03.2018 15:00","0","446"
"30.03.2018 15:00 - 30.03.2018 16:00","0","434"
"30.03.2018 16:00 - 30.03.2018 17:00","0","423"
"30.03.2018 17:00 - 30.03.2018 18:00","0","378"
"30.03.2018 18:00 - 30.03.2018 19:00","0","479"
"30.03.2018 19:00 - 30.03.2018 20:00","0","346"
"30.03.2018 20:00 - 30.03.2018 21:00","49","207"
"30.03.2018 21:00 - 30.03.2018 22:00","85","207"
"30.03.2018 22:00 - 30.03.2018 23:00","56","207"
"30.03.2018 23:00 - 31.03.2018 00:00","39","177"
"31.03.2018 00:00 - 31.03.2018 01:00","290","12"
"31.03.2018 01:00 - 31.03.2018 02:00","306","0"
"31.03.2018 02:00 - 31.03.2018 03:00","384","0"
"31.03.2018 03:00 - 31.03.2018 04:00","384","0"
"31.03.2018 04:00 - 31.03.2018 05:00","384","0"
"31.03.2018 05:00 - 31.03.2018 06:00","383","0"
"31.03.2018 06:00 - 31.03.2018 07:00","383","0"
"31.03.2018 07:00 - 31.03.2018 08:00","383","0"
"31.03.2018 08:00 - 31.03.2018 09:00","297","0"
"31.03.2018 09:00 - 31.03.2018 10:00","54","21"
"31.03.2018 10:00 - 31.03.2018 11:00","0","222"
"31.03.2018 11:00 - 31.03.2018 12:00","0","372"
"31.03.2018 12:00 - 31.03.2018 13:00","0","393"
"31.03.2018 13:00 - 31.03.2018 14:00","0","410"
"31.03.2018 14:00 - 31.03.2018 15:00","0","412"
"31.03.2018 15:00 - 31.03.2018 16:00","0","395"
"31.03.2018 16:00 - 31.03.2018 17:00","0","443"
"31.03.2018 17:00 - 31.03.2018 18:00","0","471"
"31.03.2018 18:00 - 31.03.2018 19:00","0","478"
"31.03.2018 19:00 - 31.03.2018 20:00","0","396"
"31.03.2018 20:00 - 31.03.2018 21:00","45","198"
"31.03.2018 21:00 - 31.03.2018 22:00","0","276"
"31.03.2018 22:00 - 31.03.2018 23:00","0","454"
"31.03.2018 23:00 - 01.04.2018 00:00","0","382"
"01.04.2018 00:00 - 01.04.2018 01:00","48","103"
"01.04.2018 01:00 - 01.04.2018 02:00","176","0"
"01.04.2018 02:00 - 01.04.2018 03:00","232","0"
"01.04.2018 03:00 - 01.04.2018 04:00","378","0"
"01.04.2018 04:00 - 01.04.2018 05:00","384","0"
"01.04.2018 05:00 - 01.04.2018 06:00","385","0"
"01.04.2018 06:00 - 01.04.2018 07:00","384","0"
"01.04.2018 07:00 - 01.04.2018 08:00","300","8"
"01.04.2018 08:00 - 01.04.2018 09:00","287","17"
"01.04.2018 09:00 - 01.04.2018 10:00","285","17"
"01.04.2018 10:00 - 01.04.2018 11:00","193","27"
"01.04.2018 11:00 - 01.04.2018 12:00","69","75"
"01.04.2018 12:00 - 01.04.2018 13:00","31","117"
"01.04.2018 13:00 - 01.04.2018 14:00","107","115"
"01.04.2018 14:00 - 01.04.2018 15:00","17","93"
"01.04.2018 15:00 - 01.04.2018 16:00","23","37"
"01.04.2018 16:00 - 01.04.2018 17:00","236","0"
"01.04.2018 17:00 - 01.04.2018 18:00","369","0"
"01.04.2018 18:00 - 01.04.2018 19:00","380","0"
"01.04.2018 19:00 - 01.04.2018 20:00","384","0"
"01.04.2018 20:00 - 01.04.2018 21:00","384","0"
"01.04.2018 21:00 - 01.04.2018 22:00","384","0"
"01.04.2018 22:00 - 01.04.2018 23:00","384","0"
"01.04.2018 23:00 - 02.04.2018 00:00","384","0"
"02.04.2018 00:00 - 02.04.2018 01:00","384","0"
"02.04.2018 01:00 - 02.04.2018 02:00","384","0"
"02.04.2018 02:00 - 02.04.2018 03:00","384","0"
"02.04.2018 03:00 - 02.04.2018 04:00","384","0"
"02.04.2018 04:00 - 02.04.2018 05:00","384","0"
"02.04.2018 05:00 - 02.04.2018 06:00","384","0"
"02.04.2018 06:00 - 02.04.2018 07:00","383","0"
"02.04.2018 07:00 - 02.04.2018 08:00","368","0"
"02.04.2018 08:00 - 02.04.2018 09:00","357","0"
"02.04.2018 09:00 - 02.04.2018 10:00","368","0"
"02.04.2018 10:00 - 02.04.2018 11:00","334","0"
"02.04.2018 11:00 - 02.04.2018 12:00","221","37"
"02.04.2018 12:00 - 02.04.2018 13:00","142","62"
"02.04.2018 13:00 - 02.04.2018 14:00","0","80"
"02.04.2018 14:00 - 02.04.2018 15:00","0","165"
"02.04.2018 15:00 - 02.04.2018 16:00","0","121"
"02.04.2018 16:00 - 02.04.2018 17:00","0","220"
"02.04.2018 17:00 - 02.04.2018 18:00","0","388"
"02.04.2018 18:00 - 02.04.2018 19:00","0","449"
"02.04.2018 19:00 - 02.04.2018 20:00","0","409"
"02.04.2018 20:00 - 02.04.2018 21:00","0","324"
"02.04.2018 21:00 - 02.04.2018 22:00","0","358"
"02.04.2018 22:00 - 02.04.2018 23:00","0","491"
"02.04.2018 23:00 - 03.04.2018 00:00","0","275"
"03.04.2018 00:00 - 03.04.2018 01:00","148","153"
"03.04.2018 01:00 - 03.04.2018 02:00","268","98"
"03.04.2018 02:00 - 03.04.2018 03:00","285","71"
"03.04.2018 03:00 - 03.04.2018 04:00","287","70"
"03.04.2018 04:00 - 03.04.2018 05:00","287","70"
"03.04.2018 05:00 - 03.04.2018 06:00","287","70"
"03.04.2018 06:00 - 03.04.2018 07:00","287","70"
"03.04.2018 07:00 - 03.04.2018 08:00","216","25"
"03.04.2018 08:00 - 03.04.2018 09:00","3","180"
"03.04.2018 09:00 - 03.04.2018 10:00","0","432"
"03.04.2018 10:00 - 03.04.2018 11:00","0","461"
"03.04.2018 11:00 - 03.04.2018 12:00","0","461"
"03.04.2018 12:00 - 03.04.2018 13:00","0","461"
"03.04.2018 13:00 - 03.04.2018 14:00","0","461"
"03.04.2018 14:00 - 03.04.2018 15:00","0","461"
"03.04.2018 15:00 - 03.04.2018 16:00","0","432"
"03.04.2018 16:00 - 03.04.2018 17:00","0","405"
"03.04.2018 17:00 - 03.04.2018 18:00","0","475"
"03.04.2018 18:00 - 03.04.2018 19:00","0","475"
"03.04.2018 19:00 - 03.04.2018 20:00","0","406"
"03.04.2018 20:00 - 03.04.2018 21:00","0","419"
"03.04.2018 21:00 - 03.04.2018 22:00","0","475"
"03.04.2018 22:00 - 03.04.2018 23:00","0","475"
"03.04.2018 23:00 - 04.04.2018 00:00","0","299"
"04.04.2018 00:00 - 04.04.2018 01:00","136","133"
"04.04.2018 01:00 - 04.04.2018 02:00","235","97"
"04.04.2018 02:00 - 04.04.2018 03:00","287","8"
"04.04.2018 03:00 - 04.04.2018 04:00","346","0"
"04.04.2018 04:00 - 04.04.2018 05:00","364","0"
"04.04.2018 05:00 - 04.04.2018 06:00","368","0"
"04.04.2018 06:00 - 04.04.2018 07:00","368","0"
"04.04.2018 07:00 - 04.04.2018 08:00","387","0"
"04.04.2018 08:00 - 04.04.2018 09:00","378","0"
"04.04.2018 09:00 - 04.04.2018 10:00","169","15"
"04.04.2018 10:00 - 04.04.2018 11:00","113","41"
"04.04.2018 11:00 - 04.04.2018 12:00","123","27"
"04.04.2018 12:00 - 04.04.2018 13:00","148","105"
"04.04.2018 13:00 - 04.04.2018 14:00","195","75"
"04.04.2018 14:00 - 04.04.2018 15:00","132","37"
"04.04.2018 15:00 - 04.04.2018 16:00","64","16"
"04.04.2018 16:00 - 04.04.2018 17:00","28","5"
"04.04.2018 17:00 - 04.04.2018 18:00","61","50"
"04.04.2018 18:00 - 04.04.2018 19:00","100","167"
"04.04.2018 19:00 - 04.04.2018 20:00","178","211"
"04.04.2018 20:00 - 04.04.2018 21:00","34","221"
"04.04.2018 21:00 - 04.04.2018 22:00","0","446"
"04.04.2018 22:00 - 04.04.2018 23:00","0","525"
"04.04.2018 23:00 - 05.04.2018 00:00","0","470"
"05.04.2018 00:00 - 05.04.2018 01:00","38","239"
"05.04.2018 01:00 - 05.04.2018 02:00","43","172"
"05.04.2018 02:00 - 05.04.2018 03:00","135","104"
"05.04.2018 03:00 - 05.04.2018 04:00","223","104"
"05.04.2018 04:00 - 05.04.2018 05:00","14","128"
"05.04.2018 05:00 - 05.04.2018 06:00","172","104"
"05.04.2018 06:00 - 05.04.2018 07:00","148","91"
"05.04.2018 07:00 - 05.04.2018 08:00","33","112"
"05.04.2018 08:00 - 05.04.2018 09:00","0","370"
"05.04.2018 09:00 - 05.04.2018 10:00","0","472"
"05.04.2018 10:00 - 05.04.2018 11:00","0","521"
"05.04.2018 11:00 - 05.04.2018 12:00","0","520"
"05.04.2018 12:00 - 05.04.2018 13:00","0","505"
"05.04.2018 13:00 - 05.04.2018 14:00","0","500"
"05.04.2018 14:00 - 05.04.2018 15:00","0","505"
"05.04.2018 15:00 - 05.04.2018 16:00","0","505"
"05.04.2018 16:00 - 05.04.2018 17:00","0","485"
"05.04.2018 17:00 - 05.04.2018 18:00","0","291"
"05.04.2018 18:00 - 05.04.2018 19:00","28","165"
"05.04.2018 19:00 - 05.04.2018 20:00","79","62"
"05.04.2018 20:00 - 05.04.2018 21:00","319","0"
"05.04.2018 21:00 - 05.04.2018 22:00","384","0"
"05.04.2018 22:00 - 05.04.2018 23:00","384","0"
"05.04.2018 23:00 - 06.04.2018 00:00","384","0"
"06.04.2018 00:00 - 06.04.2018 01:00","384","0"
"06.04.2018 01:00 - 06.04.2018 02:00","384","0"
"06.04.2018 02:00 - 06.04.2018 03:00","384","0"
"06.04.2018 03:00 - 06.04.2018 04:00","384","0"
"06.04.2018 04:00 - 06.04.2018 05:00","383","0"
"06.04.2018 05:00 - 06.04.2018 06:00","383","0"
"06.04.2018 06:00 - 06.04.2018 07:00","383","0"
"06.04.2018 07:00 - 06.04.2018 08:00","383","0"
"06.04.2018 08:00 - 06.04.2018 09:00","383","0"
"06.04.2018 09:00 - 06.04.2018 10:00","383","0"
"06.04.2018 10:00 - 06.04.2018 11:00","294","14"
"06.04.2018 11:00 - 06.04.2018 12:00","99","47"
"06.04.2018 12:00 - 06.04.2018 13:00","29","150"
"06.04.2018 13:00 - 06.04.2018 14:00","0","324"
"06.04.2018 14:00 - 06.04.2018 15:00","0","452"
"06.04.2018 15:00 - 06.04.2018 16:00","0","440"
"06.04.2018 16:00 - 06.04.2018 17:00","0","366"
"06.04.2018 17:00 - 06.04.2018 18:00","12","218"
"06.04.2018 18:00 - 06.04.2018 19:00","0","298"
"06.04.2018 19:00 - 06.04.2018 20:00","0","119"
"06.04.2018 20:00 - 06.04.2018 21:00","34","63"
"06.04.2018 21:00 - 06.04.2018 22:00","17","167"
"06.04.2018 22:00 - 06.04.2018 23:00","36","161"
"06.04.2018 23:00 - 07.04.2018 00:00","98","47"
"07.04.2018 00:00 - 07.04.2018 01:00","136","40"
"07.04.2018 01:00 - 07.04.2018 02:00","354","0"
"07.04.2018 02:00 - 07.04.2018 03:00","388","0"
"07.04.2018 03:00 - 07.04.2018 04:00","388","0"
"07.04.2018 04:00 - 07.04.2018 05:00","387","0"
"07.04.2018 05:00 - 07.04.2018 06:00","360","0"
"07.04.2018 06:00 - 07.04.2018 07:00","310","0"
"07.04.2018 07:00 - 07.04.2018 08:00","248","8"
"07.04.2018 08:00 - 07.04.2018 09:00","31","70"
"07.04.2018 09:00 - 07.04.2018 10:00","0","403"
"07.04.2018 10:00 - 07.04.2018 11:00","0","489"
"07.04.2018 11:00 - 07.04.2018 12:00","0","488"
"07.04.2018 12:00 - 07.04.2018 13:00","0","495"
"07.04.2018 13:00 - 07.04.2018 14:00","0","495"
"07.04.2018 14:00 - 07.04.2018 15:00","0","495"
"07.04.2018 15:00 - 07.04.2018 16:00","0","495"
"07.04.2018 16:00 - 07.04.2018 17:00","0","495"
"07.04.2018 17:00 - 07.04.2018 18:00","0","496"
"07.04.2018 18:00 - 07.04.2018 19:00","0","510"
"07.04.2018 19:00 - 07.04.2018 20:00","0","510"
"07.04.2018 20:00 - 07.04.2018 21:00","0","385"
"07.04.2018 21:00 - 07.04.2018 22:00","0","314"
"07.04.2018 22:00 - 07.04.2018 23:00","0","448"
"07.04.2018 23:00 - 08.04.2018 00:00","0","387"
"08.04.2018 00:00 - 08.04.2018 01:00","0","165"
"08.04.2018 01:00 - 08.04.2018 02:00","0","169"
"08.04.2018 02:00 - 08.04.2018 03:00","54","8"
"08.04.2018 03:00 - 08.04.2018 04:00","194","0"
"08.04.2018 04:00 - 08.04.2018 05:00","326","0"
"08.04.2018 05:00 - 08.04.2018 06:00","388","0"
"08.04.2018 06:00 - 08.04.2018 07:00","388","0"
"08.04.2018 07:00 - 08.04.2018 08:00","340","0"
"08.04.2018 08:00 - 08.04.2018 09:00","197","84"
"08.04.2018 09:00 - 08.04.2018 10:00","171","132"
"08.04.2018 10:00 - 08.04.2018 11:00","0","252"
"08.04.2018 11:00 - 08.04.2018 12:00","0","371"
"08.04.2018 12:00 - 08.04.2018 13:00","0","457"
"08.04.2018 13:00 - 08.04.2018 14:00","0","467"
"08.04.2018 14:00 - 08.04.2018 15:00","0","493"
"08.04.2018 15:00 - 08.04.2018 16:00","0","437"
"08.04.2018 16:00 - 08.04.2018 17:00","0","397"
"08.04.2018 17:00 - 08.04.2018 18:00","0","366"
"08.04.2018 18:00 - 08.04.2018 19:00","0","382"
"08.04.2018 19:00 - 08.04.2018 20:00","0","333"
"08.04.2018 20:00 - 08.04.2018 21:00","0","264"
"08.04.2018 21:00 - 08.04.2018 22:00","0","507"
"08.04.2018 22:00 - 08.04.2018 23:00","0","499"
"08.04.2018 23:00 - 09.04.2018 00:00","0","459"
"09.04.2018 00:00 - 09.04.2018 01:00","0","209"
"09.04.2018 01:00 - 09.04.2018 02:00","0","222"
"09.04.2018 02:00 - 09.04.2018 03:00","39","18"
"09.04.2018 03:00 - 09.04.2018 04:00","155","0"
"09.04.2018 04:00 - 09.04.2018 05:00","133","0"
"09.04.2018 05:00 - 09.04.2018 06:00","228","0"
"09.04.2018 06:00 - 09.04.2018 07:00","274","0"
"09.04.2018 07:00 - 09.04.2018 08:00","80","23"
"09.04.2018 08:00 - 09.04.2018 09:00","0","236"
"09.04.2018 09:00 - 09.04.2018 10:00","0","595"
"09.04.2018 10:00 - 09.04.2018 11:00","0","816"
"09.04.2018 11:00 - 09.04.2018 12:00","0","831"
"09.04.2018 12:00 - 09.04.2018 13:00","0","827"
"09.04.2018 13:00 - 09.04.2018 14:00","0","874"
"09.04.2018 14:00 - 09.04.2018 15:00","0","867"
"09.04.2018 15:00 - 09.04.2018 16:00","0","791"
"09.04.2018 16:00 - 09.04.2018 17:00","0","696"
"09.04.2018 17:00 - 09.04.2018 18:00","0","620"
"09.04.2018 18:00 - 09.04.2018 19:00","0","674"
"09.04.2018 19:00 - 09.04.2018 20:00","0","604"
"09.04.2018 20:00 - 09.04.2018 21:00","28","417"
"09.04.2018 21:00 - 09.04.2018 22:00","5","440"
"09.04.2018 22:00 - 09.04.2018 23:00","0","474"
"09.04.2018 23:00 - 10.04.2018 00:00","0","254"
"10.04.2018 00:00 - 10.04.2018 01:00","196","30"
"10.04.2018 01:00 - 10.04.2018 02:00","309","23"
"10.04.2018 02:00 - 10.04.2018 03:00","367","0"
"10.04.2018 03:00 - 10.04.2018 04:00","518","0"
"10.04.2018 04:00 - 10.04.2018 05:00","563","0"
"10.04.2018 05:00 - 10.04.2018 06:00","733","0"
"10.04.2018 06:00 - 10.04.2018 07:00","727","0"
"10.04.2018 07:00 - 10.04.2018 08:00","632","0"
"10.04.2018 08:00 - 10.04.2018 09:00","311","0"
"10.04.2018 09:00 - 10.04.2018 10:00","119","31"
"10.04.2018 10:00 - 10.04.2018 11:00","1","86"
"10.04.2018 11:00 - 10.04.2018 12:00","38","85"
"10.04.2018 12:00 - 10.04.2018 13:00","97","70"
"10.04.2018 13:00 - 10.04.2018 14:00","46","64"
"10.04.2018 14:00 - 10.04.2018 15:00","72","119"
"10.04.2018 15:00 - 10.04.2018 16:00","83","129"
"10.04.2018 16:00 - 10.04.2018 17:00","16","232"
"10.04.2018 17:00 - 10.04.2018 18:00","11","167"
"10.04.2018 18:00 - 10.04.2018 19:00","33","71"
"10.04.2018 19:00 - 10.04.2018 20:00","87","239"
"10.04.2018 20:00 - 10.04.2018 21:00","362","284"
"10.04.2018 21:00 - 10.04.2018 22:00","387","284"
"10.04.2018 22:00 - 10.04.2018 23:00","273","325"
"10.04.2018 23:00 - 11.04.2018 00:00","193","155"
"11.04.2018 00:00 - 11.04.2018 01:00","480","0"
"11.04.2018 01:00 - 11.04.2018 02:00","651","0"
"11.04.2018 02:00 - 11.04.2018 03:00","657","0"
"11.04.2018 03:00 - 11.04.2018 04:00","663","0"
"11.04.2018 04:00 - 11.04.2018 05:00","524","0"
"11.04.2018 05:00 - 11.04.2018 06:00","464","0"
"11.04.2018 06:00 - 11.04.2018 07:00","484","0"
"11.04.2018 07:00 - 11.04.2018 08:00","443","0"
"11.04.2018 08:00 - 11.04.2018 09:00","73","33"
"11.04.2018 09:00 - 11.04.2018 10:00","0","279"
"11.04.2018 10:00 - 11.04.2018 11:00","0","655"
"11.04.2018 11:00 - 11.04.2018 12:00","0","774"
"11.04.2018 12:00 - 11.04.2018 13:00","0","767"
"11.04.2018 13:00 - 11.04.2018 14:00","0","848"
"11.04.2018 14:00 - 11.04.2018 15:00","0","853"
"11.04.2018 15:00 - 11.04.2018 16:00","0","853"
"11.04.2018 16:00 - 11.04.2018 17:00","0","890"
"11.04.2018 17:00 - 11.04.2018 18:00","0","846"
"11.04.2018 18:00 - 11.04.2018 19:00","0","811"
"11.04.2018 19:00 - 11.04.2018 20:00","0","800"
"11.04.2018 20:00 - 11.04.2018 21:00","0","668"
"11.04.2018 21:00 - 11.04.2018 22:00","0","589"
"11.04.2018 22:00 - 11.04.2018 23:00","0","733"
"11.04.2018 23:00 - 12.04.2018 00:00","0","502"
"12.04.2018 00:00 - 12.04.2018 01:00","57","39"
"12.04.2018 01:00 - 12.04.2018 02:00","284","33"
"12.04.2018 02:00 - 12.04.2018 03:00","627","0"
"12.04.2018 03:00 - 12.04.2018 04:00","683","0"
"12.04.2018 04:00 - 12.04.2018 05:00","688","0"
"12.04.2018 05:00 - 12.04.2018 06:00","692","0"
"12.04.2018 06:00 - 12.04.2018 07:00","651","0"
"12.04.2018 07:00 - 12.04.2018 08:00","625","0"
"12.04.2018 08:00 - 12.04.2018 09:00","404","0"
"12.04.2018 09:00 - 12.04.2018 10:00","56","69"
"12.04.2018 10:00 - 12.04.2018 11:00","9","182"
"12.04.2018 11:00 - 12.04.2018 12:00","3","229"
"12.04.2018 12:00 - 12.04.2018 13:00","15","206"
"12.04.2018 13:00 - 12.04.2018 14:00","103","183"
"12.04.2018 14:00 - 12.04.2018 15:00","18","213"
"12.04.2018 15:00 - 12.04.2018 16:00","0","355"
"12.04.2018 16:00 - 12.04.2018 17:00","0","774"
"12.04.2018 17:00 - 12.04.2018 18:00","0","733"
"12.04.2018 18:00 - 12.04.2018 19:00","0","761"
"12.04.2018 19:00 - 12.04.2018 20:00","0","723"
"12.04.2018 20:00 - 12.04.2018 21:00","0","595"
"12.04.2018 21:00 - 12.04.2018 22:00","0","567"
"12.04.2018 22:00 - 12.04.2018 23:00","0","574"
"12.04.2018 23:00 - 13.04.2018 00:00","29","407"
"13.04.2018 00:00 - 13.04.2018 01:00","273","130"
"13.04.2018 01:00 - 13.04.2018 02:00","430","47"
"13.04.2018 02:00 - 13.04.2018 03:00","538","0"
"13.04.2018 03:00 - 13.04.2018 04:00","602","0"
"13.04.2018 04:00 - 13.04.2018 05:00","572","0"
"13.04.2018 05:00 - 13.04.2018 06:00","528","0"
"13.04.2018 06:00 - 13.04.2018 07:00","533","8"
"13.04.2018 07:00 - 13.04.2018 08:00","514","0"
"13.04.2018 08:00 - 13.04.2018 09:00","223","140"
"13.04.2018 09:00 - 13.04.2018 10:00","0","330"
"13.04.2018 10:00 - 13.04.2018 11:00","0","769"
"13.04.2018 11:00 - 13.04.2018 12:00","0","885"
"13.04.2018 12:00 - 13.04.2018 13:00","0","884"
"13.04.2018 13:00 - 13.04.2018 14:00","0","867"
"13.04.2018 14:00 - 13.04.2018 15:00","0","870"
"13.04.2018 15:00 - 13.04.2018 16:00","0","792"
"13.04.2018 16:00 - 13.04.2018 17:00","0","679"
