"Time (CET/CEST)","BZN|FR > BZN|GB(IFA2) [MW]","BZN|GB(IFA2) > BZN|FR [MW]"
"04.03.2022 13:00 - 04.03.2022 14:00","1025","0"
"04.03.2022 14:00 - 04.03.2022 15:00","1025","0"
"04.03.2022 15:00 - 04.03.2022 16:00","998","0"
"04.03.2022 16:00 - 04.03.2022 17:00","586","0"
"04.03.2022 17:00 - 04.03.2022 18:00","967","0"
"04.03.2022 18:00 - 04.03.2022 19:00","1024","0"
"04.03.2022 19:00 - 04.03.2022 20:00","1025","0"
"04.03.2022 20:00 - 04.03.2022 21:00","1025","0"
"04.03.2022 21:00 - 04.03.2022 22:00","1025","0"
"04.03.2022 22:00 - 04.03.2022 23:00","1025","0"
"04.03.2022 23:00 - 05.03.2022 00:00","1025","0"
"05.03.2022 00:00 - 05.03.2022 01:00","1025","0"
"05.03.2022 01:00 - 05.03.2022 02:00","1025","0"
"05.03.2022 02:00 - 05.03.2022 03:00","1026","0"
"05.03.2022 03:00 - 05.03.2022 04:00","1025","0"
"05.03.2022 04:00 - 05.03.2022 05:00","972","0"
"05.03.2022 05:00 - 05.03.2022 06:00","725","0"
"05.03.2022 06:00 - 05.03.2022 07:00","401","0"
"05.03.2022 07:00 - 05.03.2022 08:00","526","0"
"05.03.2022 08:00 - 05.03.2022 09:00","301","0"
"05.03.2022 09:00 - 05.03.2022 10:00","888","0"
"05.03.2022 10:00 - 05.03.2022 11:00","1022","0"
"05.03.2022 11:00 - 05.03.2022 12:00","1025","0"
"05.03.2022 12:00 - 05.03.2022 13:00","1025","0"
"05.03.2022 13:00 - 05.03.2022 14:00","1026","0"
"05.03.2022 14:00 - 05.03.2022 15:00","1026","0"
"05.03.2022 15:00 - 05.03.2022 16:00","1023","0"
"05.03.2022 16:00 - 05.03.2022 17:00","841","0"
"05.03.2022 17:00 - 05.03.2022 18:00","879","0"
"05.03.2022 18:00 - 05.03.2022 19:00","1021","0"
"05.03.2022 19:00 - 05.03.2022 20:00","1025","0"
"05.03.2022 20:00 - 05.03.2022 21:00","1023","0"
"05.03.2022 21:00 - 05.03.2022 22:00","932","0"
"05.03.2022 22:00 - 05.03.2022 23:00","548","0"
"05.03.2022 23:00 - 06.03.2022 00:00","394","0"
"06.03.2022 00:00 - 06.03.2022 01:00","980","0"
"06.03.2022 01:00 - 06.03.2022 02:00","792","0"
"06.03.2022 02:00 - 06.03.2022 03:00","1019","0"
"06.03.2022 03:00 - 06.03.2022 04:00","1024","0"
"06.03.2022 04:00 - 06.03.2022 05:00","1023","0"
"06.03.2022 05:00 - 06.03.2022 06:00","948","0"
"06.03.2022 06:00 - 06.03.2022 07:00","837","0"
"06.03.2022 07:00 - 06.03.2022 08:00","690","0"
"06.03.2022 08:00 - 06.03.2022 09:00","497","0"
"06.03.2022 09:00 - 06.03.2022 10:00","547","0"
"06.03.2022 10:00 - 06.03.2022 11:00","1013","0"
"06.03.2022 11:00 - 06.03.2022 12:00","995","0"
"06.03.2022 12:00 - 06.03.2022 13:00","1024","0"
"06.03.2022 13:00 - 06.03.2022 14:00","1001","0"
"06.03.2022 14:00 - 06.03.2022 15:00","1025","0"
"06.03.2022 15:00 - 06.03.2022 16:00","1025","0"
"06.03.2022 16:00 - 06.03.2022 17:00","1026","0"
"06.03.2022 17:00 - 06.03.2022 18:00","1017","0"
"06.03.2022 18:00 - 06.03.2022 19:00","1025","0"
"06.03.2022 19:00 - 06.03.2022 20:00","1025","0"
"06.03.2022 20:00 - 06.03.2022 21:00","1024","0"
"06.03.2022 21:00 - 06.03.2022 22:00","1012","0"
"06.03.2022 22:00 - 06.03.2022 23:00","1019","0"
"06.03.2022 23:00 - 07.03.2022 00:00","696","0"
"07.03.2022 00:00 - 07.03.2022 01:00","313","0"
"07.03.2022 01:00 - 07.03.2022 02:00","707","0"
"07.03.2022 02:00 - 07.03.2022 03:00","693","0"
"07.03.2022 03:00 - 07.03.2022 04:00","636","0"
"07.03.2022 04:00 - 07.03.2022 05:00","246","0"
"07.03.2022 05:00 - 07.03.2022 06:00","0","6"
"07.03.2022 06:00 - 07.03.2022 07:00","37","0"
"07.03.2022 07:00 - 07.03.2022 08:00","0","334"
"07.03.2022 08:00 - 07.03.2022 09:00","538","0"
"07.03.2022 09:00 - 07.03.2022 10:00","964","0"
"07.03.2022 10:00 - 07.03.2022 11:00","1024","0"
"07.03.2022 11:00 - 07.03.2022 12:00","1026","0"
"07.03.2022 12:00 - 07.03.2022 13:00","1026","0"
"07.03.2022 13:00 - 07.03.2022 14:00","1026","0"
"07.03.2022 14:00 - 07.03.2022 15:00","1024","0"
"07.03.2022 15:00 - 07.03.2022 16:00","919","0"
"07.03.2022 16:00 - 07.03.2022 17:00","572","0"
"07.03.2022 17:00 - 07.03.2022 18:00","367","0"
"07.03.2022 18:00 - 07.03.2022 19:00","0","7"
"07.03.2022 19:00 - 07.03.2022 20:00","577","0"
"07.03.2022 20:00 - 07.03.2022 21:00","986","0"
"07.03.2022 21:00 - 07.03.2022 22:00","189","0"
"07.03.2022 22:00 - 07.03.2022 23:00","0","328"
"07.03.2022 23:00 - 08.03.2022 00:00","0","934"
"08.03.2022 00:00 - 08.03.2022 01:00","0","930"
"08.03.2022 01:00 - 08.03.2022 02:00","0","884"
"08.03.2022 02:00 - 08.03.2022 03:00","0","777"
"08.03.2022 03:00 - 08.03.2022 04:00","0","816"
"08.03.2022 04:00 - 08.03.2022 05:00","0","937"
"08.03.2022 05:00 - 08.03.2022 06:00","0","997"
"08.03.2022 06:00 - 08.03.2022 07:00","0","991"
"08.03.2022 07:00 - 08.03.2022 08:00","0","625"
"08.03.2022 08:00 - 08.03.2022 09:00","0","624"
"08.03.2022 09:00 - 08.03.2022 10:00","0","682"
"08.03.2022 10:00 - 08.03.2022 11:00","0","888"
"08.03.2022 11:00 - 08.03.2022 12:00","0","995"
"08.03.2022 12:00 - 08.03.2022 13:00","0","997"
"08.03.2022 13:00 - 08.03.2022 14:00","0","997"
"08.03.2022 14:00 - 08.03.2022 15:00","0","995"
"08.03.2022 15:00 - 08.03.2022 16:00","0","903"
"08.03.2022 16:00 - 08.03.2022 17:00","0","987"
"08.03.2022 17:00 - 08.03.2022 18:00","0","572"
"08.03.2022 18:00 - 08.03.2022 19:00","0","158"
"08.03.2022 19:00 - 08.03.2022 20:00","127","0"
"08.03.2022 20:00 - 08.03.2022 21:00","0","93"
"08.03.2022 21:00 - 08.03.2022 22:00","0","572"
"08.03.2022 22:00 - 08.03.2022 23:00","0","664"
"08.03.2022 23:00 - 09.03.2022 00:00","0","985"
"09.03.2022 00:00 - 09.03.2022 01:00","0","730"
"09.03.2022 01:00 - 09.03.2022 02:00","0","736"
"09.03.2022 02:00 - 09.03.2022 03:00","0","628"
"09.03.2022 03:00 - 09.03.2022 04:00","0","482"
"09.03.2022 04:00 - 09.03.2022 05:00","0","749"
"09.03.2022 05:00 - 09.03.2022 06:00","0","920"
"09.03.2022 06:00 - 09.03.2022 07:00","0","781"
"09.03.2022 07:00 - 09.03.2022 08:00","0","567"
"09.03.2022 08:00 - 09.03.2022 09:00","0","225"
"09.03.2022 09:00 - 09.03.2022 10:00","474","0"
"09.03.2022 10:00 - 09.03.2022 11:00","653","0"
"09.03.2022 11:00 - 09.03.2022 12:00","782","0"
"09.03.2022 12:00 - 09.03.2022 13:00","650","0"
"09.03.2022 13:00 - 09.03.2022 14:00","27","0"
"09.03.2022 14:00 - 09.03.2022 15:00","0","255"
"09.03.2022 15:00 - 09.03.2022 16:00","0","312"
"09.03.2022 16:00 - 09.03.2022 17:00","0","290"
"09.03.2022 17:00 - 09.03.2022 18:00","0","619"
"09.03.2022 18:00 - 09.03.2022 19:00","0","46"
"09.03.2022 19:00 - 09.03.2022 20:00","381","0"
"09.03.2022 20:00 - 09.03.2022 21:00","424","0"
"09.03.2022 21:00 - 09.03.2022 22:00","0","55"
"09.03.2022 22:00 - 09.03.2022 23:00","0","621"
"09.03.2022 23:00 - 10.03.2022 00:00","0","890"
"10.03.2022 00:00 - 10.03.2022 01:00","0","108"
"10.03.2022 01:00 - 10.03.2022 02:00","223","0"
"10.03.2022 02:00 - 10.03.2022 03:00","237","0"
"10.03.2022 03:00 - 10.03.2022 04:00","0","55"
"10.03.2022 04:00 - 10.03.2022 05:00","0","134"
"10.03.2022 05:00 - 10.03.2022 06:00","0","272"
"10.03.2022 06:00 - 10.03.2022 07:00","0","536"
"10.03.2022 07:00 - 10.03.2022 08:00","0","784"
"10.03.2022 08:00 - 10.03.2022 09:00","0","89"
"10.03.2022 09:00 - 10.03.2022 10:00","0","252"
"10.03.2022 10:00 - 10.03.2022 11:00","90","0"
"10.03.2022 11:00 - 10.03.2022 12:00","0","338"
"10.03.2022 12:00 - 10.03.2022 13:00","0","672"
"10.03.2022 13:00 - 10.03.2022 14:00","0","926"
"10.03.2022 14:00 - 10.03.2022 15:00","0","825"
"10.03.2022 15:00 - 10.03.2022 16:00","0","553"
"10.03.2022 16:00 - 10.03.2022 17:00","0","824"
"10.03.2022 17:00 - 10.03.2022 18:00","0","493"
"10.03.2022 18:00 - 10.03.2022 19:00","0","316"
"10.03.2022 19:00 - 10.03.2022 20:00","0","372"
"10.03.2022 20:00 - 10.03.2022 21:00","0","92"
"10.03.2022 21:00 - 10.03.2022 22:00","82","0"
"10.03.2022 22:00 - 10.03.2022 23:00","50","0"
"10.03.2022 23:00 - 11.03.2022 00:00","0","734"
"11.03.2022 00:00 - 11.03.2022 01:00","0","939"
"11.03.2022 01:00 - 11.03.2022 02:00","0","893"
"11.03.2022 02:00 - 11.03.2022 03:00","0","745"
"11.03.2022 03:00 - 11.03.2022 04:00","0","679"
"11.03.2022 04:00 - 11.03.2022 05:00","0","729"
"11.03.2022 05:00 - 11.03.2022 06:00","0","973"
"11.03.2022 06:00 - 11.03.2022 07:00","0","997"
"11.03.2022 07:00 - 11.03.2022 08:00","0","969"
"11.03.2022 08:00 - 11.03.2022 09:00","0","151"
"11.03.2022 09:00 - 11.03.2022 10:00","0","170"
"11.03.2022 10:00 - 11.03.2022 11:00","120","0"
"11.03.2022 11:00 - 11.03.2022 12:00","0","198"
"11.03.2022 12:00 - 11.03.2022 13:00","0","642"
"11.03.2022 13:00 - 11.03.2022 14:00","0","218"
"11.03.2022 14:00 - 11.03.2022 15:00","0","133"
"11.03.2022 15:00 - 11.03.2022 16:00","0","438"
"11.03.2022 16:00 - 11.03.2022 17:00","0","307"
"11.03.2022 17:00 - 11.03.2022 18:00","3","0"
"11.03.2022 18:00 - 11.03.2022 19:00","0","78"
"11.03.2022 19:00 - 11.03.2022 20:00","0","91"
"11.03.2022 20:00 - 11.03.2022 21:00","0","405"
"11.03.2022 21:00 - 11.03.2022 22:00","0","319"
"11.03.2022 22:00 - 11.03.2022 23:00","0","196"
"11.03.2022 23:00 - 12.03.2022 00:00","0","904"
"12.03.2022 00:00 - 12.03.2022 01:00","0","542"
"12.03.2022 01:00 - 12.03.2022 02:00","0","324"
"12.03.2022 02:00 - 12.03.2022 03:00","0","586"
"12.03.2022 03:00 - 12.03.2022 04:00","0","659"
"12.03.2022 04:00 - 12.03.2022 05:00","0","576"
"12.03.2022 05:00 - 12.03.2022 06:00","0","972"
"12.03.2022 06:00 - 12.03.2022 07:00","0","980"
"12.03.2022 07:00 - 12.03.2022 08:00","0","950"
"12.03.2022 08:00 - 12.03.2022 09:00","0","447"
"12.03.2022 09:00 - 12.03.2022 10:00","188","0"
"12.03.2022 10:00 - 12.03.2022 11:00","624","0"
"12.03.2022 11:00 - 12.03.2022 12:00","410","0"
"12.03.2022 12:00 - 12.03.2022 13:00","0","175"
"12.03.2022 13:00 - 12.03.2022 14:00","0","152"
"12.03.2022 14:00 - 12.03.2022 15:00","0","345"
"12.03.2022 15:00 - 12.03.2022 16:00","0","218"
"12.03.2022 16:00 - 12.03.2022 17:00","434","0"
"12.03.2022 17:00 - 12.03.2022 18:00","240","0"
"12.03.2022 18:00 - 12.03.2022 19:00","113","0"
"12.03.2022 19:00 - 12.03.2022 20:00","628","0"
"12.03.2022 20:00 - 12.03.2022 21:00","548","0"
"12.03.2022 21:00 - 12.03.2022 22:00","0","569"
"12.03.2022 22:00 - 12.03.2022 23:00","0","866"
"12.03.2022 23:00 - 13.03.2022 00:00","0","888"
"13.03.2022 00:00 - 13.03.2022 01:00","0","994"
"13.03.2022 01:00 - 13.03.2022 02:00","0","978"
"13.03.2022 02:00 - 13.03.2022 03:00","0","996"
"13.03.2022 03:00 - 13.03.2022 04:00","0","997"
"13.03.2022 04:00 - 13.03.2022 05:00","0","997"
"13.03.2022 05:00 - 13.03.2022 06:00","0","997"
"13.03.2022 06:00 - 13.03.2022 07:00","0","997"
"13.03.2022 07:00 - 13.03.2022 08:00","0","997"
"13.03.2022 08:00 - 13.03.2022 09:00","0","997"
"13.03.2022 09:00 - 13.03.2022 10:00","0","997"
"13.03.2022 10:00 - 13.03.2022 11:00","0","990"
"13.03.2022 11:00 - 13.03.2022 12:00","0","680"
"13.03.2022 12:00 - 13.03.2022 13:00","0","356"
"13.03.2022 13:00 - 13.03.2022 14:00","0","338"
"13.03.2022 14:00 - 13.03.2022 15:00","617","0"
"13.03.2022 15:00 - 13.03.2022 16:00","792","0"
"13.03.2022 16:00 - 13.03.2022 17:00","0","27"
"13.03.2022 17:00 - 13.03.2022 18:00","711","0"
"13.03.2022 18:00 - 13.03.2022 19:00","822","0"
"13.03.2022 19:00 - 13.03.2022 20:00","738","0"
"13.03.2022 20:00 - 13.03.2022 21:00","663","0"
"13.03.2022 21:00 - 13.03.2022 22:00","414","0"
"13.03.2022 22:00 - 13.03.2022 23:00","580","0"
"13.03.2022 23:00 - 14.03.2022 00:00","132","0"
"14.03.2022 00:00 - 14.03.2022 01:00","0","447"
"14.03.2022 01:00 - 14.03.2022 02:00","0","96"
"14.03.2022 02:00 - 14.03.2022 03:00","703","0"
"14.03.2022 03:00 - 14.03.2022 04:00","795","0"
"14.03.2022 04:00 - 14.03.2022 05:00","306","0"
"14.03.2022 05:00 - 14.03.2022 06:00","270","0"
"14.03.2022 06:00 - 14.03.2022 07:00","0","949"
"14.03.2022 07:00 - 14.03.2022 08:00","0","635"
"14.03.2022 08:00 - 14.03.2022 09:00","0","881"
"14.03.2022 09:00 - 14.03.2022 10:00","0","464"
"14.03.2022 10:00 - 14.03.2022 11:00","0","771"
"14.03.2022 11:00 - 14.03.2022 12:00","0","992"
"14.03.2022 12:00 - 14.03.2022 13:00","0","997"
"14.03.2022 13:00 - 14.03.2022 14:00","0","997"
"14.03.2022 14:00 - 14.03.2022 15:00","0","996"
"14.03.2022 15:00 - 14.03.2022 16:00","0","997"
"14.03.2022 16:00 - 14.03.2022 17:00","0","993"
"14.03.2022 17:00 - 14.03.2022 18:00","0","808"
"14.03.2022 18:00 - 14.03.2022 19:00","0","882"
"14.03.2022 19:00 - 14.03.2022 20:00","0","92"
"14.03.2022 20:00 - 14.03.2022 21:00","0","282"
"14.03.2022 21:00 - 14.03.2022 22:00","0","612"
"14.03.2022 22:00 - 14.03.2022 23:00","0","776"
"14.03.2022 23:00 - 15.03.2022 00:00","0","966"
"15.03.2022 00:00 - 15.03.2022 01:00","148","0"
"15.03.2022 01:00 - 15.03.2022 02:00","317","0"
"15.03.2022 02:00 - 15.03.2022 03:00","0","220"
"15.03.2022 03:00 - 15.03.2022 04:00","0","226"
"15.03.2022 04:00 - 15.03.2022 05:00","0","402"
"15.03.2022 05:00 - 15.03.2022 06:00","0","631"
"15.03.2022 06:00 - 15.03.2022 07:00","0","415"
"15.03.2022 07:00 - 15.03.2022 08:00","0","802"
"15.03.2022 08:00 - 15.03.2022 09:00","0","592"
"15.03.2022 09:00 - 15.03.2022 10:00","0","755"
"15.03.2022 10:00 - 15.03.2022 11:00","0","992"
"15.03.2022 11:00 - 15.03.2022 12:00","0","998"
"15.03.2022 12:00 - 15.03.2022 13:00","0","997"
"15.03.2022 13:00 - 15.03.2022 14:00","0","997"
"15.03.2022 14:00 - 15.03.2022 15:00","0","997"
"15.03.2022 15:00 - 15.03.2022 16:00","0","994"
"15.03.2022 16:00 - 15.03.2022 17:00","0","974"
"15.03.2022 17:00 - 15.03.2022 18:00","0","996"
"15.03.2022 18:00 - 15.03.2022 19:00","0","997"
"15.03.2022 19:00 - 15.03.2022 20:00","0","983"
"15.03.2022 20:00 - 15.03.2022 21:00","0","507"
"15.03.2022 21:00 - 15.03.2022 22:00","0","983"
"15.03.2022 22:00 - 15.03.2022 23:00","0","996"
"15.03.2022 23:00 - 16.03.2022 00:00","0","990"
"16.03.2022 00:00 - 16.03.2022 01:00","0","611"
"16.03.2022 01:00 - 16.03.2022 02:00","0","549"
"16.03.2022 02:00 - 16.03.2022 03:00","0","433"
"16.03.2022 03:00 - 16.03.2022 04:00","0","43"
"16.03.2022 04:00 - 16.03.2022 05:00","0","378"
"16.03.2022 05:00 - 16.03.2022 06:00","0","643"
"16.03.2022 06:00 - 16.03.2022 07:00","0","896"
"16.03.2022 07:00 - 16.03.2022 08:00","0","980"
"16.03.2022 08:00 - 16.03.2022 09:00","0","107"
"16.03.2022 09:00 - 16.03.2022 10:00","320","0"
"16.03.2022 10:00 - 16.03.2022 11:00","1002","0"
"16.03.2022 11:00 - 16.03.2022 12:00","728","0"
"16.03.2022 12:00 - 16.03.2022 13:00","807","0"
"16.03.2022 13:00 - 16.03.2022 14:00","838","0"
"16.03.2022 14:00 - 16.03.2022 15:00","429","0"
"16.03.2022 15:00 - 16.03.2022 16:00","0","100"
"16.03.2022 16:00 - 16.03.2022 17:00","0","366"
"16.03.2022 17:00 - 16.03.2022 18:00","0","264"
"16.03.2022 18:00 - 16.03.2022 19:00","0","93"
"16.03.2022 19:00 - 16.03.2022 20:00","0","245"
"16.03.2022 20:00 - 16.03.2022 21:00","0","132"
"16.03.2022 21:00 - 16.03.2022 22:00","0","755"
"16.03.2022 22:00 - 16.03.2022 23:00","0","500"
"16.03.2022 23:00 - 17.03.2022 00:00","0","945"
"17.03.2022 00:00 - 17.03.2022 01:00","331","0"
"17.03.2022 01:00 - 17.03.2022 02:00","417","0"
"17.03.2022 02:00 - 17.03.2022 03:00","396","0"
"17.03.2022 03:00 - 17.03.2022 04:00","531","0"
"17.03.2022 04:00 - 17.03.2022 05:00","834","0"
"17.03.2022 05:00 - 17.03.2022 06:00","459","0"
"17.03.2022 06:00 - 17.03.2022 07:00","0","344"
"17.03.2022 07:00 - 17.03.2022 08:00","168","0"
"17.03.2022 08:00 - 17.03.2022 09:00","436","0"
"17.03.2022 09:00 - 17.03.2022 10:00","450","0"
"17.03.2022 10:00 - 17.03.2022 11:00","0","790"
"17.03.2022 11:00 - 17.03.2022 12:00","0","994"
"17.03.2022 12:00 - 17.03.2022 13:00","0","997"
"17.03.2022 13:00 - 17.03.2022 14:00","0","997"
"17.03.2022 14:00 - 17.03.2022 15:00","0","996"
"17.03.2022 15:00 - 17.03.2022 16:00","0","952"
"17.03.2022 16:00 - 17.03.2022 17:00","0","794"
"17.03.2022 17:00 - 17.03.2022 18:00","0","992"
"17.03.2022 18:00 - 17.03.2022 19:00","0","992"
"17.03.2022 19:00 - 17.03.2022 20:00","0","707"
"17.03.2022 20:00 - 17.03.2022 21:00","248","0"
"17.03.2022 21:00 - 17.03.2022 22:00","0","262"
"17.03.2022 22:00 - 17.03.2022 23:00","0","286"
"17.03.2022 23:00 - 18.03.2022 00:00","0","410"
"18.03.2022 00:00 - 18.03.2022 01:00","0","109"
"18.03.2022 01:00 - 18.03.2022 02:00","352","0"
"18.03.2022 02:00 - 18.03.2022 03:00","680","0"
"18.03.2022 03:00 - 18.03.2022 04:00","505","0"
"18.03.2022 04:00 - 18.03.2022 05:00","174","0"
"18.03.2022 05:00 - 18.03.2022 06:00","0","185"
"18.03.2022 06:00 - 18.03.2022 07:00","0","168"
"18.03.2022 07:00 - 18.03.2022 08:00","222","0"
"18.03.2022 08:00 - 18.03.2022 09:00","856","0"
"18.03.2022 09:00 - 18.03.2022 10:00","855","0"
"18.03.2022 10:00 - 18.03.2022 11:00","0","54"
"18.03.2022 11:00 - 18.03.2022 12:00","0","490"
"18.03.2022 12:00 - 18.03.2022 13:00","0","401"
"18.03.2022 13:00 - 18.03.2022 14:00","623","0"
"18.03.2022 14:00 - 18.03.2022 15:00","872","0"
"18.03.2022 15:00 - 18.03.2022 16:00","294","0"
"18.03.2022 16:00 - 18.03.2022 17:00","0","936"
"18.03.2022 17:00 - 18.03.2022 18:00","18","0"
"18.03.2022 18:00 - 18.03.2022 19:00","0","72"
"18.03.2022 19:00 - 18.03.2022 20:00","0","51"
"18.03.2022 20:00 - 18.03.2022 21:00","212","0"
"18.03.2022 21:00 - 18.03.2022 22:00","129","0"
"18.03.2022 22:00 - 18.03.2022 23:00","825","0"
"18.03.2022 23:00 - 19.03.2022 00:00","0","240"
"19.03.2022 00:00 - 19.03.2022 01:00","272","0"
"19.03.2022 01:00 - 19.03.2022 02:00","806","0"
"19.03.2022 02:00 - 19.03.2022 03:00","424","0"
"19.03.2022 03:00 - 19.03.2022 04:00","0","60"
"19.03.2022 04:00 - 19.03.2022 05:00","0","119"
"19.03.2022 05:00 - 19.03.2022 06:00","0","259"
"19.03.2022 06:00 - 19.03.2022 07:00","0","500"
"19.03.2022 07:00 - 19.03.2022 08:00","256","0"
"19.03.2022 08:00 - 19.03.2022 09:00","681","0"
"19.03.2022 09:00 - 19.03.2022 10:00","586","0"
"19.03.2022 10:00 - 19.03.2022 11:00","560","0"
"19.03.2022 11:00 - 19.03.2022 12:00","149","0"
"19.03.2022 12:00 - 19.03.2022 13:00","0","965"
"19.03.2022 13:00 - 19.03.2022 14:00","0","996"
"19.03.2022 14:00 - 19.03.2022 15:00","0","997"
"19.03.2022 15:00 - 19.03.2022 16:00","0","997"
"19.03.2022 16:00 - 19.03.2022 17:00","0","997"
"19.03.2022 17:00 - 19.03.2022 18:00","0","991"
"19.03.2022 18:00 - 19.03.2022 19:00","0","639"
"19.03.2022 19:00 - 19.03.2022 20:00","0","623"
"19.03.2022 20:00 - 19.03.2022 21:00","0","195"
"19.03.2022 21:00 - 19.03.2022 22:00","0","958"
"19.03.2022 22:00 - 19.03.2022 23:00","0","997"
"19.03.2022 23:00 - 20.03.2022 00:00","0","998"
"20.03.2022 00:00 - 20.03.2022 01:00","0","997"
"20.03.2022 01:00 - 20.03.2022 02:00","0","997"
"20.03.2022 02:00 - 20.03.2022 03:00","0","997"
"20.03.2022 03:00 - 20.03.2022 04:00","0","995"
"20.03.2022 04:00 - 20.03.2022 05:00","0","914"
"20.03.2022 05:00 - 20.03.2022 06:00","0","995"
"20.03.2022 06:00 - 20.03.2022 07:00","0","996"
"20.03.2022 07:00 - 20.03.2022 08:00","0","962"
"20.03.2022 08:00 - 20.03.2022 09:00","0","970"
"20.03.2022 09:00 - 20.03.2022 10:00","0","578"
"20.03.2022 10:00 - 20.03.2022 11:00","0","979"
"20.03.2022 11:00 - 20.03.2022 12:00","0","564"
"20.03.2022 12:00 - 20.03.2022 13:00","0","343"
"20.03.2022 13:00 - 20.03.2022 14:00","0","371"
"20.03.2022 14:00 - 20.03.2022 15:00","0","207"
"20.03.2022 15:00 - 20.03.2022 16:00","0","264"
"20.03.2022 16:00 - 20.03.2022 17:00","86","0"
"20.03.2022 17:00 - 20.03.2022 18:00","458","0"
"20.03.2022 18:00 - 20.03.2022 19:00","933","0"
"20.03.2022 19:00 - 20.03.2022 20:00","1022","0"
"20.03.2022 20:00 - 20.03.2022 21:00","968","0"
"20.03.2022 21:00 - 20.03.2022 22:00","561","0"
"20.03.2022 22:00 - 20.03.2022 23:00","0","625"
"20.03.2022 23:00 - 21.03.2022 00:00","0","986"
"21.03.2022 00:00 - 21.03.2022 01:00","0","834"
"21.03.2022 01:00 - 21.03.2022 02:00","0","267"
"21.03.2022 02:00 - 21.03.2022 03:00","0","287"
"21.03.2022 03:00 - 21.03.2022 04:00","0","44"
"21.03.2022 04:00 - 21.03.2022 05:00","0","197"
"21.03.2022 05:00 - 21.03.2022 06:00","0","978"
"21.03.2022 06:00 - 21.03.2022 07:00","0","990"
"21.03.2022 07:00 - 21.03.2022 08:00","0","540"
"21.03.2022 08:00 - 21.03.2022 09:00","529","0"
"21.03.2022 09:00 - 21.03.2022 10:00","688","0"
"21.03.2022 10:00 - 21.03.2022 11:00","823","0"
"21.03.2022 11:00 - 21.03.2022 12:00","288","0"
"21.03.2022 12:00 - 21.03.2022 13:00","0","50"
"21.03.2022 13:00 - 21.03.2022 14:00","135","0"
"21.03.2022 14:00 - 21.03.2022 15:00","233","0"
"21.03.2022 15:00 - 21.03.2022 16:00","0","443"
"21.03.2022 16:00 - 21.03.2022 17:00","0","549"
"21.03.2022 17:00 - 21.03.2022 18:00","0","404"
"21.03.2022 18:00 - 21.03.2022 19:00","0","162"
"21.03.2022 19:00 - 21.03.2022 20:00","98","0"
"21.03.2022 20:00 - 21.03.2022 21:00","0","79"
"21.03.2022 21:00 - 21.03.2022 22:00","0","849"
"21.03.2022 22:00 - 21.03.2022 23:00","0","584"
"21.03.2022 23:00 - 22.03.2022 00:00","0","800"
"22.03.2022 00:00 - 22.03.2022 01:00","0","498"
"22.03.2022 01:00 - 22.03.2022 02:00","0","324"
"22.03.2022 02:00 - 22.03.2022 03:00","33","0"
"22.03.2022 03:00 - 22.03.2022 04:00","0","374"
"22.03.2022 04:00 - 22.03.2022 05:00","0","488"
"22.03.2022 05:00 - 22.03.2022 06:00","0","616"
"22.03.2022 06:00 - 22.03.2022 07:00","0","700"
"22.03.2022 07:00 - 22.03.2022 08:00","0","573"
"22.03.2022 08:00 - 22.03.2022 09:00","677","0"
"22.03.2022 09:00 - 22.03.2022 10:00","911","0"
"22.03.2022 10:00 - 22.03.2022 11:00","550","0"
"22.03.2022 11:00 - 22.03.2022 12:00","0","282"
"22.03.2022 12:00 - 22.03.2022 13:00","0","144"
"22.03.2022 13:00 - 22.03.2022 14:00","242","0"
"22.03.2022 14:00 - 22.03.2022 15:00","0","15"
"22.03.2022 15:00 - 22.03.2022 16:00","0","540"
"22.03.2022 16:00 - 22.03.2022 17:00","0","747"
"22.03.2022 17:00 - 22.03.2022 18:00","0","849"
"22.03.2022 18:00 - 22.03.2022 19:00","0","892"
"22.03.2022 19:00 - 22.03.2022 20:00","0","540"
"22.03.2022 20:00 - 22.03.2022 21:00","0","342"
"22.03.2022 21:00 - 22.03.2022 22:00","0","770"
"22.03.2022 22:00 - 22.03.2022 23:00","0","991"
"22.03.2022 23:00 - 23.03.2022 00:00","0","938"
"23.03.2022 00:00 - 23.03.2022 01:00","0","636"
"23.03.2022 01:00 - 23.03.2022 02:00","0","446"
"23.03.2022 02:00 - 23.03.2022 03:00","0","249"
"23.03.2022 03:00 - 23.03.2022 04:00","0","491"
"23.03.2022 04:00 - 23.03.2022 05:00","0","481"
"23.03.2022 05:00 - 23.03.2022 06:00","0","796"
"23.03.2022 06:00 - 23.03.2022 07:00","0","905"
"23.03.2022 07:00 - 23.03.2022 08:00","0","91"
"23.03.2022 08:00 - 23.03.2022 09:00","199","0"
"23.03.2022 09:00 - 23.03.2022 10:00","639","0"
"23.03.2022 10:00 - 23.03.2022 11:00","359","0"
"23.03.2022 11:00 - 23.03.2022 12:00","0","165"
"23.03.2022 12:00 - 23.03.2022 13:00","0","518"
"23.03.2022 13:00 - 23.03.2022 14:00","97","0"
"23.03.2022 14:00 - 23.03.2022 15:00","0","295"
"23.03.2022 15:00 - 23.03.2022 16:00","0","575"
"23.03.2022 16:00 - 23.03.2022 17:00","0","654"
"23.03.2022 17:00 - 23.03.2022 18:00","0","798"
"23.03.2022 18:00 - 23.03.2022 19:00","0","304"
"23.03.2022 19:00 - 23.03.2022 20:00","0","247"
