_TIME_PERIOD,_OBS_VALUE,_OBS_STATUS,_OBS_CONF
15/08/2003,0.70375,A,F
18/08/2003,0.7033,A,F
19/08/2003,0.6991,A,F
20/08/2003,0.6974,A,F
21/08/2003,0.6944,A,F
22/08/2003,0.6919,A,F
25/08/2003,0.6909,A,F
26/08/2003,0.6918,A,F
27/08/2003,0.6943,A,F
28/08/2003,0.69035,A,F
29/08/2003,0.6926,A,F
01/09/2003,0.6981,A,F
02/09/2003,0.6921,A,F
03/09/2003,0.69,A,F
04/09/2003,0.6887,A,F
05/09/2003,0.6919,A,F
08/09/2003,0.6985,A,F
09/09/2003,0.7025,A,F
10/09/2003,0.703,A,F
11/09/2003,0.7036,A,F
12/09/2003,0.701,A,F
15/09/2003,0.7038,A,F
16/09/2003,0.7048,A,F
17/09/2003,0.7002,A,F
18/09/2003,0.699,A,F
19/09/2003,0.6951,A,F
22/09/2003,0.6968,A,F
23/09/2003,0.6936,A,F
24/09/2003,0.693,A,F
25/09/2003,0.69335,A,F
26/09/2003,0.69165,A,F
29/09/2003,0.6931,A,F
30/09/2003,0.6986,A,F
01/10/2003,0.7047,A,F
02/10/2003,0.7015,A,F
03/10/2003,0.7002,A,F
06/10/2003,0.6952,A,F
07/10/2003,0.70455,A,F
08/10/2003,0.7083,A,F
09/10/2003,0.7087,A,F
10/10/2003,0.70845,A,F
13/10/2003,0.70435,A,F
14/10/2003,0.702,A,F
15/10/2003,0.69905,A,F
16/10/2003,0.6947,A,F
17/10/2003,0.6936,A,F
20/10/2003,0.69385,A,F
21/10/2003,0.6958,A,F
22/10/2003,0.695,A,F
23/10/2003,0.6965,A,F
24/10/2003,0.6948,A,F
27/10/2003,0.6935,A,F
28/10/2003,0.6904,A,F
29/10/2003,0.6858,A,F
30/10/2003,0.68825,A,F
31/10/2003,0.6863,A,F
03/11/2003,0.68365,A,F
04/11/2003,0.684,A,F
05/11/2003,0.68385,A,F
06/11/2003,0.683,A,F
07/11/2003,0.6871,A,F
10/11/2003,0.6866,A,F
11/11/2003,0.6896,A,F
12/11/2003,0.693,A,F
13/11/2003,0.6938,A,F
14/11/2003,0.697,A,F
17/11/2003,0.6983,A,F
18/11/2003,0.69705,A,F
19/11/2003,0.7021,A,F
20/11/2003,0.6994,A,F
21/11/2003,0.6983,A,F
24/11/2003,0.69605,A,F
25/11/2003,0.69415,A,F
26/11/2003,0.6968,A,F
27/11/2003,0.6947,A,F
28/11/2003,0.6971,A,F
01/12/2003,0.6965,A,F
02/12/2003,0.69585,A,F
03/12/2003,0.6999,A,F
04/12/2003,0.70045,A,F
05/12/2003,0.7021,A,F
08/12/2003,0.7043,A,F
09/12/2003,0.70335,A,F
10/12/2003,0.7024,A,F
11/12/2003,0.698,A,F
12/12/2003,0.70125,A,F
15/12/2003,0.7013,A,F
16/12/2003,0.7062,A,F
17/12/2003,0.703,A,F
18/12/2003,0.70155,A,F
19/12/2003,0.7029,A,F
22/12/2003,0.7054,A,F
23/12/2003,0.7025,A,F
24/12/2003,0.70175,A,F
29/12/2003,0.704,A,F
30/12/2003,0.7036,A,F
31/12/2003,0.7048,A,F
02/01/2004,0.70545,A,F
05/01/2004,0.7026,A,F
06/01/2004,0.6998,A,F
07/01/2004,0.6978,A,F
08/01/2004,0.69455,A,F
09/01/2004,0.6944,A,F
12/01/2004,0.6925,A,F
13/01/2004,0.6897,A,F
14/01/2004,0.69015,A,F
15/01/2004,0.6916,A,F
16/01/2004,0.6884,A,F
19/01/2004,0.6928,A,F
20/01/2004,0.6913,A,F
21/01/2004,0.69,A,F
22/01/2004,0.6888,A,F
23/01/2004,0.6891,A,F
26/01/2004,0.6888,A,F
27/01/2004,0.69085,A,F
28/01/2004,0.68685,A,F
29/01/2004,0.685,A,F
30/01/2004,0.6846,A,F
02/02/2004,0.6834,A,F
03/02/2004,0.6836,A,F
04/02/2004,0.6819,A,F
05/02/2004,0.6854,A,F
06/02/2004,0.68315,A,F
09/02/2004,0.6838,A,F
10/02/2004,0.6821,A,F
11/02/2004,0.6779,A,F
12/02/2004,0.6774,A,F
13/02/2004,0.6778,A,F
16/02/2004,0.6758,A,F
17/02/2004,0.6747,A,F
18/02/2004,0.6736,A,F
19/02/2004,0.6708,A,F
20/02/2004,0.6734,A,F
23/02/2004,0.6755,A,F
24/02/2004,0.6712,A,F
25/02/2004,0.6682,A,F
26/02/2004,0.6683,A,F
27/02/2004,0.67,A,F
01/03/2004,0.6683,A,F
02/03/2004,0.667,A,F
03/03/2004,0.6633,A,F
04/03/2004,0.6663,A,F
05/03/2004,0.6704,A,F
08/03/2004,0.6678,A,F
09/03/2004,0.6721,A,F
10/03/2004,0.6756,A,F
11/03/2004,0.6792,A,F
12/03/2004,0.6814,A,F
15/03/2004,0.6818,A,F
16/03/2004,0.6792,A,F
17/03/2004,0.6756,A,F
18/03/2004,0.67215,A,F
19/03/2004,0.6735,A,F
22/03/2004,0.66945,A,F
23/03/2004,0.6664,A,F
24/03/2004,0.6653,A,F
25/03/2004,0.6725,A,F
26/03/2004,0.66985,A,F
29/03/2004,0.6674,A,F
30/03/2004,0.6681,A,F
31/03/2004,0.6659,A,F
01/04/2004,0.6666,A,F
02/04/2004,0.6663,A,F
05/04/2004,0.6636,A,F
06/04/2004,0.6582,A,F
07/04/2004,0.6586,A,F
08/04/2004,0.6601,A,F
13/04/2004,0.6556,A,F
14/04/2004,0.6621,A,F
15/04/2004,0.668,A,F
16/04/2004,0.6684,A,F
19/04/2004,0.66635,A,F
20/04/2004,0.66425,A,F
21/04/2004,0.6682,A,F
22/04/2004,0.6714,A,F
23/04/2004,0.66985,A,F
26/04/2004,0.66365,A,F
27/04/2004,0.6638,A,F
28/04/2004,0.6665,A,F
29/04/2004,0.6713,A,F
30/04/2004,0.6737,A,F
03/05/2004,0.675,A,F
04/05/2004,0.6746,A,F
05/05/2004,0.6769,A,F
06/05/2004,0.6746,A,F
07/05/2004,0.6719,A,F
10/05/2004,0.6678,A,F
11/05/2004,0.672,A,F
12/05/2004,0.6697,A,F
13/05/2004,0.6703,A,F
14/05/2004,0.6739,A,F
17/05/2004,0.6796,A,F
18/05/2004,0.6774,A,F
19/05/2004,0.6732,A,F
20/05/2004,0.6733,A,F
21/05/2004,0.6717,A,F
24/05/2004,0.6683,A,F
25/05/2004,0.6682,A,F
26/05/2004,0.6664,A,F
27/05/2004,0.6662,A,F
28/05/2004,0.6673,A,F
31/05/2004,0.66475,A,F
01/06/2004,0.6658,A,F
02/06/2004,0.665,A,F
03/06/2004,0.6655,A,F
04/06/2004,0.66385,A,F
07/06/2004,0.67025,A,F
08/06/2004,0.6684,A,F
09/06/2004,0.6646,A,F
10/06/2004,0.6614,A,F
11/06/2004,0.65935,A,F
14/06/2004,0.6637,A,F
15/06/2004,0.66445,A,F
16/06/2004,0.6594,A,F
17/06/2004,0.65605,A,F
18/06/2004,0.65595,A,F
21/06/2004,0.66115,A,F
22/06/2004,0.664,A,F
23/06/2004,0.6651,A,F
24/06/2004,0.6681,A,F
25/06/2004,0.6666,A,F
28/06/2004,0.6666,A,F
29/06/2004,0.6682,A,F
30/06/2004,0.67075,A,F
01/07/2004,0.6701,A,F
02/07/2004,0.6687,A,F
05/07/2004,0.6705,A,F
06/07/2004,0.6693,A,F
07/07/2004,0.6676,A,F
08/07/2004,0.6668,A,F
09/07/2004,0.66835,A,F
12/07/2004,0.6667,A,F
13/07/2004,0.6647,A,F
14/07/2004,0.6662,A,F
15/07/2004,0.6677,A,F
16/07/2004,0.6645,A,F
19/07/2004,0.6636,A,F
20/07/2004,0.66685,A,F
21/07/2004,0.6673,A,F
22/07/2004,0.6653,A,F
23/07/2004,0.6632,A,F
26/07/2004,0.66105,A,F
27/07/2004,0.661,A,F
28/07/2004,0.66165,A,F
29/07/2004,0.663,A,F
30/07/2004,0.66255,A,F
02/08/2004,0.66005,A,F
03/08/2004,0.6607,A,F
04/08/2004,0.6596,A,F
05/08/2004,0.6612,A,F
06/08/2004,0.6619,A,F
09/08/2004,0.66605,A,F
10/08/2004,0.6692,A,F
11/08/2004,0.669,A,F
12/08/2004,0.6695,A,F
13/08/2004,0.6701,A,F
16/08/2004,0.6702,A,F
17/08/2004,0.6713,A,F
18/08/2004,0.67485,A,F
19/08/2004,0.67655,A,F
20/08/2004,0.6743,A,F
23/08/2004,0.6744,A,F
24/08/2004,0.6725,A,F
25/08/2004,0.6727,A,F
26/08/2004,0.6732,A,F
27/08/2004,0.6718,A,F
30/08/2004,0.6726,A,F
31/08/2004,0.6755,A,F
01/09/2004,0.67775,A,F
02/09/2004,0.6791,A,F
03/09/2004,0.6799,A,F
06/09/2004,0.6782,A,F
07/09/2004,0.68115,A,F
08/09/2004,0.6788,A,F
09/09/2004,0.6828,A,F
10/09/2004,0.6832,A,F
13/09/2004,0.6801,A,F
14/09/2004,0.68135,A,F
15/09/2004,0.6848,A,F
16/09/2004,0.6798,A,F
17/09/2004,0.6801,A,F
20/09/2004,0.6804,A,F
21/09/2004,0.68335,A,F
22/09/2004,0.68345,A,F
23/09/2004,0.68375,A,F
24/09/2004,0.68315,A,F
27/09/2004,0.6787,A,F
28/09/2004,0.6801,A,F
29/09/2004,0.6818,A,F
30/09/2004,0.6868,A,F
01/10/2004,0.69095,A,F
04/10/2004,0.68855,A,F
05/10/2004,0.6896,A,F
06/10/2004,0.6895,A,F
07/10/2004,0.69055,A,F
08/10/2004,0.6891,A,F
11/10/2004,0.6903,A,F
12/10/2004,0.6889,A,F
13/10/2004,0.68625,A,F
14/10/2004,0.6876,A,F
15/10/2004,0.68945,A,F
18/10/2004,0.69185,A,F
19/10/2004,0.6943,A,F
20/10/2004,0.6963,A,F
21/10/2004,0.69005,A,F
22/10/2004,0.691,A,F
25/10/2004,0.69455,A,F
26/10/2004,0.69555,A,F
27/10/2004,0.69455,A,F
28/10/2004,0.6957,A,F
29/10/2004,0.69565,A,F
01/11/2004,0.6958,A,F
02/11/2004,0.6916,A,F
03/11/2004,0.6919,A,F
04/11/2004,0.6966,A,F
05/11/2004,0.69775,A,F
08/11/2004,0.69695,A,F
09/11/2004,0.69625,A,F
10/11/2004,0.6987,A,F
11/11/2004,0.7002,A,F
12/11/2004,0.7006,A,F
15/11/2004,0.6989,A,F
16/11/2004,0.69955,A,F
17/11/2004,0.70135,A,F
18/11/2004,0.7025,A,F
19/11/2004,0.7012,A,F
22/11/2004,0.70255,A,F
23/11/2004,0.6995,A,F
24/11/2004,0.69985,A,F
25/11/2004,0.7006,A,F
26/11/2004,0.6997,A,F
29/11/2004,0.701,A,F
30/11/2004,0.6966,A,F
01/12/2004,0.69155,A,F
02/12/2004,0.68905,A,F
03/12/2004,0.6901,A,F
06/12/2004,0.6918,A,F
07/12/2004,0.6906,A,F
08/12/2004,0.6895,A,F
09/12/2004,0.6919,A,F
10/12/2004,0.6912,A,F
13/12/2004,0.69225,A,F
14/12/2004,0.6915,A,F
15/12/2004,0.69115,A,F
16/12/2004,0.6863,A,F
17/12/2004,0.68585,A,F
20/12/2004,0.6874,A,F
21/12/2004,0.6923,A,F
22/12/2004,0.69905,A,F
23/12/2004,0.7013,A,F
24/12/2004,0.7033,A,F
27/12/2004,0.7036,A,F
28/12/2004,0.70315,A,F
29/12/2004,0.7083,A,F
30/12/2004,0.7088,A,F
31/12/2004,0.70505,A,F
03/01/2005,0.70725,A,F
04/01/2005,0.7062,A,F
05/01/2005,0.70485,A,F
06/01/2005,0.7039,A,F
07/01/2005,0.7028,A,F
10/01/2005,0.6978,A,F
11/01/2005,0.7001,A,F
12/01/2005,0.6999,A,F
13/01/2005,0.703,A,F
14/01/2005,0.7006,A,F
17/01/2005,0.7031,A,F
18/01/2005,0.6978,A,F
19/01/2005,0.69655,A,F
20/01/2005,0.6933,A,F
21/01/2005,0.6953,A,F
24/01/2005,0.6956,A,F
25/01/2005,0.6956,A,F
26/01/2005,0.6927,A,F
27/01/2005,0.6919,A,F
28/01/2005,0.69255,A,F
31/01/2005,0.6912,A,F
01/02/2005,0.69255,A,F
02/02/2005,0.6923,A,F
03/02/2005,0.6894,A,F
04/02/2005,0.6883,A,F
07/02/2005,0.6867,A,F
08/02/2005,0.6876,A,F
09/02/2005,0.6858,A,F
10/02/2005,0.68825,A,F
11/02/2005,0.6897,A,F
14/02/2005,0.6873,A,F
15/02/2005,0.6885,A,F
16/02/2005,0.69135,A,F
17/02/2005,0.6912,A,F
18/02/2005,0.6891,A,F
21/02/2005,0.6891,A,F
22/02/2005,0.6913,A,F
23/02/2005,0.6917,A,F
24/02/2005,0.69395,A,F
25/02/2005,0.68975,A,F
28/02/2005,0.68975,A,F
01/03/2005,0.6879,A,F
02/03/2005,0.6859,A,F
03/03/2005,0.6878,A,F
04/03/2005,0.6876,A,F
07/03/2005,0.6896,A,F
08/03/2005,0.6889,A,F
09/03/2005,0.69385,A,F
10/03/2005,0.69645,A,F
11/03/2005,0.69865,A,F
14/03/2005,0.6974,A,F
15/03/2005,0.6962,A,F
16/03/2005,0.696,A,F
17/03/2005,0.6959,A,F
18/03/2005,0.69345,A,F
21/03/2005,0.6941,A,F
22/03/2005,0.6941,A,F
23/03/2005,0.6946,A,F
24/03/2005,0.6944,A,F
29/03/2005,0.68995,A,F
30/03/2005,0.6877,A,F
31/03/2005,0.6885,A,F
01/04/2005,0.68665,A,F
04/04/2005,0.687,A,F
05/04/2005,0.6841,A,F
06/04/2005,0.68505,A,F
07/04/2005,0.6874,A,F
08/04/2005,0.6859,A,F
11/04/2005,0.6864,A,F
12/04/2005,0.6854,A,F
13/04/2005,0.68335,A,F
14/04/2005,0.68135,A,F
15/04/2005,0.682,A,F
18/04/2005,0.6832,A,F
19/04/2005,0.6807,A,F
20/04/2005,0.6813,A,F
21/04/2005,0.68475,A,F
22/04/2005,0.68285,A,F
25/04/2005,0.67865,A,F
26/04/2005,0.68115,A,F
27/04/2005,0.6796,A,F
28/04/2005,0.6773,A,F
29/04/2005,0.6775,A,F
02/05/2005,0.67625,A,F
03/05/2005,0.67995,A,F
04/05/2005,0.68175,A,F
05/05/2005,0.6807,A,F
06/05/2005,0.68205,A,F
09/05/2005,0.6815,A,F
10/05/2005,0.6828,A,F
11/05/2005,0.6841,A,F
12/05/2005,0.6833,A,F
13/05/2005,0.68015,A,F
16/05/2005,0.6869,A,F
17/05/2005,0.68735,A,F
18/05/2005,0.68835,A,F
19/05/2005,0.6872,A,F
20/05/2005,0.68715,A,F
23/05/2005,0.6863,A,F
24/05/2005,0.68765,A,F
25/05/2005,0.68785,A,F
26/05/2005,0.6874,A,F
27/05/2005,0.6871,A,F
30/05/2005,0.68495,A,F
31/05/2005,0.6771,A,F
01/06/2005,0.67545,A,F
02/06/2005,0.67535,A,F
03/06/2005,0.6757,A,F
06/06/2005,0.6748,A,F
07/06/2005,0.67155,A,F
08/06/2005,0.67095,A,F
09/06/2005,0.6713,A,F
10/06/2005,0.6704,A,F
13/06/2005,0.6683,A,F
14/06/2005,0.6695,A,F
15/06/2005,0.6667,A,F
16/06/2005,0.66465,A,F
17/06/2005,0.6678,A,F
20/06/2005,0.66855,A,F
21/06/2005,0.6645,A,F
22/06/2005,0.66515,A,F
23/06/2005,0.6624,A,F
24/06/2005,0.663,A,F
27/06/2005,0.6651,A,F
28/06/2005,0.6646,A,F
29/06/2005,0.6669,A,F
30/06/2005,0.6742,A,F
01/07/2005,0.679,A,F
04/07/2005,0.67645,A,F
05/07/2005,0.67735,A,F
06/07/2005,0.6785,A,F
07/07/2005,0.6851,A,F
08/07/2005,0.6863,A,F
11/07/2005,0.688,A,F
12/07/2005,0.68815,A,F
13/07/2005,0.6899,A,F
14/07/2005,0.68645,A,F
15/07/2005,0.6862,A,F
18/07/2005,0.68995,A,F
19/07/2005,0.68785,A,F
20/07/2005,0.6943,A,F
21/07/2005,0.696,A,F
22/07/2005,0.6951,A,F
25/07/2005,0.6944,A,F
26/07/2005,0.68955,A,F
27/07/2005,0.6903,A,F
28/07/2005,0.6907,A,F
29/07/2005,0.6893,A,F
01/08/2005,0.6914,A,F
02/08/2005,0.6893,A,F
03/08/2005,0.6911,A,F
04/08/2005,0.69385,A,F
05/08/2005,0.6956,A,F
08/08/2005,0.6916,A,F
09/08/2005,0.6929,A,F
10/08/2005,0.69035,A,F
11/08/2005,0.68825,A,F
12/08/2005,0.68675,A,F
15/08/2005,0.6836,A,F
16/08/2005,0.68145,A,F
17/08/2005,0.6793,A,F
18/08/2005,0.67755,A,F
19/08/2005,0.6784,A,F
22/08/2005,0.67815,A,F
23/08/2005,0.6802,A,F
24/08/2005,0.68035,A,F
25/08/2005,0.682,A,F
26/08/2005,0.68185,A,F
29/08/2005,0.6816,A,F
30/08/2005,0.68275,A,F
31/08/2005,0.6829,A,F
01/09/2005,0.68335,A,F
02/09/2005,0.6818,A,F
05/09/2005,0.67855,A,F
06/09/2005,0.6767,A,F
07/09/2005,0.6771,A,F
08/09/2005,0.6762,A,F
09/09/2005,0.67535,A,F
12/09/2005,0.67435,A,F
13/09/2005,0.6741,A,F
14/09/2005,0.6734,A,F
15/09/2005,0.6765,A,F
16/09/2005,0.6765,A,F
19/09/2005,0.6728,A,F
20/09/2005,0.6734,A,F
21/09/2005,0.67505,A,F
22/09/2005,0.6787,A,F
23/09/2005,0.6785,A,F
26/09/2005,0.67895,A,F
27/09/2005,0.68025,A,F
28/09/2005,0.681,A,F
29/09/2005,0.6826,A,F
30/09/2005,0.68195,A,F
03/10/2005,0.68,A,F
04/10/2005,0.6786,A,F
05/10/2005,0.6779,A,F
06/10/2005,0.68175,A,F
07/10/2005,0.687,A,F
10/10/2005,0.68825,A,F
11/10/2005,0.6865,A,F
12/10/2005,0.6865,A,F
13/10/2005,0.6849,A,F
14/10/2005,0.6854,A,F
17/10/2005,0.6846,A,F
18/10/2005,0.68415,A,F
19/10/2005,0.68005,A,F
20/10/2005,0.6767,A,F
21/10/2005,0.6771,A,F
24/10/2005,0.6759,A,F
25/10/2005,0.67665,A,F
26/10/2005,0.6798,A,F
27/10/2005,0.6794,A,F
28/10/2005,0.6809,A,F
31/10/2005,0.67665,A,F
01/11/2005,0.679,A,F
02/11/2005,0.67895,A,F
03/11/2005,0.67825,A,F
04/11/2005,0.6764,A,F
07/11/2005,0.67655,A,F
08/11/2005,0.6761,A,F
09/11/2005,0.6753,A,F
10/11/2005,0.6729,A,F
11/11/2005,0.6731,A,F
14/11/2005,0.67285,A,F
15/11/2005,0.6732,A,F
16/11/2005,0.6769,A,F
17/11/2005,0.6795,A,F
18/11/2005,0.6815,A,F
21/11/2005,0.68675,A,F
22/11/2005,0.68465,A,F
23/11/2005,0.6846,A,F
24/11/2005,0.68345,A,F
25/11/2005,0.6834,A,F
28/11/2005,0.6855,A,F
29/11/2005,0.6843,A,F
30/11/2005,0.68215,A,F
01/12/2005,0.6798,A,F
02/12/2005,0.67745,A,F
05/12/2005,0.6773,A,F
06/12/2005,0.67905,A,F
07/12/2005,0.6769,A,F
08/12/2005,0.67495,A,F
09/12/2005,0.6732,A,F
12/12/2005,0.6743,A,F
13/12/2005,0.67425,A,F
14/12/2005,0.6783,A,F
15/12/2005,0.6767,A,F
16/12/2005,0.67745,A,F
19/12/2005,0.6796,A,F
20/12/2005,0.6782,A,F
21/12/2005,0.67895,A,F
22/12/2005,0.681,A,F
23/12/2005,0.6834,A,F
27/12/2005,0.68295,A,F
28/12/2005,0.6863,A,F
29/12/2005,0.6883,A,F
30/12/2005,0.6853,A,F
02/01/2006,0.6865,A,F
03/01/2006,0.68725,A,F
04/01/2006,0.68815,A,F
05/01/2006,0.6888,A,F
06/01/2006,0.6888,A,F
09/01/2006,0.6834,A,F
10/01/2006,0.6833,A,F
11/01/2006,0.6884,A,F
12/01/2006,0.6846,A,F
13/01/2006,0.6814,A,F
16/01/2006,0.68545,A,F
17/01/2006,0.68535,A,F
18/01/2006,0.6864,A,F
19/01/2006,0.68785,A,F
20/01/2006,0.68525,A,F
23/01/2006,0.6878,A,F
24/01/2006,0.6878,A,F
25/01/2006,0.6867,A,F
26/01/2006,0.6859,A,F
27/01/2006,0.6846,A,F
30/01/2006,0.68365,A,F
31/01/2006,0.6843,A,F
01/02/2006,0.6806,A,F
02/02/2006,0.6788,A,F
03/02/2006,0.6791,A,F
06/02/2006,0.6833,A,F
07/02/2006,0.6859,A,F
08/02/2006,0.6861,A,F
09/02/2006,0.6881,A,F
10/02/2006,0.6839,A,F
13/02/2006,0.6837,A,F
14/02/2006,0.6858,A,F
15/02/2006,0.6835,A,F
16/02/2006,0.68425,A,F
17/02/2006,0.6839,A,F
20/02/2006,0.6848,A,F
21/02/2006,0.6821,A,F
22/02/2006,0.6828,A,F
23/02/2006,0.68185,A,F
24/02/2006,0.6803,A,F
27/02/2006,0.68105,A,F
28/02/2006,0.6796,A,F
01/03/2006,0.6806,A,F
02/03/2006,0.6831,A,F
03/03/2006,0.685,A,F
06/03/2006,0.6855,A,F
07/03/2006,0.6858,A,F
08/03/2006,0.68605,A,F
09/03/2006,0.6858,A,F
10/03/2006,0.6862,A,F
13/03/2006,0.69015,A,F
14/03/2006,0.68855,A,F
15/03/2006,0.6892,A,F
16/03/2006,0.69085,A,F
17/03/2006,0.6945,A,F
20/03/2006,0.6937,A,F
21/03/2006,0.6942,A,F
22/03/2006,0.6914,A,F
23/03/2006,0.69175,A,F
24/03/2006,0.6908,A,F
27/03/2006,0.6883,A,F
28/03/2006,0.6907,A,F
29/03/2006,0.69185,A,F
30/03/2006,0.6946,A,F
31/03/2006,0.6964,A,F
03/04/2006,0.6977,A,F
04/04/2006,0.69835,A,F
05/04/2006,0.7006,A,F
06/04/2006,0.70055,A,F
07/04/2006,0.69645,A,F
10/04/2006,0.6938,A,F
11/04/2006,0.6939,A,F
12/04/2006,0.69165,A,F
13/04/2006,0.6903,A,F
18/04/2006,0.6915,A,F
19/04/2006,0.69135,A,F
20/04/2006,0.6924,A,F
21/04/2006,0.69245,A,F
24/04/2006,0.6919,A,F
25/04/2006,0.6944,A,F
26/04/2006,0.696,A,F
27/04/2006,0.6958,A,F
28/04/2006,0.6942,A,F
02/05/2006,0.68865,A,F
03/05/2006,0.6869,A,F
04/05/2006,0.684,A,F
05/05/2006,0.6868,A,F
08/05/2006,0.6846,A,F
09/05/2006,0.6835,A,F
10/05/2006,0.6861,A,F
11/05/2006,0.6824,A,F
12/05/2006,0.6808,A,F
15/05/2006,0.6812,A,F
16/05/2006,0.6811,A,F
17/05/2006,0.6793,A,F
18/05/2006,0.67755,A,F
19/05/2006,0.6801,A,F
22/05/2006,0.6803,A,F
23/05/2006,0.6821,A,F
24/05/2006,0.68285,A,F
25/05/2006,0.68315,A,F
26/05/2006,0.685,A,F
29/05/2006,0.6855,A,F
30/05/2006,0.6847,A,F
31/05/2006,0.6859,A,F
01/06/2006,0.6847,A,F
02/06/2006,0.68685,A,F
05/06/2006,0.6884,A,F
06/06/2006,0.6887,A,F
07/06/2006,0.6878,A,F
08/06/2006,0.6903,A,F
09/06/2006,0.68685,A,F
12/06/2006,0.6824,A,F
13/06/2006,0.68335,A,F
14/06/2006,0.68265,A,F
15/06/2006,0.68225,A,F
16/06/2006,0.6829,A,F
19/06/2006,0.68175,A,F
20/06/2006,0.6824,A,F
21/06/2006,0.6855,A,F
22/06/2006,0.68735,A,F
23/06/2006,0.688,A,F
26/06/2006,0.6901,A,F
27/06/2006,0.6907,A,F
28/06/2006,0.69035,A,F
29/06/2006,0.6911,A,F
30/06/2006,0.6921,A,F
03/07/2006,0.6933,A,F
04/07/2006,0.69285,A,F
05/07/2006,0.6937,A,F
06/07/2006,0.694,A,F
07/07/2006,0.69445,A,F
10/07/2006,0.69205,A,F
11/07/2006,0.69225,A,F
12/07/2006,0.6915,A,F
13/07/2006,0.6897,A,F
14/07/2006,0.6875,A,F
17/07/2006,0.6884,A,F
18/07/2006,0.6849,A,F
19/07/2006,0.68365,A,F
20/07/2006,0.683,A,F
21/07/2006,0.6829,A,F
24/07/2006,0.6816,A,F
25/07/2006,0.6833,A,F
26/07/2006,0.68415,A,F
27/07/2006,0.6842,A,F
28/07/2006,0.6825,A,F
31/07/2006,0.6843,A,F
01/08/2006,0.6837,A,F
02/08/2006,0.68215,A,F
03/08/2006,0.67805,A,F
04/08/2006,0.6759,A,F
07/08/2006,0.674,A,F
08/08/2006,0.6738,A,F
09/08/2006,0.6753,A,F
10/08/2006,0.6752,A,F
11/08/2006,0.6738,A,F
14/08/2006,0.67435,A,F
15/08/2006,0.67365,A,F
16/08/2006,0.6762,A,F
17/08/2006,0.6791,A,F
18/08/2006,0.68035,A,F
21/08/2006,0.6808,A,F
22/08/2006,0.6784,A,F
23/08/2006,0.6773,A,F
24/08/2006,0.6774,A,F
25/08/2006,0.6762,A,F
28/08/2006,0.6755,A,F
29/08/2006,0.6745,A,F
30/08/2006,0.67405,A,F
31/08/2006,0.6741,A,F
01/09/2006,0.6728,A,F
04/09/2006,0.67475,A,F
05/09/2006,0.67495,A,F
06/09/2006,0.6791,A,F
07/09/2006,0.67955,A,F
08/09/2006,0.6793,A,F
11/09/2006,0.6816,A,F
12/09/2006,0.6785,A,F
13/09/2006,0.67655,A,F
14/09/2006,0.6743,A,F
15/09/2006,0.6739,A,F
18/09/2006,0.6748,A,F
19/09/2006,0.6732,A,F
20/09/2006,0.6731,A,F
21/09/2006,0.6706,A,F
22/09/2006,0.67365,A,F
25/09/2006,0.6712,A,F
26/09/2006,0.6695,A,F
27/09/2006,0.67105,A,F
28/09/2006,0.67715,A,F
29/09/2006,0.6777,A,F
02/10/2006,0.6779,A,F
03/10/2006,0.6742,A,F
04/10/2006,0.6743,A,F
05/10/2006,0.6761,A,F
06/10/2006,0.6729,A,F
09/10/2006,0.6756,A,F
10/10/2006,0.67475,A,F
11/10/2006,0.67575,A,F
12/10/2006,0.6753,A,F
13/10/2006,0.6744,A,F
16/10/2006,0.6727,A,F
17/10/2006,0.6708,A,F
18/10/2006,0.67005,A,F
19/10/2006,0.6723,A,F
20/10/2006,0.6693,A,F
23/10/2006,0.6706,A,F
24/10/2006,0.67015,A,F
25/10/2006,0.6702,A,F
26/10/2006,0.67155,A,F
27/10/2006,0.6706,A,F
30/10/2006,0.668,A,F
31/10/2006,0.6685,A,F
01/11/2006,0.66845,A,F
02/11/2006,0.6691,A,F
03/11/2006,0.6688,A,F
06/11/2006,0.6698,A,F
07/11/2006,0.66975,A,F
08/11/2006,0.67045,A,F
09/11/2006,0.6724,A,F
10/11/2006,0.6723,A,F
13/11/2006,0.6737,A,F
14/11/2006,0.67605,A,F
15/11/2006,0.6784,A,F
16/11/2006,0.6781,A,F
17/11/2006,0.6776,A,F
20/11/2006,0.6768,A,F
21/11/2006,0.6748,A,F
22/11/2006,0.6749,A,F
23/11/2006,0.6765,A,F
24/11/2006,0.6769,A,F
27/11/2006,0.6777,A,F
28/11/2006,0.67625,A,F
29/11/2006,0.6743,A,F
30/11/2006,0.67425,A,F
01/12/2006,0.6729,A,F
04/12/2006,0.6734,A,F
05/12/2006,0.6743,A,F
06/12/2006,0.6754,A,F
07/12/2006,0.6761,A,F
08/12/2006,0.6776,A,F
11/12/2006,0.6762,A,F
12/12/2006,0.6746,A,F
13/12/2006,0.6728,A,F
14/12/2006,0.67155,A,F
15/12/2006,0.6699,A,F
18/12/2006,0.67155,A,F
19/12/2006,0.67125,A,F
20/12/2006,0.6702,A,F
21/12/2006,0.6716,A,F
22/12/2006,0.6715,A,F
27/12/2006,0.67085,A,F
28/12/2006,0.67115,A,F
29/12/2006,0.6715,A,F
02/01/2007,0.6735,A,F
03/01/2007,0.6747,A,F
04/01/2007,0.6739,A,F
05/01/2007,0.6747,A,F
08/01/2007,0.6731,A,F
09/01/2007,0.67025,A,F
10/01/2007,0.6702,A,F
