_TIME_PERIOD,_OBS_VALUE,_OBS_STATUS,_OBS_CONF
11/01/2007,0.6654,A,F
12/01/2007,0.66165,A,F
15/01/2007,0.65845,A,F
16/01/2007,0.6592,A,F
17/01/2007,0.65685,A,F
18/01/2007,0.6565,A,F
19/01/2007,0.6565,A,F
22/01/2007,0.65485,A,F
23/01/2007,0.6552,A,F
24/01/2007,0.6595,A,F
25/01/2007,0.6585,A,F
26/01/2007,0.65825,A,F
29/01/2007,0.6602,A,F
30/01/2007,0.6603,A,F
31/01/2007,0.66325,A,F
01/02/2007,0.6613,A,F
02/02/2007,0.66135,A,F
05/02/2007,0.66115,A,F
06/02/2007,0.6578,A,F
07/02/2007,0.6585,A,F
08/02/2007,0.6632,A,F
09/02/2007,0.66755,A,F
12/02/2007,0.66565,A,F
13/02/2007,0.66995,A,F
14/02/2007,0.6693,A,F
15/02/2007,0.67115,A,F
16/02/2007,0.6731,A,F
19/02/2007,0.6751,A,F
20/02/2007,0.6733,A,F
21/02/2007,0.6726,A,F
22/02/2007,0.6719,A,F
23/02/2007,0.6692,A,F
26/02/2007,0.6706,A,F
27/02/2007,0.6737,A,F
28/02/2007,0.67365,A,F
01/03/2007,0.67365,A,F
02/03/2007,0.6768,A,F
05/03/2007,0.6822,A,F
06/03/2007,0.67965,A,F
07/03/2007,0.6812,A,F
08/03/2007,0.6814,A,F
09/03/2007,0.6806,A,F
12/03/2007,0.6822,A,F
13/03/2007,0.6831,A,F
14/03/2007,0.68535,A,F
15/03/2007,0.68275,A,F
16/03/2007,0.6842,A,F
19/03/2007,0.68325,A,F
20/03/2007,0.6791,A,F
21/03/2007,0.6789,A,F
22/03/2007,0.67855,A,F
23/03/2007,0.6778,A,F
26/03/2007,0.67635,A,F
27/03/2007,0.679,A,F
28/03/2007,0.6795,A,F
29/03/2007,0.6793,A,F
30/03/2007,0.6798,A,F
02/04/2007,0.6761,A,F
03/04/2007,0.6761,A,F
04/04/2007,0.67665,A,F
05/04/2007,0.6797,A,F
10/04/2007,0.6803,A,F
11/04/2007,0.6788,A,F
12/04/2007,0.6807,A,F
13/04/2007,0.6809,A,F
16/04/2007,0.68055,A,F
17/04/2007,0.6763,A,F
18/04/2007,0.6773,A,F
19/04/2007,0.6793,A,F
20/04/2007,0.6793,A,F
23/04/2007,0.678,A,F
24/04/2007,0.6793,A,F
25/04/2007,0.681,A,F
26/04/2007,0.68215,A,F
27/04/2007,0.68225,A,F
30/04/2007,0.6827,A,F
02/05/2007,0.6821,A,F
03/05/2007,0.6828,A,F
04/05/2007,0.6828,A,F
07/05/2007,0.6823,A,F
08/05/2007,0.6803,A,F
09/05/2007,0.67985,A,F
10/05/2007,0.6807,A,F
11/05/2007,0.6813,A,F
14/05/2007,0.68435,A,F
15/05/2007,0.68485,A,F
16/05/2007,0.68485,A,F
17/05/2007,0.68385,A,F
18/05/2007,0.6839,A,F
21/05/2007,0.68265,A,F
22/05/2007,0.68175,A,F
23/05/2007,0.6794,A,F
24/05/2007,0.6767,A,F
25/05/2007,0.6775,A,F
28/05/2007,0.67853,A,F
29/05/2007,0.6798,A,F
30/05/2007,0.6795,A,F
31/05/2007,0.68005,A,F
01/06/2007,0.67925,A,F
04/06/2007,0.67795,A,F
05/06/2007,0.6783,A,F
06/06/2007,0.6783,A,F
07/06/2007,0.679,A,F
08/06/2007,0.67885,A,F
11/06/2007,0.6784,A,F
12/06/2007,0.676,A,F
13/06/2007,0.6745,A,F
14/06/2007,0.67605,A,F
15/06/2007,0.67595,A,F
18/06/2007,0.6763,A,F
19/06/2007,0.67465,A,F
20/06/2007,0.6737,A,F
21/06/2007,0.6721,A,F
22/06/2007,0.67305,A,F
25/06/2007,0.6735,A,F
26/06/2007,0.67315,A,F
27/06/2007,0.67295,A,F
28/06/2007,0.67215,A,F
29/06/2007,0.674,A,F
02/07/2007,0.67565,A,F
03/07/2007,0.6751,A,F
04/07/2007,0.67535,A,F
05/07/2007,0.6756,A,F
06/07/2007,0.67635,A,F
09/07/2007,0.6763,A,F
10/07/2007,0.67735,A,F
11/07/2007,0.67695,A,F
12/07/2007,0.6783,A,F
13/07/2007,0.67795,A,F
16/07/2007,0.67655,A,F
17/07/2007,0.6732,A,F
18/07/2007,0.672,A,F
19/07/2007,0.67455,A,F
20/07/2007,0.6722,A,F
23/07/2007,0.67155,A,F
24/07/2007,0.6707,A,F
25/07/2007,0.66905,A,F
26/07/2007,0.6708,A,F
27/07/2007,0.672,A,F
30/07/2007,0.6753,A,F
31/07/2007,0.674,A,F
01/08/2007,0.6746,A,F
02/08/2007,0.67325,A,F
03/08/2007,0.6733,A,F
06/08/2007,0.68015,A,F
07/08/2007,0.68055,A,F
08/08/2007,0.67795,A,F
09/08/2007,0.67705,A,F
10/08/2007,0.67685,A,F
13/08/2007,0.67775,A,F
14/08/2007,0.6788,A,F
15/08/2007,0.6775,A,F
16/08/2007,0.6756,A,F
17/08/2007,0.6792,A,F
20/08/2007,0.6789,A,F
21/08/2007,0.68105,A,F
22/08/2007,0.67865,A,F
23/08/2007,0.6765,A,F
24/08/2007,0.67885,A,F
27/08/2007,0.6777,A,F
28/08/2007,0.6789,A,F
29/08/2007,0.6772,A,F
30/08/2007,0.678,A,F
31/08/2007,0.67795,A,F
03/09/2007,0.67575,A,F
04/09/2007,0.6752,A,F
05/09/2007,0.676,A,F
06/09/2007,0.6773,A,F
07/09/2007,0.6773,A,F
10/09/2007,0.67945,A,F
11/09/2007,0.6802,A,F
12/09/2007,0.6837,A,F
13/09/2007,0.68525,A,F
14/09/2007,0.68915,A,F
17/09/2007,0.6943,A,F
18/09/2007,0.6952,A,F
19/09/2007,0.69865,A,F
20/09/2007,0.6988,A,F
21/09/2007,0.6973,A,F
24/09/2007,0.6969,A,F
25/09/2007,0.70035,A,F
26/09/2007,0.7005,A,F
27/09/2007,0.6993,A,F
28/09/2007,0.6968,A,F
01/10/2007,0.69735,A,F
02/10/2007,0.6938,A,F
03/10/2007,0.6956,A,F
04/10/2007,0.69355,A,F
05/10/2007,0.69285,A,F
08/10/2007,0.69125,A,F
09/10/2007,0.69185,A,F
10/10/2007,0.6926,A,F
11/10/2007,0.697,A,F
12/10/2007,0.6985,A,F
15/10/2007,0.69695,A,F
16/10/2007,0.6965,A,F
17/10/2007,0.6973,A,F
18/10/2007,0.698,A,F
19/10/2007,0.6973,A,F
22/10/2007,0.6975,A,F
23/10/2007,0.69575,A,F
24/10/2007,0.6955,A,F
25/10/2007,0.69765,A,F
26/10/2007,0.701,A,F
29/10/2007,0.69895,A,F
30/10/2007,0.6972,A,F
31/10/2007,0.6973,A,F
01/11/2007,0.6924,A,F
02/11/2007,0.6951,A,F
05/11/2007,0.6962,A,F
06/11/2007,0.69685,A,F
07/11/2007,0.6996,A,F
08/11/2007,0.69625,A,F
09/11/2007,0.7004,A,F
12/11/2007,0.70445,A,F
13/11/2007,0.7047,A,F
14/11/2007,0.7104,A,F
15/11/2007,0.71485,A,F
16/11/2007,0.71625,A,F
19/11/2007,0.71445,A,F
20/11/2007,0.71715,A,F
21/11/2007,0.7197,A,F
22/11/2007,0.71855,A,F
23/11/2007,0.72025,A,F
26/11/2007,0.71795,A,F
27/11/2007,0.71855,A,F
28/11/2007,0.71375,A,F
29/11/2007,0.71475,A,F
30/11/2007,0.71455,A,F
03/12/2007,0.7107,A,F
04/12/2007,0.7149,A,F
05/12/2007,0.7224,A,F
06/12/2007,0.7185,A,F
07/12/2007,0.7202,A,F
10/12/2007,0.7195,A,F
11/12/2007,0.716,A,F
12/12/2007,0.7196,A,F
13/12/2007,0.71935,A,F
14/12/2007,0.7157,A,F
17/12/2007,0.7137,A,F
18/12/2007,0.71485,A,F
19/12/2007,0.7175,A,F
20/12/2007,0.7215,A,F
21/12/2007,0.7236,A,F
24/12/2007,0.7271,A,F
27/12/2007,0.72885,A,F
28/12/2007,0.7348,A,F
31/12/2007,0.73335,A,F
02/01/2008,0.7413,A,F
03/01/2008,0.7448,A,F
04/01/2008,0.74495,A,F
07/01/2008,0.74625,A,F
08/01/2008,0.7445,A,F
09/01/2008,0.74865,A,F
10/01/2008,0.7493,A,F
11/01/2008,0.7555,A,F
14/01/2008,0.76,A,F
15/01/2008,0.7565,A,F
16/01/2008,0.754,A,F
17/01/2008,0.74615,A,F
18/01/2008,0.7481,A,F
21/01/2008,0.74325,A,F
22/01/2008,0.74265,A,F
23/01/2008,0.7472,A,F
24/01/2008,0.74685,A,F
25/01/2008,0.7425,A,F
28/01/2008,0.743,A,F
29/01/2008,0.74295,A,F
30/01/2008,0.7434,A,F
31/01/2008,0.7477,A,F
01/02/2008,0.74955,A,F
04/02/2008,0.7502,A,F
05/02/2008,0.74605,A,F
06/02/2008,0.747,A,F
07/02/2008,0.7491,A,F
08/02/2008,0.7448,A,F
11/02/2008,0.7462,A,F
12/02/2008,0.7451,A,F
13/02/2008,0.74315,A,F
14/02/2008,0.7416,A,F
15/02/2008,0.7478,A,F
18/02/2008,0.7503,A,F
19/02/2008,0.7555,A,F
20/02/2008,0.7544,A,F
21/02/2008,0.7527,A,F
22/02/2008,0.7548,A,F
25/02/2008,0.7537,A,F
26/02/2008,0.7536,A,F
27/02/2008,0.7576,A,F
28/02/2008,0.76135,A,F
29/02/2008,0.7652,A,F
03/03/2008,0.766,A,F
04/03/2008,0.7656,A,F
05/03/2008,0.7685,A,F
06/03/2008,0.7638,A,F
07/03/2008,0.7647,A,F
10/03/2008,0.7605,A,F
11/03/2008,0.76455,A,F
12/03/2008,0.7666,A,F
13/03/2008,0.7658,A,F
14/03/2008,0.76755,A,F
17/03/2008,0.7857,A,F
18/03/2008,0.7817,A,F
19/03/2008,0.7859,A,F
20/03/2008,0.7783,A,F
25/03/2008,0.78105,A,F
26/03/2008,0.7881,A,F
27/03/2008,0.7829,A,F
28/03/2008,0.7908,A,F
31/03/2008,0.7958,A,F
01/04/2008,0.7888,A,F
02/04/2008,0.7885,A,F
03/04/2008,0.7832,A,F
04/04/2008,0.7855,A,F
07/04/2008,0.78935,A,F
08/04/2008,0.7974,A,F
09/04/2008,0.7977,A,F
10/04/2008,0.8011,A,F
11/04/2008,0.8017,A,F
14/04/2008,0.7986,A,F
15/04/2008,0.8049,A,F
16/04/2008,0.8061,A,F
17/04/2008,0.8017,A,F
18/04/2008,0.7907,A,F
21/04/2008,0.8007,A,F
22/04/2008,0.7998,A,F
23/04/2008,0.80345,A,F
24/04/2008,0.798,A,F
25/04/2008,0.78605,A,F
28/04/2008,0.7847,A,F
29/04/2008,0.78895,A,F
30/04/2008,0.79015,A,F
02/05/2008,0.779,A,F
05/05/2008,0.7852,A,F
06/05/2008,0.7881,A,F
07/05/2008,0.78865,A,F
08/05/2008,0.78505,A,F
09/05/2008,0.7938,A,F
12/05/2008,0.78885,A,F
13/05/2008,0.7938,A,F
14/05/2008,0.7951,A,F
15/05/2008,0.7972,A,F
16/05/2008,0.79585,A,F
19/05/2008,0.7976,A,F
20/05/2008,0.7964,A,F
21/05/2008,0.80145,A,F
22/05/2008,0.79405,A,F
23/05/2008,0.7944,A,F
26/05/2008,0.79655,A,F
27/05/2008,0.797,A,F
28/05/2008,0.79315,A,F
29/05/2008,0.7866,A,F
30/05/2008,0.786,A,F
02/06/2008,0.7915,A,F
03/06/2008,0.79105,A,F
04/06/2008,0.7902,A,F
05/06/2008,0.7897,A,F
06/06/2008,0.7971,A,F
09/06/2008,0.7974,A,F
10/06/2008,0.79335,A,F
11/06/2008,0.79145,A,F
12/06/2008,0.7912,A,F
13/06/2008,0.78835,A,F
16/06/2008,0.7873,A,F
17/06/2008,0.7944,A,F
18/06/2008,0.7933,A,F
19/06/2008,0.7863,A,F
20/06/2008,0.78965,A,F
23/06/2008,0.79155,A,F
24/06/2008,0.79095,A,F
25/06/2008,0.7907,A,F
26/06/2008,0.79195,A,F
27/06/2008,0.79235,A,F
30/06/2008,0.79225,A,F
01/07/2008,0.7909,A,F
02/07/2008,0.7952,A,F
03/07/2008,0.7992,A,F
04/07/2008,0.7908,A,F
07/07/2008,0.7963,A,F
08/07/2008,0.7944,A,F
09/07/2008,0.79655,A,F
10/07/2008,0.79565,A,F
11/07/2008,0.79915,A,F
14/07/2008,0.7975,A,F
15/07/2008,0.79555,A,F
16/07/2008,0.79395,A,F
17/07/2008,0.7914,A,F
18/07/2008,0.79315,A,F
21/07/2008,0.7946,A,F
22/07/2008,0.79355,A,F
23/07/2008,0.7872,A,F
24/07/2008,0.789,A,F
25/07/2008,0.7888,A,F
28/07/2008,0.7925,A,F
29/07/2008,0.78975,A,F
30/07/2008,0.7867,A,F
31/07/2008,0.78895,A,F
01/08/2008,0.78785,A,F
04/08/2008,0.79165,A,F
05/08/2008,0.79285,A,F
06/08/2008,0.79205,A,F
07/08/2008,0.79255,A,F
08/08/2008,0.7841,A,F
11/08/2008,0.78165,A,F
12/08/2008,0.7844,A,F
13/08/2008,0.7942,A,F
14/08/2008,0.7953,A,F
15/08/2008,0.7907,A,F
18/08/2008,0.7881,A,F
19/08/2008,0.7885,A,F
20/08/2008,0.79315,A,F
21/08/2008,0.7936,A,F
22/08/2008,0.7966,A,F
25/08/2008,0.7966,A,F
26/08/2008,0.7953,A,F
27/08/2008,0.7997,A,F
28/08/2008,0.8047,A,F
29/08/2008,0.805,A,F
01/09/2008,0.81165,A,F
02/09/2008,0.81295,A,F
03/09/2008,0.8133,A,F
04/09/2008,0.813,A,F
05/09/2008,0.8093,A,F
08/09/2008,0.8072,A,F
09/09/2008,0.803,A,F
10/09/2008,0.802,A,F
11/09/2008,0.7941,A,F
12/09/2008,0.7962,A,F
15/09/2008,0.79395,A,F
16/09/2008,0.7975,A,F
17/09/2008,0.79515,A,F
18/09/2008,0.7944,A,F
19/09/2008,0.7873,A,F
22/09/2008,0.792,A,F
23/09/2008,0.79505,A,F
24/09/2008,0.79235,A,F
25/09/2008,0.792,A,F
26/09/2008,0.79475,A,F
29/09/2008,0.7959,A,F
30/09/2008,0.7903,A,F
01/10/2008,0.7919,A,F
02/10/2008,0.7872,A,F
03/10/2008,0.78355,A,F
06/10/2008,0.7728,A,F
07/10/2008,0.77725,A,F
08/10/2008,0.7809,A,F
09/10/2008,0.7895,A,F
10/10/2008,0.798,A,F
13/10/2008,0.7854,A,F
14/10/2008,0.78105,A,F
15/10/2008,0.77615,A,F
16/10/2008,0.78265,A,F
17/10/2008,0.7751,A,F
20/10/2008,0.77165,A,F
21/10/2008,0.777,A,F
22/10/2008,0.78815,A,F
23/10/2008,0.7917,A,F
24/10/2008,0.8061,A,F
27/10/2008,0.8063,A,F
28/10/2008,0.7979,A,F
29/10/2008,0.7958,A,F
30/10/2008,0.7907,A,F
31/10/2008,0.7869,A,F
03/11/2008,0.7969,A,F
04/11/2008,0.8075,A,F
05/11/2008,0.8065,A,F
06/11/2008,0.805,A,F
07/11/2008,0.80845,A,F
10/11/2008,0.8165,A,F
11/11/2008,0.8147,A,F
12/11/2008,0.8231,A,F
13/11/2008,0.8442,A,F
14/11/2008,0.8598,A,F
17/11/2008,0.84825,A,F
18/11/2008,0.8421,A,F
19/11/2008,0.8398,A,F
20/11/2008,0.8421,A,F
21/11/2008,0.841,A,F
24/11/2008,0.8517,A,F
25/11/2008,0.85375,A,F
26/11/2008,0.8456,A,F
27/11/2008,0.8358,A,F
28/11/2008,0.8299,A,F
01/12/2008,0.84155,A,F
02/12/2008,0.84695,A,F
03/12/2008,0.85475,A,F
04/12/2008,0.8626,A,F
05/12/2008,0.8666,A,F
08/12/2008,0.8651,A,F
09/12/2008,0.8711,A,F
10/12/2008,0.87325,A,F
11/12/2008,0.8869,A,F
12/12/2008,0.89235,A,F
15/12/2008,0.8994,A,F
16/12/2008,0.8936,A,F
17/12/2008,0.91855,A,F
18/12/2008,0.9509,A,F
19/12/2008,0.9287,A,F
22/12/2008,0.9432,A,F
23/12/2008,0.94395,A,F
24/12/2008,0.9493,A,F
29/12/2008,0.97855,A,F
30/12/2008,0.9742,A,F
31/12/2008,0.9525,A,F
02/01/2009,0.961,A,F
05/01/2009,0.9358,A,F
06/01/2009,0.9176,A,F
07/01/2009,0.9043,A,F
08/01/2009,0.8933,A,F
09/01/2009,0.8948,A,F
12/01/2009,0.8956,A,F
13/01/2009,0.9112,A,F
14/01/2009,0.9083,A,F
15/01/2009,0.8966,A,F
16/01/2009,0.8893,A,F
19/01/2009,0.9047,A,F
20/01/2009,0.9311,A,F
21/01/2009,0.9386,A,F
22/01/2009,0.9441,A,F
23/01/2009,0.9387,A,F
26/01/2009,0.9395,A,F
27/01/2009,0.9352,A,F
28/01/2009,0.92725,A,F
29/01/2009,0.91725,A,F
30/01/2009,0.89785,A,F
02/02/2009,0.90335,A,F
03/02/2009,0.9029,A,F
04/02/2009,0.8901,A,F
05/02/2009,0.878,A,F
06/02/2009,0.8706,A,F
09/02/2009,0.871,A,F
10/02/2009,0.8771,A,F
11/02/2009,0.9,A,F
12/02/2009,0.903,A,F
13/02/2009,0.88415,A,F
16/02/2009,0.8945,A,F
17/02/2009,0.8851,A,F
18/02/2009,0.8846,A,F
19/02/2009,0.8823,A,F
20/02/2009,0.881,A,F
23/02/2009,0.878,A,F
24/02/2009,0.8797,A,F
25/02/2009,0.8884,A,F
26/02/2009,0.8913,A,F
27/02/2009,0.8931,A,F
02/03/2009,0.8933,A,F
03/03/2009,0.89575,A,F
04/03/2009,0.8902,A,F
05/03/2009,0.8903,A,F
06/03/2009,0.89,A,F
09/03/2009,0.9114,A,F
10/03/2009,0.9229,A,F
11/03/2009,0.9255,A,F
12/03/2009,0.9308,A,F
13/03/2009,0.922,A,F
16/03/2009,0.92055,A,F
17/03/2009,0.9265,A,F
18/03/2009,0.9391,A,F
19/03/2009,0.9405,A,F
20/03/2009,0.9395,A,F
23/03/2009,0.92945,A,F
24/03/2009,0.9206,A,F
25/03/2009,0.92425,A,F
26/03/2009,0.9316,A,F
27/03/2009,0.9285,A,F
30/03/2009,0.9291,A,F
31/03/2009,0.9308,A,F
01/04/2009,0.9206,A,F
02/04/2009,0.9129,A,F
03/04/2009,0.9093,A,F
06/04/2009,0.9052,A,F
07/04/2009,0.90505,A,F
08/04/2009,0.89935,A,F
09/04/2009,0.9044,A,F
14/04/2009,0.8915,A,F
15/04/2009,0.8821,A,F
16/04/2009,0.8856,A,F
17/04/2009,0.8828,A,F
20/04/2009,0.8896,A,F
21/04/2009,0.8886,A,F
22/04/2009,0.8882,A,F
23/04/2009,0.8968,A,F
24/04/2009,0.906,A,F
27/04/2009,0.90075,A,F
28/04/2009,0.89035,A,F
29/04/2009,0.89875,A,F
30/04/2009,0.89335,A,F
04/05/2009,0.8897,A,F
05/05/2009,0.8859,A,F
06/05/2009,0.8861,A,F
07/05/2009,0.8847,A,F
08/05/2009,0.8907,A,F
11/05/2009,0.8986,A,F
12/05/2009,0.8934,A,F
13/05/2009,0.8998,A,F
14/05/2009,0.8981,A,F
15/05/2009,0.8905,A,F
18/05/2009,0.8825,A,F
19/05/2009,0.8794,A,F
20/05/2009,0.8826,A,F
21/05/2009,0.879,A,F
22/05/2009,0.8781,A,F
25/05/2009,0.8803,A,F
26/05/2009,0.876,A,F
27/05/2009,0.8706,A,F
28/05/2009,0.87,A,F
29/05/2009,0.8729,A,F
01/06/2009,0.868,A,F
02/06/2009,0.8652,A,F
03/06/2009,0.8597,A,F
04/06/2009,0.8689,A,F
05/06/2009,0.8792,A,F
08/06/2009,0.8709,A,F
09/06/2009,0.8632,A,F
10/06/2009,0.8583,A,F
11/06/2009,0.8507,A,F
12/06/2009,0.8538,A,F
15/06/2009,0.8472,A,F
16/06/2009,0.8437,A,F
17/06/2009,0.8522,A,F
18/06/2009,0.8583,A,F
19/06/2009,0.84715,A,F
22/06/2009,0.84255,A,F
23/06/2009,0.85735,A,F
24/06/2009,0.8493,A,F
25/06/2009,0.8567,A,F
26/06/2009,0.8543,A,F
29/06/2009,0.84865,A,F
30/06/2009,0.8521,A,F
01/07/2009,0.8562,A,F
02/07/2009,0.8573,A,F
03/07/2009,0.85625,A,F
06/07/2009,0.8612,A,F
07/07/2009,0.8638,A,F
08/07/2009,0.86495,A,F
09/07/2009,0.8606,A,F
10/07/2009,0.858,A,F
13/07/2009,0.8678,A,F
14/07/2009,0.85755,A,F
15/07/2009,0.8576,A,F
16/07/2009,0.8591,A,F
17/07/2009,0.8653,A,F
20/07/2009,0.8601,A,F
21/07/2009,0.8653,A,F
22/07/2009,0.8648,A,F
23/07/2009,0.8617,A,F
24/07/2009,0.867,A,F
27/07/2009,0.8653,A,F
28/07/2009,0.8622,A,F
29/07/2009,0.8611,A,F
30/07/2009,0.8524,A,F
31/07/2009,0.8556,A,F
03/08/2009,0.8492,A,F
04/08/2009,0.84845,A,F
05/08/2009,0.84695,A,F
06/08/2009,0.8524,A,F
07/08/2009,0.8567,A,F
10/08/2009,0.85355,A,F
11/08/2009,0.8584,A,F
12/08/2009,0.85965,A,F
13/08/2009,0.85865,A,F
14/08/2009,0.8616,A,F
17/08/2009,0.8629,A,F
18/08/2009,0.8566,A,F
19/08/2009,0.8608,A,F
20/08/2009,0.8638,A,F
21/08/2009,0.8657,A,F
24/08/2009,0.8682,A,F
25/08/2009,0.87405,A,F
26/08/2009,0.878,A,F
27/08/2009,0.8804,A,F
28/08/2009,0.8784,A,F
31/08/2009,0.88135,A,F
01/09/2009,0.8815,A,F
02/09/2009,0.8751,A,F
03/09/2009,0.8747,A,F
04/09/2009,0.872,A,F
07/09/2009,0.8735,A,F
08/09/2009,0.87365,A,F
09/09/2009,0.8793,A,F
10/09/2009,0.87575,A,F
11/09/2009,0.8739,A,F
14/09/2009,0.879,A,F
15/09/2009,0.8869,A,F
16/09/2009,0.8897,A,F
17/09/2009,0.8905,A,F
18/09/2009,0.9003,A,F
21/09/2009,0.9066,A,F
22/09/2009,0.9047,A,F
23/09/2009,0.8994,A,F
24/09/2009,0.91065,A,F
25/09/2009,0.91875,A,F
28/09/2009,0.92265,A,F
29/09/2009,0.9118,A,F
30/09/2009,0.9093,A,F
01/10/2009,0.91085,A,F
02/10/2009,0.9172,A,F
05/10/2009,0.9171,A,F
06/10/2009,0.92605,A,F
07/10/2009,0.9249,A,F
08/10/2009,0.92,A,F
09/10/2009,0.92285,A,F
12/10/2009,0.9333,A,F
13/10/2009,0.9408,A,F
14/10/2009,0.93025,A,F
15/10/2009,0.9147,A,F
16/10/2009,0.91175,A,F
19/10/2009,0.9143,A,F
20/10/2009,0.9117,A,F
21/10/2009,0.9001,A,F
22/10/2009,0.9053,A,F
23/10/2009,0.9172,A,F
26/10/2009,0.9194,A,F
27/10/2009,0.90775,A,F
28/10/2009,0.9057,A,F
29/10/2009,0.8975,A,F
30/10/2009,0.89375,A,F
02/11/2009,0.9033,A,F
03/11/2009,0.8986,A,F
04/11/2009,0.8936,A,F
05/11/2009,0.8953,A,F
06/11/2009,0.896,A,F
09/11/2009,0.89365,A,F
10/11/2009,0.8986,A,F
11/11/2009,0.9029,A,F
12/11/2009,0.902,A,F
13/11/2009,0.89125,A,F
16/11/2009,0.89485,A,F
17/11/2009,0.88625,A,F
18/11/2009,0.8895,A,F
19/11/2009,0.89385,A,F
20/11/2009,0.89915,A,F
23/11/2009,0.90075,A,F
24/11/2009,0.9031,A,F
25/11/2009,0.9031,A,F
26/11/2009,0.911,A,F
27/11/2009,0.9091,A,F
30/11/2009,0.91155,A,F
01/12/2009,0.90985,A,F
02/12/2009,0.9043,A,F
03/12/2009,0.90915,A,F
04/12/2009,0.9048,A,F
07/12/2009,0.90505,A,F
08/12/2009,0.907,A,F
09/12/2009,0.9046,A,F
10/12/2009,0.9043,A,F
11/12/2009,0.90515,A,F
14/12/2009,0.9006,A,F
15/12/2009,0.896,A,F
16/12/2009,0.88945,A,F
17/12/2009,0.88995,A,F
18/12/2009,0.887,A,F
21/12/2009,0.8918,A,F
22/12/2009,0.89305,A,F
23/12/2009,0.8947,A,F
24/12/2009,0.9008,A,F
28/12/2009,0.90143,A,F
29/12/2009,0.9027,A,F
30/12/2009,0.904,A,F
31/12/2009,0.8881,A,F
04/01/2010,0.8914,A,F
05/01/2010,0.90045,A,F
06/01/2010,0.8986,A,F
07/01/2010,0.8996,A,F
08/01/2010,0.8934,A,F
11/01/2010,0.8989,A,F
12/01/2010,0.8972,A,F
13/01/2010,0.8946,A,F
14/01/2010,0.8905,A,F
15/01/2010,0.88105,A,F
18/01/2010,0.8795,A,F
19/01/2010,0.8743,A,F
20/01/2010,0.8692,A,F
21/01/2010,0.87,A,F
22/01/2010,0.8763,A,F
25/01/2010,0.8773,A,F
26/01/2010,0.8733,A,F
27/01/2010,0.86725,A,F
28/01/2010,0.8616,A,F
29/01/2010,0.86655,A,F
01/02/2010,0.87485,A,F
02/02/2010,0.87375,A,F
03/02/2010,0.8762,A,F
04/02/2010,0.8731,A,F
05/02/2010,0.87325,A,F
08/02/2010,0.8761,A,F
09/02/2010,0.8804,A,F
10/02/2010,0.8798,A,F
11/02/2010,0.8775,A,F
12/02/2010,0.8691,A,F
15/02/2010,0.8676,A,F
16/02/2010,0.8705,A,F
17/02/2010,0.869,A,F
18/02/2010,0.8704,A,F
19/02/2010,0.8783,A,F
22/02/2010,0.8797,A,F
23/02/2010,0.8802,A,F
24/02/2010,0.8775,A,F
25/02/2010,0.8809,A,F
26/02/2010,0.8927,A,F
01/03/2010,0.9067,A,F
02/03/2010,0.90635,A,F
03/03/2010,0.9057,A,F
04/03/2010,0.905,A,F
05/03/2010,0.9025,A,F
08/03/2010,0.9024,A,F
09/03/2010,0.9064,A,F
10/03/2010,0.9114,A,F
11/03/2010,0.9086,A,F
12/03/2010,0.9083,A,F
15/03/2010,0.9105,A,F
16/03/2010,0.9069,A,F
17/03/2010,0.8962,A,F
18/03/2010,0.894,A,F
19/03/2010,0.8945,A,F
22/03/2010,0.899,A,F
23/03/2010,0.9005,A,F
24/03/2010,0.8946,A,F
25/03/2010,0.8944,A,F
26/03/2010,0.9004,A,F
29/03/2010,0.8994,A,F
30/03/2010,0.8933,A,F
31/03/2010,0.8898,A,F
01/04/2010,0.88485,A,F
06/04/2010,0.8824,A,F
07/04/2010,0.87885,A,F
08/04/2010,0.875,A,F
09/04/2010,0.872,A,F
12/04/2010,0.8825,A,F
13/04/2010,0.8812,A,F
14/04/2010,0.8814,A,F
15/04/2010,0.87735,A,F
16/04/2010,0.8771,A,F
19/04/2010,0.8805,A,F
20/04/2010,0.8765,A,F
21/04/2010,0.869,A,F
22/04/2010,0.86675,A,F
23/04/2010,0.8673,A,F
26/04/2010,0.8624,A,F
27/04/2010,0.86705,A,F
28/04/2010,0.8708,A,F
29/04/2010,0.86785,A,F
30/04/2010,0.8703,A,F
03/05/2010,0.868,A,F
04/05/2010,0.86325,A,F
05/05/2010,0.8551,A,F
06/05/2010,0.84295,A,F
07/05/2010,0.86805,A,F
10/05/2010,0.86405,A,F
11/05/2010,0.8596,A,F
12/05/2010,0.8494,A,F
13/05/2010,0.853,A,F
14/05/2010,0.8571,A,F
17/05/2010,0.8554,A,F
18/05/2010,0.85895,A,F
19/05/2010,0.85805,A,F
20/05/2010,0.8644,A,F
21/05/2010,0.87035,A,F
24/05/2010,0.8608,A,F
25/05/2010,0.85205,A,F
26/05/2010,0.8547,A,F
27/05/2010,0.84625,A,F
28/05/2010,0.84995,A,F
31/05/2010,0.84863,A,F
01/06/2010,0.8347,A,F
02/06/2010,0.83345,A,F
03/06/2010,0.8357,A,F
04/06/2010,0.82745,A,F
07/06/2010,0.8246,A,F
08/06/2010,0.82805,A,F
09/06/2010,0.8259,A,F
10/06/2010,0.8252,A,F
11/06/2010,0.8293,A,F
14/06/2010,0.8308,A,F
15/06/2010,0.832,A,F
16/06/2010,0.83085,A,F
17/06/2010,0.8349,A,F
