"Time (CET/CEST)","BZN|NL > BZN|GB [MW]","BZN|GB > BZN|NL [MW]"
"01.01.2022 00:00 - 01.01.2022 01:00","633","0"
"01.01.2022 01:00 - 01.01.2022 01:15","591","0"
"01.01.2022 01:15 - 01.01.2022 01:30","591","0"
"01.01.2022 01:30 - 01.01.2022 01:45","591","0"
"01.01.2022 01:45 - 01.01.2022 02:00","591","0"
"01.01.2022 02:00 - 01.01.2022 02:15","456","0"
"01.01.2022 02:15 - 01.01.2022 02:30","456","0"
"01.01.2022 02:30 - 01.01.2022 02:45","456","0"
"01.01.2022 02:45 - 01.01.2022 03:00","456","0"
"01.01.2022 03:00 - 01.01.2022 03:15","0","412"
"01.01.2022 03:15 - 01.01.2022 03:30","0","412"
"01.01.2022 03:30 - 01.01.2022 03:45","0","412"
"01.01.2022 03:45 - 01.01.2022 04:00","0","412"
"01.01.2022 04:00 - 01.01.2022 04:15","0","795"
"01.01.2022 04:15 - 01.01.2022 04:30","0","795"
"01.01.2022 04:30 - 01.01.2022 04:45","0","795"
"01.01.2022 04:45 - 01.01.2022 05:00","0","795"
"01.01.2022 05:00 - 01.01.2022 05:15","0","994"
"01.01.2022 05:15 - 01.01.2022 05:30","0","994"
"01.01.2022 05:30 - 01.01.2022 05:45","0","994"
"01.01.2022 05:45 - 01.01.2022 06:00","0","994"
"01.01.2022 06:00 - 01.01.2022 06:15","0","995"
"01.01.2022 06:15 - 01.01.2022 06:30","0","995"
"01.01.2022 06:30 - 01.01.2022 06:45","0","995"
"01.01.2022 06:45 - 01.01.2022 07:00","0","995"
"01.01.2022 07:00 - 01.01.2022 07:15","0","995"
"01.01.2022 07:15 - 01.01.2022 07:30","0","995"
"01.01.2022 07:30 - 01.01.2022 07:45","0","995"
"01.01.2022 07:45 - 01.01.2022 08:00","0","995"
"01.01.2022 08:00 - 01.01.2022 08:15","0","995"
"01.01.2022 08:15 - 01.01.2022 08:30","0","995"
"01.01.2022 08:30 - 01.01.2022 08:45","0","995"
"01.01.2022 08:45 - 01.01.2022 09:00","0","995"
"01.01.2022 09:00 - 01.01.2022 09:15","0","995"
"01.01.2022 09:15 - 01.01.2022 09:30","0","995"
"01.01.2022 09:30 - 01.01.2022 09:45","0","995"
"01.01.2022 09:45 - 01.01.2022 10:00","0","995"
"01.01.2022 10:00 - 01.01.2022 10:15","0","995"
"01.01.2022 10:15 - 01.01.2022 10:30","0","995"
"01.01.2022 10:30 - 01.01.2022 10:45","0","995"
"01.01.2022 10:45 - 01.01.2022 11:00","0","995"
"01.01.2022 11:00 - 01.01.2022 11:15","0","705"
"01.01.2022 11:15 - 01.01.2022 11:30","0","705"
"01.01.2022 11:30 - 01.01.2022 11:45","0","705"
"01.01.2022 11:45 - 01.01.2022 12:00","0","705"
"01.01.2022 12:00 - 01.01.2022 12:15","265","0"
"01.01.2022 12:15 - 01.01.2022 12:30","265","0"
"01.01.2022 12:30 - 01.01.2022 12:45","265","0"
"01.01.2022 12:45 - 01.01.2022 13:00","265","0"
"01.01.2022 13:00 - 01.01.2022 13:15","0","211"
"01.01.2022 13:15 - 01.01.2022 13:30","0","211"
"01.01.2022 13:30 - 01.01.2022 13:45","0","211"
"01.01.2022 13:45 - 01.01.2022 14:00","0","211"
"01.01.2022 14:00 - 01.01.2022 14:15","0","388"
"01.01.2022 14:15 - 01.01.2022 14:30","0","388"
"01.01.2022 14:30 - 01.01.2022 14:45","0","388"
"01.01.2022 14:45 - 01.01.2022 15:00","0","388"
"01.01.2022 15:00 - 01.01.2022 15:15","0","119"
"01.01.2022 15:15 - 01.01.2022 15:30","0","119"
"01.01.2022 15:30 - 01.01.2022 15:45","0","119"
"01.01.2022 15:45 - 01.01.2022 16:00","0","119"
"01.01.2022 16:00 - 01.01.2022 16:15","163","0"
"01.01.2022 16:15 - 01.01.2022 16:30","163","0"
"01.01.2022 16:30 - 01.01.2022 16:45","163","0"
"01.01.2022 16:45 - 01.01.2022 17:00","163","0"
"01.01.2022 17:00 - 01.01.2022 17:15","0","92"
"01.01.2022 17:15 - 01.01.2022 17:30","0","92"
"01.01.2022 17:30 - 01.01.2022 17:45","0","92"
"01.01.2022 17:45 - 01.01.2022 18:00","0","92"
"01.01.2022 18:00 - 01.01.2022 18:15","516","0"
"01.01.2022 18:15 - 01.01.2022 18:30","516","0"
"01.01.2022 18:30 - 01.01.2022 18:45","516","0"
"01.01.2022 18:45 - 01.01.2022 19:00","516","0"
"01.01.2022 19:00 - 01.01.2022 19:15","576","0"
"01.01.2022 19:15 - 01.01.2022 19:30","576","0"
"01.01.2022 19:30 - 01.01.2022 19:45","576","0"
"01.01.2022 19:45 - 01.01.2022 20:00","576","0"
"01.01.2022 20:00 - 01.01.2022 20:15","658","0"
"01.01.2022 20:15 - 01.01.2022 20:30","658","0"
"01.01.2022 20:30 - 01.01.2022 20:45","658","0"
"01.01.2022 20:45 - 01.01.2022 21:00","658","0"
"01.01.2022 21:00 - 01.01.2022 21:15","398","0"
"01.01.2022 21:15 - 01.01.2022 21:30","398","0"
"01.01.2022 21:30 - 01.01.2022 21:45","398","0"
"01.01.2022 21:45 - 01.01.2022 22:00","398","0"
"01.01.2022 22:00 - 01.01.2022 22:15","889","0"
"01.01.2022 22:15 - 01.01.2022 22:30","889","0"
"01.01.2022 22:30 - 01.01.2022 22:45","889","0"
"01.01.2022 22:45 - 01.01.2022 23:00","889","0"
"01.01.2022 23:00 - 01.01.2022 23:15","562","42"
"01.01.2022 23:15 - 01.01.2022 23:30","562","42"
"01.01.2022 23:30 - 01.01.2022 23:45","562","42"
"01.01.2022 23:45 - 02.01.2022 00:00","562","42"
"02.01.2022 00:00 - 02.01.2022 00:15","0","599"
"02.01.2022 00:15 - 02.01.2022 00:30","0","599"
"02.01.2022 00:30 - 02.01.2022 00:45","0","599"
"02.01.2022 00:45 - 02.01.2022 01:00","0","596"
"02.01.2022 01:00 - 02.01.2022 01:15","0","229"
"02.01.2022 01:15 - 02.01.2022 01:30","0","229"
"02.01.2022 01:30 - 02.01.2022 01:45","0","229"
"02.01.2022 01:45 - 02.01.2022 02:00","0","89"
"02.01.2022 02:00 - 02.01.2022 02:15","190","0"
"02.01.2022 02:15 - 02.01.2022 02:30","191","0"
"02.01.2022 02:30 - 02.01.2022 02:45","191","0"
"02.01.2022 02:45 - 02.01.2022 03:00","190","0"
"02.01.2022 03:00 - 02.01.2022 03:15","0","380"
"02.01.2022 03:15 - 02.01.2022 03:30","0","421"
"02.01.2022 03:30 - 02.01.2022 03:45","0","421"
"02.01.2022 03:45 - 02.01.2022 04:00","0","421"
"02.01.2022 04:00 - 02.01.2022 04:15","0","522"
"02.01.2022 04:15 - 02.01.2022 04:30","0","522"
"02.01.2022 04:30 - 02.01.2022 04:45","0","521"
"02.01.2022 04:45 - 02.01.2022 05:00","0","524"
"02.01.2022 05:00 - 02.01.2022 05:15","0","620"
"02.01.2022 05:15 - 02.01.2022 05:30","0","620"
"02.01.2022 05:30 - 02.01.2022 05:45","0","620"
"02.01.2022 05:45 - 02.01.2022 06:00","0","763"
"02.01.2022 06:00 - 02.01.2022 06:15","0","1038"
"02.01.2022 06:15 - 02.01.2022 06:30","0","1038"
"02.01.2022 06:30 - 02.01.2022 06:45","0","1038"
"02.01.2022 06:45 - 02.01.2022 07:00","0","973"
"02.01.2022 07:00 - 02.01.2022 07:15","0","841"
"02.01.2022 07:15 - 02.01.2022 07:30","0","841"
"02.01.2022 07:30 - 02.01.2022 07:45","0","841"
"02.01.2022 07:45 - 02.01.2022 08:00","0","738"
"02.01.2022 08:00 - 02.01.2022 08:15","0","536"
"02.01.2022 08:15 - 02.01.2022 08:30","0","535"
"02.01.2022 08:30 - 02.01.2022 08:45","0","536"
"02.01.2022 08:45 - 02.01.2022 09:00","0","550"
"02.01.2022 09:00 - 02.01.2022 09:15","0","580"
"02.01.2022 09:15 - 02.01.2022 09:30","0","579"
"02.01.2022 09:30 - 02.01.2022 09:45","0","579"
"02.01.2022 09:45 - 02.01.2022 10:00","0","16"
"02.01.2022 10:00 - 02.01.2022 10:15","448","0"
"02.01.2022 10:15 - 02.01.2022 10:30","448","0"
"02.01.2022 10:30 - 02.01.2022 10:45","448","0"
"02.01.2022 10:45 - 02.01.2022 11:00","489","0"
"02.01.2022 11:00 - 02.01.2022 11:15","570","0"
"02.01.2022 11:15 - 02.01.2022 11:30","570","0"
"02.01.2022 11:30 - 02.01.2022 11:45","570","0"
"02.01.2022 11:45 - 02.01.2022 12:00","572","0"
"02.01.2022 12:00 - 02.01.2022 12:15","622","0"
"02.01.2022 12:15 - 02.01.2022 12:30","622","0"
"02.01.2022 12:30 - 02.01.2022 12:45","621","0"
"02.01.2022 12:45 - 02.01.2022 13:00","768","0"
"02.01.2022 13:00 - 02.01.2022 13:15","1043","0"
"02.01.2022 13:15 - 02.01.2022 13:30","1043","0"
"02.01.2022 13:30 - 02.01.2022 13:45","1044","0"
"02.01.2022 13:45 - 02.01.2022 14:00","1050","0"
"02.01.2022 14:00 - 02.01.2022 14:15","1064","0"
"02.01.2022 14:15 - 02.01.2022 14:30","1065","0"
"02.01.2022 14:30 - 02.01.2022 14:45","1065","0"
"02.01.2022 14:45 - 02.01.2022 15:00","1063","0"
"02.01.2022 15:00 - 02.01.2022 15:15","1014","0"
"02.01.2022 15:15 - 02.01.2022 15:30","1015","0"
"02.01.2022 15:30 - 02.01.2022 15:45","1015","0"
"02.01.2022 15:45 - 02.01.2022 16:00","1014","0"
"02.01.2022 16:00 - 02.01.2022 16:15","616","0"
"02.01.2022 16:15 - 02.01.2022 16:30","617","0"
"02.01.2022 16:30 - 02.01.2022 16:45","616","0"
"02.01.2022 16:45 - 02.01.2022 17:00","739","0"
"02.01.2022 17:00 - 02.01.2022 17:15","983","0"
"02.01.2022 17:15 - 02.01.2022 17:30","983","0"
"02.01.2022 17:30 - 02.01.2022 17:45","983","0"
"02.01.2022 17:45 - 02.01.2022 18:00","986","0"
"02.01.2022 18:00 - 02.01.2022 18:15","1049","0"
"02.01.2022 18:15 - 02.01.2022 18:30","1049","0"
"02.01.2022 18:30 - 02.01.2022 18:45","1048","0"
"02.01.2022 18:45 - 02.01.2022 19:00","974","0"
"02.01.2022 19:00 - 02.01.2022 19:15","827","0"
"02.01.2022 19:15 - 02.01.2022 19:30","827","0"
"02.01.2022 19:30 - 02.01.2022 19:45","828","0"
"02.01.2022 19:45 - 02.01.2022 20:00","829","0"
"02.01.2022 20:00 - 02.01.2022 20:15","962","0"
"02.01.2022 20:15 - 02.01.2022 20:30","962","0"
"02.01.2022 20:30 - 02.01.2022 20:45","962","0"
"02.01.2022 20:45 - 02.01.2022 21:00","962","0"
"02.01.2022 21:00 - 02.01.2022 21:15","985","0"
"02.01.2022 21:15 - 02.01.2022 21:30","985","0"
"02.01.2022 21:30 - 02.01.2022 21:45","984","0"
"02.01.2022 21:45 - 02.01.2022 22:00","985","0"
"02.01.2022 22:00 - 02.01.2022 22:15","789","0"
"02.01.2022 22:15 - 02.01.2022 22:30","790","0"
"02.01.2022 22:30 - 02.01.2022 22:45","789","0"
"02.01.2022 22:45 - 02.01.2022 23:00","0","162"
"02.01.2022 23:00 - 02.01.2022 23:15","0","601"
"02.01.2022 23:15 - 02.01.2022 23:30","0","601"
"02.01.2022 23:30 - 02.01.2022 23:45","0","600"
"02.01.2022 23:45 - 03.01.2022 00:00","0","600"
"03.01.2022 00:00 - 03.01.2022 00:15","0","164"
"03.01.2022 00:15 - 03.01.2022 00:30","0","164"
"03.01.2022 00:30 - 03.01.2022 00:45","0","164"
"03.01.2022 00:45 - 03.01.2022 01:00","0","109"
"03.01.2022 01:00 - 03.01.2022 01:15","1","0"
"03.01.2022 01:15 - 03.01.2022 01:30","1","0"
"03.01.2022 01:30 - 03.01.2022 01:45","1","0"
"03.01.2022 01:45 - 03.01.2022 02:00","0","0"
"03.01.2022 02:00 - 03.01.2022 02:15","371","0"
"03.01.2022 02:15 - 03.01.2022 02:30","370","0"
"03.01.2022 02:30 - 03.01.2022 02:45","370","0"
"03.01.2022 02:45 - 03.01.2022 03:00","283","0"
"03.01.2022 03:00 - 03.01.2022 03:15","106","0"
"03.01.2022 03:15 - 03.01.2022 03:30","105","0"
"03.01.2022 03:30 - 03.01.2022 03:45","105","0"
"03.01.2022 03:45 - 03.01.2022 04:00","71","0"
"03.01.2022 04:00 - 03.01.2022 04:15","0","617"
"03.01.2022 04:15 - 03.01.2022 04:30","0","678"
"03.01.2022 04:30 - 03.01.2022 04:45","0","678"
"03.01.2022 04:45 - 03.01.2022 05:00","0","722"
"03.01.2022 05:00 - 03.01.2022 05:15","0","810"
"03.01.2022 05:15 - 03.01.2022 05:30","0","810"
"03.01.2022 05:30 - 03.01.2022 05:45","0","810"
"03.01.2022 05:45 - 03.01.2022 06:00","0","873"
"03.01.2022 06:00 - 03.01.2022 06:15","0","995"
"03.01.2022 06:15 - 03.01.2022 06:30","0","995"
"03.01.2022 06:30 - 03.01.2022 06:45","0","995"
"03.01.2022 06:45 - 03.01.2022 07:00","0","1011"
"03.01.2022 07:00 - 03.01.2022 07:15","0","1043"
"03.01.2022 07:15 - 03.01.2022 07:30","0","1043"
"03.01.2022 07:30 - 03.01.2022 07:45","0","1043"
"03.01.2022 07:45 - 03.01.2022 08:00","0","1043"
"03.01.2022 08:00 - 03.01.2022 08:15","0","1044"
"03.01.2022 08:15 - 03.01.2022 08:30","0","1044"
"03.01.2022 08:30 - 03.01.2022 08:45","0","1044"
"03.01.2022 08:45 - 03.01.2022 09:00","0","1043"
"03.01.2022 09:00 - 03.01.2022 09:15","0","624"
"03.01.2022 09:15 - 03.01.2022 09:30","0","624"
"03.01.2022 09:30 - 03.01.2022 09:45","0","625"
"03.01.2022 09:45 - 03.01.2022 10:00","0","671"
"03.01.2022 10:00 - 03.01.2022 10:15","0","765"
"03.01.2022 10:15 - 03.01.2022 10:30","0","765"
"03.01.2022 10:30 - 03.01.2022 10:45","0","765"
"03.01.2022 10:45 - 03.01.2022 11:00","0","628"
"03.01.2022 11:00 - 03.01.2022 11:15","0","120"
"03.01.2022 11:15 - 03.01.2022 11:30","0","120"
"03.01.2022 11:30 - 03.01.2022 11:45","0","121"
"03.01.2022 11:45 - 03.01.2022 12:00","18","0"
"03.01.2022 12:00 - 03.01.2022 12:15","293","0"
"03.01.2022 12:15 - 03.01.2022 12:30","294","0"
"03.01.2022 12:30 - 03.01.2022 12:45","293","0"
"03.01.2022 12:45 - 03.01.2022 13:00","322","0"
"03.01.2022 13:00 - 03.01.2022 13:15","377","0"
"03.01.2022 13:15 - 03.01.2022 13:30","378","0"
"03.01.2022 13:30 - 03.01.2022 13:45","378","0"
"03.01.2022 13:45 - 03.01.2022 14:00","252","0"
"03.01.2022 14:00 - 03.01.2022 14:15","1","0"
"03.01.2022 14:15 - 03.01.2022 14:30","0","0"
"03.01.2022 14:30 - 03.01.2022 14:45","0","0"
"03.01.2022 14:45 - 03.01.2022 15:00","1","0"
"03.01.2022 15:00 - 03.01.2022 15:15","138","0"
"03.01.2022 15:15 - 03.01.2022 15:30","138","0"
"03.01.2022 15:30 - 03.01.2022 15:45","138","0"
"03.01.2022 15:45 - 03.01.2022 16:00","188","0"
"03.01.2022 16:00 - 03.01.2022 16:15","288","0"
"03.01.2022 16:15 - 03.01.2022 16:30","288","0"
"03.01.2022 16:30 - 03.01.2022 16:45","287","0"
"03.01.2022 16:45 - 03.01.2022 17:00","289","0"
"03.01.2022 17:00 - 03.01.2022 17:15","500","0"
"03.01.2022 17:15 - 03.01.2022 17:30","499","0"
"03.01.2022 17:30 - 03.01.2022 17:45","499","0"
"03.01.2022 17:45 - 03.01.2022 18:00","502","0"
"03.01.2022 18:00 - 03.01.2022 18:15","800","0"
"03.01.2022 18:15 - 03.01.2022 18:30","800","0"
"03.01.2022 18:30 - 03.01.2022 18:45","800","0"
"03.01.2022 18:45 - 03.01.2022 19:00","800","0"
"03.01.2022 19:00 - 03.01.2022 19:15","799","0"
"03.01.2022 19:15 - 03.01.2022 19:30","799","0"
"03.01.2022 19:30 - 03.01.2022 19:45","799","0"
"03.01.2022 19:45 - 03.01.2022 20:00","800","0"
"03.01.2022 20:00 - 03.01.2022 20:15","983","0"
"03.01.2022 20:15 - 03.01.2022 20:30","984","0"
"03.01.2022 20:30 - 03.01.2022 20:45","983","0"
"03.01.2022 20:45 - 03.01.2022 21:00","1003","0"
"03.01.2022 21:00 - 03.01.2022 21:15","1044","0"
"03.01.2022 21:15 - 03.01.2022 21:30","1044","0"
"03.01.2022 21:30 - 03.01.2022 21:45","1044","0"
"03.01.2022 21:45 - 03.01.2022 22:00","1044","0"
"03.01.2022 22:00 - 03.01.2022 22:15","1023","0"
"03.01.2022 22:15 - 03.01.2022 22:30","1023","0"
"03.01.2022 22:30 - 03.01.2022 22:45","1023","0"
"03.01.2022 22:45 - 03.01.2022 23:00","1021","0"
"03.01.2022 23:00 - 03.01.2022 23:15","802","0"
"03.01.2022 23:15 - 03.01.2022 23:30","802","0"
"03.01.2022 23:30 - 03.01.2022 23:45","801","0"
"03.01.2022 23:45 - 04.01.2022 00:00","609","0"
"04.01.2022 00:00 - 04.01.2022 00:15","287","0"
"04.01.2022 00:15 - 04.01.2022 00:30","287","0"
"04.01.2022 00:30 - 04.01.2022 00:45","287","0"
"04.01.2022 00:45 - 04.01.2022 01:00","288","0"
"04.01.2022 01:00 - 04.01.2022 01:15","601","0"
"04.01.2022 01:15 - 04.01.2022 01:30","601","0"
"04.01.2022 01:30 - 04.01.2022 01:45","601","0"
"04.01.2022 01:45 - 04.01.2022 02:00","590","0"
"04.01.2022 02:00 - 04.01.2022 02:15","566","0"
"04.01.2022 02:15 - 04.01.2022 02:30","566","0"
"04.01.2022 02:30 - 04.01.2022 02:45","566","0"
"04.01.2022 02:45 - 04.01.2022 03:00","581","0"
"04.01.2022 03:00 - 04.01.2022 03:15","613","0"
"04.01.2022 03:15 - 04.01.2022 03:30","613","0"
"04.01.2022 03:30 - 04.01.2022 03:45","613","0"
"04.01.2022 03:45 - 04.01.2022 04:00","613","0"
"04.01.2022 04:00 - 04.01.2022 04:15","293","0"
"04.01.2022 04:15 - 04.01.2022 04:30","293","0"
"04.01.2022 04:30 - 04.01.2022 04:45","293","0"
"04.01.2022 04:45 - 04.01.2022 05:00","301","0"
"04.01.2022 05:00 - 04.01.2022 05:15","343","0"
"04.01.2022 05:15 - 04.01.2022 05:30","344","0"
"04.01.2022 05:30 - 04.01.2022 05:45","343","0"
"04.01.2022 05:45 - 04.01.2022 06:00","358","0"
"04.01.2022 06:00 - 04.01.2022 06:15","384","0"
"04.01.2022 06:15 - 04.01.2022 06:30","384","0"
"04.01.2022 06:30 - 04.01.2022 06:45","384","0"
"04.01.2022 06:45 - 04.01.2022 07:00","356","0"
"04.01.2022 07:00 - 04.01.2022 07:15","299","0"
"04.01.2022 07:15 - 04.01.2022 07:30","299","0"
"04.01.2022 07:30 - 04.01.2022 07:45","299","0"
"04.01.2022 07:45 - 04.01.2022 08:00","288","0"
"04.01.2022 08:00 - 04.01.2022 08:15","232","0"
"04.01.2022 08:15 - 04.01.2022 08:30","232","0"
"04.01.2022 08:30 - 04.01.2022 08:45","231","0"
"04.01.2022 08:45 - 04.01.2022 09:00","262","0"
"04.01.2022 09:00 - 04.01.2022 09:15","414","0"
"04.01.2022 09:15 - 04.01.2022 09:30","414","0"
"04.01.2022 09:30 - 04.01.2022 09:45","413","0"
"04.01.2022 09:45 - 04.01.2022 10:00","493","0"
"04.01.2022 10:00 - 04.01.2022 10:15","650","0"
"04.01.2022 10:15 - 04.01.2022 10:30","649","0"
"04.01.2022 10:30 - 04.01.2022 10:45","649","0"
"04.01.2022 10:45 - 04.01.2022 11:00","650","0"
"04.01.2022 11:00 - 04.01.2022 11:15","0","5"
"04.01.2022 11:15 - 04.01.2022 11:30","0","101"
"04.01.2022 11:30 - 04.01.2022 11:45","0","100"
"04.01.2022 11:45 - 04.01.2022 12:00","0","67"
"04.01.2022 12:00 - 04.01.2022 12:15","1","0"
"04.01.2022 12:15 - 04.01.2022 12:30","1","0"
"04.01.2022 12:30 - 04.01.2022 12:45","1","0"
"04.01.2022 12:45 - 04.01.2022 13:00","1","0"
"04.01.2022 13:00 - 04.01.2022 13:15","0","305"
"04.01.2022 13:15 - 04.01.2022 13:30","0","304"
"04.01.2022 13:30 - 04.01.2022 13:45","0","304"
"04.01.2022 13:45 - 04.01.2022 14:00","0","304"
"04.01.2022 14:00 - 04.01.2022 14:15","0","239"
"04.01.2022 14:15 - 04.01.2022 14:30","0","238"
"04.01.2022 14:30 - 04.01.2022 14:45","0","239"
"04.01.2022 14:45 - 04.01.2022 15:00","0","91"
"04.01.2022 15:00 - 04.01.2022 15:15","355","0"
"04.01.2022 15:15 - 04.01.2022 15:30","356","0"
"04.01.2022 15:30 - 04.01.2022 15:45","355","0"
"04.01.2022 15:45 - 04.01.2022 16:00","237","0"
"04.01.2022 16:00 - 04.01.2022 16:15","0","0"
"04.01.2022 16:15 - 04.01.2022 16:30","1","0"
"04.01.2022 16:30 - 04.01.2022 16:45","1","0"
"04.01.2022 16:45 - 04.01.2022 17:00","1","0"
"04.01.2022 17:00 - 04.01.2022 17:15","164","0"
"04.01.2022 17:15 - 04.01.2022 17:30","165","0"
"04.01.2022 17:30 - 04.01.2022 17:45","164","0"
"04.01.2022 17:45 - 04.01.2022 18:00","166","0"
"04.01.2022 18:00 - 04.01.2022 18:15","314","0"
"04.01.2022 18:15 - 04.01.2022 18:30","313","0"
"04.01.2022 18:30 - 04.01.2022 18:45","313","0"
"04.01.2022 18:45 - 04.01.2022 19:00","313","0"
"04.01.2022 19:00 - 04.01.2022 19:15","522","0"
"04.01.2022 19:15 - 04.01.2022 19:30","522","0"
"04.01.2022 19:30 - 04.01.2022 19:45","522","0"
"04.01.2022 19:45 - 04.01.2022 20:00","554","0"
"04.01.2022 20:00 - 04.01.2022 20:15","701","0"
"04.01.2022 20:15 - 04.01.2022 20:30","702","0"
"04.01.2022 20:30 - 04.01.2022 20:45","702","0"
"04.01.2022 20:45 - 04.01.2022 21:00","723","0"
"04.01.2022 21:00 - 04.01.2022 21:15","764","0"
"04.01.2022 21:15 - 04.01.2022 21:30","764","0"
"04.01.2022 21:30 - 04.01.2022 21:45","764","0"
"04.01.2022 21:45 - 04.01.2022 22:00","868","0"
"04.01.2022 22:00 - 04.01.2022 22:15","1074","0"
"04.01.2022 22:15 - 04.01.2022 22:30","1075","0"
"04.01.2022 22:30 - 04.01.2022 22:45","1074","0"
"04.01.2022 22:45 - 04.01.2022 23:00","919","0"
"04.01.2022 23:00 - 04.01.2022 23:15","626","0"
"04.01.2022 23:15 - 04.01.2022 23:30","626","0"
"04.01.2022 23:30 - 04.01.2022 23:45","626","0"
"04.01.2022 23:45 - 05.01.2022 00:00","739","0"
"05.01.2022 00:00 - 05.01.2022 00:15","963","0"
"05.01.2022 00:15 - 05.01.2022 00:30","962","0"
"05.01.2022 00:30 - 05.01.2022 00:45","964","0"
"05.01.2022 00:45 - 05.01.2022 01:00","948","0"
"05.01.2022 01:00 - 05.01.2022 01:15","917","0"
"05.01.2022 01:15 - 05.01.2022 01:30","917","0"
"05.01.2022 01:30 - 05.01.2022 01:45","917","0"
"05.01.2022 01:45 - 05.01.2022 02:00","917","0"
"05.01.2022 02:00 - 05.01.2022 02:15","846","0"
"05.01.2022 02:15 - 05.01.2022 02:30","846","0"
"05.01.2022 02:30 - 05.01.2022 02:45","846","0"
"05.01.2022 02:45 - 05.01.2022 03:00","922","0"
"05.01.2022 03:00 - 05.01.2022 03:15","1074","0"
"05.01.2022 03:15 - 05.01.2022 03:30","1074","0"
"05.01.2022 03:30 - 05.01.2022 03:45","1075","0"
"05.01.2022 03:45 - 05.01.2022 04:00","1074","0"
"05.01.2022 04:00 - 05.01.2022 04:15","924","0"
"05.01.2022 04:15 - 05.01.2022 04:30","924","0"
"05.01.2022 04:30 - 05.01.2022 04:45","924","0"
"05.01.2022 04:45 - 05.01.2022 05:00","924","0"
"05.01.2022 05:00 - 05.01.2022 05:15","1013","0"
"05.01.2022 05:15 - 05.01.2022 05:30","1014","0"
"05.01.2022 05:30 - 05.01.2022 05:45","1014","0"
"05.01.2022 05:45 - 05.01.2022 06:00","1013","0"
"05.01.2022 06:00 - 05.01.2022 06:15","900","0"
"05.01.2022 06:15 - 05.01.2022 06:30","900","0"
"05.01.2022 06:30 - 05.01.2022 06:45","900","0"
"05.01.2022 06:45 - 05.01.2022 07:00","899","0"
"05.01.2022 07:00 - 05.01.2022 07:15","854","0"
"05.01.2022 07:15 - 05.01.2022 07:30","854","0"
"05.01.2022 07:30 - 05.01.2022 07:45","855","0"
"05.01.2022 07:45 - 05.01.2022 08:00","855","0"
"05.01.2022 08:00 - 05.01.2022 08:15","618","0"
"05.01.2022 08:15 - 05.01.2022 08:30","618","0"
"05.01.2022 08:30 - 05.01.2022 08:45","618","0"
"05.01.2022 08:45 - 05.01.2022 09:00","625","0"
"05.01.2022 09:00 - 05.01.2022 09:15","640","0"
"05.01.2022 09:15 - 05.01.2022 09:30","641","0"
"05.01.2022 09:30 - 05.01.2022 09:45","641","0"
"05.01.2022 09:45 - 05.01.2022 10:00","564","0"
"05.01.2022 10:00 - 05.01.2022 10:15","411","0"
"05.01.2022 10:15 - 05.01.2022 10:30","412","0"
"05.01.2022 10:30 - 05.01.2022 10:45","412","0"
"05.01.2022 10:45 - 05.01.2022 11:00","409","0"
"05.01.2022 11:00 - 05.01.2022 11:15","319","0"
"05.01.2022 11:15 - 05.01.2022 11:30","319","0"
"05.01.2022 11:30 - 05.01.2022 11:45","319","0"
"05.01.2022 11:45 - 05.01.2022 12:00","374","0"
"05.01.2022 12:00 - 05.01.2022 12:15","482","0"
"05.01.2022 12:15 - 05.01.2022 12:30","482","0"
"05.01.2022 12:30 - 05.01.2022 12:45","482","0"
"05.01.2022 12:45 - 05.01.2022 13:00","482","0"
"05.01.2022 13:00 - 05.01.2022 13:15","781","0"
"05.01.2022 13:15 - 05.01.2022 13:30","779","0"
"05.01.2022 13:30 - 05.01.2022 13:45","780","0"
"05.01.2022 13:45 - 05.01.2022 14:00","779","0"
"05.01.2022 14:00 - 05.01.2022 14:15","802","0"
"05.01.2022 14:15 - 05.01.2022 14:30","802","0"
"05.01.2022 14:30 - 05.01.2022 14:45","802","0"
"05.01.2022 14:45 - 05.01.2022 15:00","833","0"
"05.01.2022 15:00 - 05.01.2022 15:15","892","0"
"05.01.2022 15:15 - 05.01.2022 15:30","892","0"
"05.01.2022 15:30 - 05.01.2022 15:45","892","0"
"05.01.2022 15:45 - 05.01.2022 16:00","889","0"
"05.01.2022 16:00 - 05.01.2022 16:15","626","0"
"05.01.2022 16:15 - 05.01.2022 16:30","627","0"
"05.01.2022 16:30 - 05.01.2022 16:45","626","0"
"05.01.2022 16:45 - 05.01.2022 17:00","624","0"
"05.01.2022 17:00 - 05.01.2022 17:15","181","0"
"05.01.2022 17:15 - 05.01.2022 17:30","181","0"
"05.01.2022 17:30 - 05.01.2022 17:45","181","0"
"05.01.2022 17:45 - 05.01.2022 18:00","376","0"
"05.01.2022 18:00 - 05.01.2022 18:15","706","0"
"05.01.2022 18:15 - 05.01.2022 18:30","706","0"
"05.01.2022 18:30 - 05.01.2022 18:45","705","0"
"05.01.2022 18:45 - 05.01.2022 19:00","709","0"
"05.01.2022 19:00 - 05.01.2022 19:15","716","0"
"05.01.2022 19:15 - 05.01.2022 19:30","717","0"
"05.01.2022 19:30 - 05.01.2022 19:45","716","0"
"05.01.2022 19:45 - 05.01.2022 20:00","836","0"
"05.01.2022 20:00 - 05.01.2022 20:15","1074","0"
"05.01.2022 20:15 - 05.01.2022 20:30","1074","0"
