"Time (CET/CEST)","BZN|NL > BZN|GB [MW]","BZN|GB > BZN|NL [MW]"
"07.01.2017 07:00 - 07.01.2017 08:00","1023","0"
"07.01.2017 08:00 - 07.01.2017 09:00","1023","0"
"07.01.2017 09:00 - 07.01.2017 10:00","1023","0"
"07.01.2017 10:00 - 07.01.2017 11:00","923","0"
"07.01.2017 11:00 - 07.01.2017 12:00","973","0"
"07.01.2017 12:00 - 07.01.2017 13:00","984","0"
"07.01.2017 13:00 - 07.01.2017 14:00","1023","0"
"07.01.2017 14:00 - 07.01.2017 15:00","1002","0"
"07.01.2017 15:00 - 07.01.2017 16:00","741","0"
"07.01.2017 16:00 - 07.01.2017 17:00","0","0"
"07.01.2017 17:00 - 07.01.2017 18:00","456","0"
"07.01.2017 18:00 - 07.01.2017 19:00","618","0"
"07.01.2017 19:00 - 07.01.2017 20:00","875","0"
"07.01.2017 20:00 - 07.01.2017 21:00","989","0"
"07.01.2017 21:00 - 07.01.2017 22:00","1032","0"
"07.01.2017 22:00 - 07.01.2017 23:00","1004","0"
"07.01.2017 23:00 - 08.01.2017 00:00","1004","0"
"08.01.2017 00:00 - 08.01.2017 01:00","1024","0"
"08.01.2017 01:00 - 08.01.2017 02:00","1024","0"
"08.01.2017 02:00 - 08.01.2017 03:00","1024","0"
"08.01.2017 03:00 - 08.01.2017 04:00","1023","0"
"08.01.2017 04:00 - 08.01.2017 05:00","1023","0"
"08.01.2017 05:00 - 08.01.2017 06:00","1023","0"
"08.01.2017 06:00 - 08.01.2017 07:00","1023","0"
"08.01.2017 07:00 - 08.01.2017 08:00","1023","0"
"08.01.2017 08:00 - 08.01.2017 09:00","797","0"
"08.01.2017 09:00 - 08.01.2017 10:00","1022","0"
"08.01.2017 10:00 - 08.01.2017 11:00","380","0"
"08.01.2017 11:00 - 08.01.2017 12:00","1021","0"
"08.01.2017 12:00 - 08.01.2017 13:00","1023","0"
"08.01.2017 13:00 - 08.01.2017 14:00","1021","0"
"08.01.2017 14:00 - 08.01.2017 15:00","1019","0"
"08.01.2017 15:00 - 08.01.2017 16:00","1021","0"
"08.01.2017 16:00 - 08.01.2017 17:00","330","0"
"08.01.2017 17:00 - 08.01.2017 18:00","1037","0"
"08.01.2017 18:00 - 08.01.2017 19:00","999","0"
"08.01.2017 19:00 - 08.01.2017 20:00","1033","0"
"08.01.2017 20:00 - 08.01.2017 21:00","1023","0"
"08.01.2017 21:00 - 08.01.2017 22:00","1016","0"
"08.01.2017 22:00 - 08.01.2017 23:00","1016","0"
"08.01.2017 23:00 - 09.01.2017 00:00","1041","0"
"09.01.2017 00:00 - 09.01.2017 01:00","1028","0"
"09.01.2017 01:00 - 09.01.2017 02:00","1024","0"
"09.01.2017 02:00 - 09.01.2017 03:00","1024","0"
"09.01.2017 03:00 - 09.01.2017 04:00","990","0"
"09.01.2017 04:00 - 09.01.2017 05:00","975","0"
"09.01.2017 05:00 - 09.01.2017 06:00","750","0"
"09.01.2017 06:00 - 09.01.2017 07:00","137","0"
"09.01.2017 07:00 - 09.01.2017 08:00","0","0"
"09.01.2017 08:00 - 09.01.2017 09:00","0","908"
"09.01.2017 09:00 - 09.01.2017 10:00","0","757"
"09.01.2017 10:00 - 09.01.2017 11:00","0","413"
"09.01.2017 11:00 - 09.01.2017 12:00","0","553"
"09.01.2017 12:00 - 09.01.2017 13:00","0","664"
"09.01.2017 13:00 - 09.01.2017 14:00","0","766"
"09.01.2017 14:00 - 09.01.2017 15:00","0","526"
"09.01.2017 15:00 - 09.01.2017 16:00","0","190"
"09.01.2017 16:00 - 09.01.2017 17:00","0","0"
"09.01.2017 17:00 - 09.01.2017 18:00","835","0"
"09.01.2017 18:00 - 09.01.2017 19:00","1022","0"
"09.01.2017 19:00 - 09.01.2017 20:00","1022","0"
"09.01.2017 20:00 - 09.01.2017 21:00","1023","0"
"09.01.2017 21:00 - 09.01.2017 22:00","1023","0"
"09.01.2017 22:00 - 09.01.2017 23:00","1022","0"
"09.01.2017 23:00 - 10.01.2017 00:00","934","0"
"10.01.2017 00:00 - 10.01.2017 01:00","913","0"
"10.01.2017 01:00 - 10.01.2017 02:00","915","0"
"10.01.2017 02:00 - 10.01.2017 03:00","925","0"
"10.01.2017 03:00 - 10.01.2017 04:00","933","0"
"10.01.2017 04:00 - 10.01.2017 05:00","925","0"
"10.01.2017 05:00 - 10.01.2017 06:00","916","0"
"10.01.2017 06:00 - 10.01.2017 07:00","918","0"
"10.01.2017 07:00 - 10.01.2017 08:00","733","0"
"10.01.2017 08:00 - 10.01.2017 09:00","169","0"
"10.01.2017 09:00 - 10.01.2017 10:00","0","524"
"10.01.2017 10:00 - 10.01.2017 11:00","0","532"
"10.01.2017 11:00 - 10.01.2017 12:00","0","809"
"10.01.2017 12:00 - 10.01.2017 13:00","0","991"
"10.01.2017 13:00 - 10.01.2017 14:00","0","984"
"10.01.2017 14:00 - 10.01.2017 15:00","0","845"
"10.01.2017 15:00 - 10.01.2017 16:00","0","919"
"10.01.2017 16:00 - 10.01.2017 17:00","0","973"
"10.01.2017 17:00 - 10.01.2017 18:00","149","0"
"10.01.2017 18:00 - 10.01.2017 19:00","939","0"
"10.01.2017 19:00 - 10.01.2017 20:00","1014","0"
"10.01.2017 20:00 - 10.01.2017 21:00","924","0"
"10.01.2017 21:00 - 10.01.2017 22:00","1029","0"
"10.01.2017 22:00 - 10.01.2017 23:00","1022","0"
"10.01.2017 23:00 - 11.01.2017 00:00","1008","0"
"11.01.2017 00:00 - 11.01.2017 01:00","923","0"
"11.01.2017 01:00 - 11.01.2017 02:00","937","0"
"11.01.2017 02:00 - 11.01.2017 03:00","907","0"
"11.01.2017 03:00 - 11.01.2017 04:00","897","0"
"11.01.2017 04:00 - 11.01.2017 05:00","892","0"
"11.01.2017 05:00 - 11.01.2017 06:00","908","0"
"11.01.2017 06:00 - 11.01.2017 07:00","936","0"
"11.01.2017 07:00 - 11.01.2017 08:00","906","0"
"11.01.2017 08:00 - 11.01.2017 09:00","194","0"
"11.01.2017 09:00 - 11.01.2017 10:00","885","0"
"11.01.2017 10:00 - 11.01.2017 11:00","1006","0"
"11.01.2017 11:00 - 11.01.2017 12:00","1023","0"
"11.01.2017 12:00 - 11.01.2017 13:00","1032","0"
"11.01.2017 13:00 - 11.01.2017 14:00","1033","0"
"11.01.2017 14:00 - 11.01.2017 15:00","1044","0"
"11.01.2017 15:00 - 11.01.2017 16:00","1048","0"
"11.01.2017 16:00 - 11.01.2017 17:00","1030","0"
"11.01.2017 17:00 - 11.01.2017 18:00","1015","0"
"11.01.2017 18:00 - 11.01.2017 19:00","1016","0"
"11.01.2017 19:00 - 11.01.2017 20:00","1021","0"
"11.01.2017 20:00 - 11.01.2017 21:00","1022","0"
"11.01.2017 21:00 - 11.01.2017 22:00","1022","0"
"11.01.2017 22:00 - 11.01.2017 23:00","1022","0"
"11.01.2017 23:00 - 12.01.2017 00:00","1022","0"
"12.01.2017 00:00 - 12.01.2017 01:00","924","0"
"12.01.2017 01:00 - 12.01.2017 02:00","923","0"
"12.01.2017 02:00 - 12.01.2017 03:00","923","0"
"12.01.2017 03:00 - 12.01.2017 04:00","918","0"
"12.01.2017 04:00 - 12.01.2017 05:00","937","0"
"12.01.2017 05:00 - 12.01.2017 06:00","941","0"
"12.01.2017 06:00 - 12.01.2017 07:00","943","0"
"12.01.2017 07:00 - 12.01.2017 08:00","926","0"
"12.01.2017 08:00 - 12.01.2017 09:00","1050","0"
"12.01.2017 09:00 - 12.01.2017 10:00","1044","0"
"12.01.2017 10:00 - 12.01.2017 11:00","1040","0"
"12.01.2017 11:00 - 12.01.2017 12:00","1055","0"
"12.01.2017 12:00 - 12.01.2017 13:00","1047","0"
"12.01.2017 13:00 - 12.01.2017 14:00","1035","0"
"12.01.2017 14:00 - 12.01.2017 15:00","1043","0"
"12.01.2017 15:00 - 12.01.2017 16:00","1017","0"
"12.01.2017 16:00 - 12.01.2017 17:00","994","0"
"12.01.2017 17:00 - 12.01.2017 18:00","902","0"
"12.01.2017 18:00 - 12.01.2017 19:00","994","0"
"12.01.2017 19:00 - 12.01.2017 20:00","991","0"
"12.01.2017 20:00 - 12.01.2017 21:00","1022","0"
"12.01.2017 21:00 - 12.01.2017 22:00","1022","0"
"12.01.2017 22:00 - 12.01.2017 23:00","1017","0"
"12.01.2017 23:00 - 13.01.2017 00:00","1027","0"
"13.01.2017 00:00 - 13.01.2017 01:00","983","0"
"13.01.2017 01:00 - 13.01.2017 02:00","1000","0"
"13.01.2017 02:00 - 13.01.2017 03:00","984","0"
"13.01.2017 03:00 - 13.01.2017 04:00","990","0"
"13.01.2017 04:00 - 13.01.2017 05:00","973","0"
"13.01.2017 05:00 - 13.01.2017 06:00","1000","0"
"13.01.2017 06:00 - 13.01.2017 07:00","1018","0"
"13.01.2017 07:00 - 13.01.2017 08:00","1013","0"
"13.01.2017 08:00 - 13.01.2017 09:00","211","0"
"13.01.2017 09:00 - 13.01.2017 10:00","833","0"
"13.01.2017 10:00 - 13.01.2017 11:00","935","0"
"13.01.2017 11:00 - 13.01.2017 12:00","921","0"
"13.01.2017 12:00 - 13.01.2017 13:00","909","0"
"13.01.2017 13:00 - 13.01.2017 14:00","915","0"
"13.01.2017 14:00 - 13.01.2017 15:00","921","0"
"13.01.2017 15:00 - 13.01.2017 16:00","923","0"
"13.01.2017 16:00 - 13.01.2017 17:00","1028","0"
"13.01.2017 17:00 - 13.01.2017 18:00","1029","0"
"13.01.2017 18:00 - 13.01.2017 19:00","1014","0"
"13.01.2017 19:00 - 13.01.2017 20:00","1020","0"
"13.01.2017 20:00 - 13.01.2017 21:00","1028","0"
"13.01.2017 21:00 - 13.01.2017 22:00","1030","0"
"13.01.2017 22:00 - 13.01.2017 23:00","1027","0"
"13.01.2017 23:00 - 14.01.2017 00:00","1004","0"
"14.01.2017 00:00 - 14.01.2017 01:00","975","0"
"14.01.2017 01:00 - 14.01.2017 02:00","998","0"
"14.01.2017 02:00 - 14.01.2017 03:00","1021","0"
"14.01.2017 03:00 - 14.01.2017 04:00","997","0"
"14.01.2017 04:00 - 14.01.2017 05:00","979","0"
"14.01.2017 05:00 - 14.01.2017 06:00","1014","0"
"14.01.2017 06:00 - 14.01.2017 07:00","999","0"
"14.01.2017 07:00 - 14.01.2017 08:00","994","0"
"14.01.2017 08:00 - 14.01.2017 09:00","954","0"
"14.01.2017 09:00 - 14.01.2017 10:00","632","0"
"14.01.2017 10:00 - 14.01.2017 11:00","958","0"
"14.01.2017 11:00 - 14.01.2017 12:00","1035","0"
"14.01.2017 12:00 - 14.01.2017 13:00","1010","0"
"14.01.2017 13:00 - 14.01.2017 14:00","1052","0"
"14.01.2017 14:00 - 14.01.2017 15:00","1026","0"
"14.01.2017 15:00 - 14.01.2017 16:00","1032","0"
"14.01.2017 16:00 - 14.01.2017 17:00","968","0"
"14.01.2017 17:00 - 14.01.2017 18:00","1027","0"
"14.01.2017 18:00 - 14.01.2017 19:00","1032","0"
"14.01.2017 19:00 - 14.01.2017 20:00","995","0"
"14.01.2017 20:00 - 14.01.2017 21:00","1021","0"
"14.01.2017 21:00 - 14.01.2017 22:00","1014","0"
"14.01.2017 22:00 - 14.01.2017 23:00","1014","0"
"14.01.2017 23:00 - 15.01.2017 00:00","1018","0"
"15.01.2017 00:00 - 15.01.2017 01:00","1009","0"
"15.01.2017 01:00 - 15.01.2017 02:00","1038","0"
"15.01.2017 02:00 - 15.01.2017 03:00","1029","0"
"15.01.2017 03:00 - 15.01.2017 04:00","996","0"
"15.01.2017 04:00 - 15.01.2017 05:00","990","0"
"15.01.2017 05:00 - 15.01.2017 06:00","1013","0"
"15.01.2017 06:00 - 15.01.2017 07:00","993","0"
"15.01.2017 07:00 - 15.01.2017 08:00","1017","0"
"15.01.2017 08:00 - 15.01.2017 09:00","1023","0"
"15.01.2017 09:00 - 15.01.2017 10:00","1044","0"
"15.01.2017 10:00 - 15.01.2017 11:00","1053","0"
"15.01.2017 11:00 - 15.01.2017 12:00","1054","0"
"15.01.2017 12:00 - 15.01.2017 13:00","1047","0"
"15.01.2017 13:00 - 15.01.2017 14:00","1031","0"
"15.01.2017 14:00 - 15.01.2017 15:00","1024","0"
"15.01.2017 15:00 - 15.01.2017 16:00","1030","0"
"15.01.2017 16:00 - 15.01.2017 17:00","1012","0"
"15.01.2017 17:00 - 15.01.2017 18:00","694","0"
"15.01.2017 18:00 - 15.01.2017 19:00","1007","0"
"15.01.2017 19:00 - 15.01.2017 20:00","1031","0"
"15.01.2017 20:00 - 15.01.2017 21:00","1032","0"
"15.01.2017 21:00 - 15.01.2017 22:00","1037","0"
"15.01.2017 22:00 - 15.01.2017 23:00","1013","0"
"15.01.2017 23:00 - 16.01.2017 00:00","1030","0"
"16.01.2017 00:00 - 16.01.2017 01:00","1032","0"
"16.01.2017 01:00 - 16.01.2017 02:00","1021","0"
"16.01.2017 02:00 - 16.01.2017 03:00","1012","0"
"16.01.2017 03:00 - 16.01.2017 04:00","989","0"
"16.01.2017 04:00 - 16.01.2017 05:00","1006","0"
"16.01.2017 05:00 - 16.01.2017 06:00","1048","0"
"16.01.2017 06:00 - 16.01.2017 07:00","562","0"
"16.01.2017 07:00 - 16.01.2017 08:00","157","0"
"16.01.2017 08:00 - 16.01.2017 09:00","0","595"
"16.01.2017 09:00 - 16.01.2017 10:00","0","549"
"16.01.2017 10:00 - 16.01.2017 11:00","0","343"
"16.01.2017 11:00 - 16.01.2017 12:00","0","404"
"16.01.2017 12:00 - 16.01.2017 13:00","0","207"
"16.01.2017 13:00 - 16.01.2017 14:00","0","418"
"16.01.2017 14:00 - 16.01.2017 15:00","0","308"
"16.01.2017 15:00 - 16.01.2017 16:00","0","542"
"16.01.2017 16:00 - 16.01.2017 17:00","0","709"
"16.01.2017 17:00 - 16.01.2017 18:00","455","0"
"16.01.2017 18:00 - 16.01.2017 19:00","982","0"
"16.01.2017 19:00 - 16.01.2017 20:00","836","0"
"16.01.2017 20:00 - 16.01.2017 21:00","1003","0"
"16.01.2017 21:00 - 16.01.2017 22:00","1016","0"
"16.01.2017 22:00 - 16.01.2017 23:00","1030","0"
"16.01.2017 23:00 - 17.01.2017 00:00","1034","0"
"17.01.2017 00:00 - 17.01.2017 01:00","1034","0"
"17.01.2017 01:00 - 17.01.2017 02:00","1023","0"
"17.01.2017 02:00 - 17.01.2017 03:00","1023","0"
"17.01.2017 03:00 - 17.01.2017 04:00","1023","0"
"17.01.2017 04:00 - 17.01.2017 05:00","721","0"
"17.01.2017 05:00 - 17.01.2017 06:00","712","0"
"17.01.2017 06:00 - 17.01.2017 07:00","546","0"
"17.01.2017 07:00 - 17.01.2017 08:00","0","438"
"17.01.2017 08:00 - 17.01.2017 09:00","0","980"
"17.01.2017 09:00 - 17.01.2017 10:00","0","984"
"17.01.2017 10:00 - 17.01.2017 11:00","0","832"
"17.01.2017 11:00 - 17.01.2017 12:00","0","802"
"17.01.2017 12:00 - 17.01.2017 13:00","0","607"
"17.01.2017 13:00 - 17.01.2017 14:00","0","517"
"17.01.2017 14:00 - 17.01.2017 15:00","0","499"
"17.01.2017 15:00 - 17.01.2017 16:00","0","703"
"17.01.2017 16:00 - 17.01.2017 17:00","0","721"
"17.01.2017 17:00 - 17.01.2017 18:00","610","0"
"17.01.2017 18:00 - 17.01.2017 19:00","635","0"
"17.01.2017 19:00 - 17.01.2017 20:00","1018","0"
"17.01.2017 20:00 - 17.01.2017 21:00","635","0"
"17.01.2017 21:00 - 17.01.2017 22:00","722","0"
"17.01.2017 22:00 - 17.01.2017 23:00","766","0"
"17.01.2017 23:00 - 18.01.2017 00:00","813","0"
"18.01.2017 00:00 - 18.01.2017 01:00","1006","0"
"18.01.2017 01:00 - 18.01.2017 02:00","1023","0"
"18.01.2017 02:00 - 18.01.2017 03:00","1023","0"
"18.01.2017 03:00 - 18.01.2017 04:00","1023","0"
"18.01.2017 04:00 - 18.01.2017 05:00","913","0"
"18.01.2017 05:00 - 18.01.2017 06:00","1023","0"
"18.01.2017 06:00 - 18.01.2017 07:00","942","0"
"18.01.2017 07:00 - 18.01.2017 08:00","0","358"
"18.01.2017 08:00 - 18.01.2017 09:00","0","603"
"18.01.2017 09:00 - 18.01.2017 10:00","0","670"
"18.01.2017 10:00 - 18.01.2017 11:00","0","470"
"18.01.2017 11:00 - 18.01.2017 12:00","0","662"
"18.01.2017 12:00 - 18.01.2017 13:00","0","702"
"18.01.2017 13:00 - 18.01.2017 14:00","0","702"
"18.01.2017 14:00 - 18.01.2017 15:00","0","702"
"18.01.2017 15:00 - 18.01.2017 16:00","0","702"
"18.01.2017 16:00 - 18.01.2017 17:00","0","663"
"18.01.2017 17:00 - 18.01.2017 18:00","289","0"
"18.01.2017 18:00 - 18.01.2017 19:00","776","0"
"18.01.2017 19:00 - 18.01.2017 20:00","869","0"
"18.01.2017 20:00 - 18.01.2017 21:00","1024","0"
"18.01.2017 21:00 - 18.01.2017 22:00","1023","0"
"18.01.2017 22:00 - 18.01.2017 23:00","1023","0"
"18.01.2017 23:00 - 19.01.2017 00:00","1023","0"
"19.01.2017 00:00 - 19.01.2017 01:00","1023","0"
"19.01.2017 01:00 - 19.01.2017 02:00","1023","0"
"19.01.2017 02:00 - 19.01.2017 03:00","1023","0"
"19.01.2017 03:00 - 19.01.2017 04:00","1023","0"
"19.01.2017 04:00 - 19.01.2017 05:00","1023","0"
"19.01.2017 05:00 - 19.01.2017 06:00","1023","0"
"19.01.2017 06:00 - 19.01.2017 07:00","545","0"
"19.01.2017 07:00 - 19.01.2017 08:00","0","459"
"19.01.2017 08:00 - 19.01.2017 09:00","0","701"
"19.01.2017 09:00 - 19.01.2017 10:00","0","702"
"19.01.2017 10:00 - 19.01.2017 11:00","0","702"
"19.01.2017 11:00 - 19.01.2017 12:00","0","702"
"19.01.2017 12:00 - 19.01.2017 13:00","0","702"
"19.01.2017 13:00 - 19.01.2017 14:00","0","702"
"19.01.2017 14:00 - 19.01.2017 15:00","0","702"
"19.01.2017 15:00 - 19.01.2017 16:00","0","702"
"19.01.2017 16:00 - 19.01.2017 17:00","0","702"
"19.01.2017 17:00 - 19.01.2017 18:00","295","0"
"19.01.2017 18:00 - 19.01.2017 19:00","1019","0"
"19.01.2017 19:00 - 19.01.2017 20:00","1023","0"
"19.01.2017 20:00 - 19.01.2017 21:00","1023","0"
"19.01.2017 21:00 - 19.01.2017 22:00","1023","0"
"19.01.2017 22:00 - 19.01.2017 23:00","1023","0"
