"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO2","01.01.2018 14:00 - 01.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","224","5739","n/e","n/e","43","n/e","n/e","n/e","n/e","216"
"BZN|NO2","01.01.2018 15:00 - 01.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","6430","n/e","n/e","43","n/e","n/e","n/e","n/e","213"
"BZN|NO2","01.01.2018 16:00 - 01.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","6711","n/e","n/e","44","n/e","n/e","n/e","n/e","200"
"BZN|NO2","01.01.2018 17:00 - 01.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","232","6956","n/e","n/e","44","n/e","n/e","n/e","n/e","187"
"BZN|NO2","01.01.2018 18:00 - 01.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","6804","n/e","n/e","43","n/e","n/e","n/e","n/e","171"
"BZN|NO2","01.01.2018 19:00 - 01.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","6647","n/e","n/e","43","n/e","n/e","n/e","n/e","164"
"BZN|NO2","01.01.2018 20:00 - 01.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","6476","n/e","n/e","43","n/e","n/e","n/e","n/e","143"
"BZN|NO2","01.01.2018 21:00 - 01.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","6175","n/e","n/e","43","n/e","n/e","n/e","n/e","127"
"BZN|NO2","01.01.2018 22:00 - 01.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","5305","n/e","n/e","43","n/e","n/e","n/e","n/e","116"
"BZN|NO2","01.01.2018 23:00 - 02.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","4591","n/e","n/e","43","n/e","n/e","n/e","n/e","108"
"BZN|NO2","02.01.2018 00:00 - 02.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","4510","n/e","n/e","44","n/e","n/e","n/e","n/e","169"
"BZN|NO2","02.01.2018 01:00 - 02.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","4156","n/e","n/e","44","n/e","n/e","n/e","n/e","172"
"BZN|NO2","02.01.2018 02:00 - 02.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","4390","n/e","n/e","44","n/e","n/e","n/e","n/e","167"
"BZN|NO2","02.01.2018 03:00 - 02.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","4256","n/e","n/e","44","n/e","n/e","n/e","n/e","166"
"BZN|NO2","02.01.2018 04:00 - 02.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","4469","n/e","n/e","44","n/e","n/e","n/e","n/e","151"
"BZN|NO2","02.01.2018 05:00 - 02.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","5975","n/e","n/e","44","n/e","n/e","n/e","n/e","146"
"BZN|NO2","02.01.2018 06:00 - 02.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","6867","n/e","n/e","48","n/e","n/e","n/e","n/e","130"
"BZN|NO2","02.01.2018 07:00 - 02.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8379","n/e","n/e","53","n/e","n/e","n/e","n/e","104"
"BZN|NO2","02.01.2018 08:00 - 02.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8604","n/e","n/e","62","n/e","n/e","n/e","n/e","76"
"BZN|NO2","02.01.2018 09:00 - 02.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8663","n/e","n/e","65","n/e","n/e","n/e","n/e","55"
"BZN|NO2","02.01.2018 10:00 - 02.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8745","n/e","n/e","67","n/e","n/e","n/e","n/e","40"
"BZN|NO2","02.01.2018 11:00 - 02.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8794","n/e","n/e","67","n/e","n/e","n/e","n/e","38"
"BZN|NO2","02.01.2018 12:00 - 02.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8745","n/e","n/e","67","n/e","n/e","n/e","n/e","22"
"BZN|NO2","02.01.2018 13:00 - 02.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8707","n/e","n/e","67","n/e","n/e","n/e","n/e","15"
"BZN|NO2","02.01.2018 14:00 - 02.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8733","n/e","n/e","67","n/e","n/e","n/e","n/e","11"
"BZN|NO2","02.01.2018 15:00 - 02.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8760","n/e","n/e","67","n/e","n/e","n/e","n/e","20"
"BZN|NO2","02.01.2018 16:00 - 02.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8720","n/e","n/e","68","n/e","n/e","n/e","n/e","19"
"BZN|NO2","02.01.2018 17:00 - 02.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8689","n/e","n/e","68","n/e","n/e","n/e","n/e","36"
"BZN|NO2","02.01.2018 18:00 - 02.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","8613","n/e","n/e","68","n/e","n/e","n/e","n/e","60"
"BZN|NO2","02.01.2018 19:00 - 02.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","8578","n/e","n/e","68","n/e","n/e","n/e","n/e","89"
"BZN|NO2","02.01.2018 20:00 - 02.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","8348","n/e","n/e","65","n/e","n/e","n/e","n/e","114"
"BZN|NO2","02.01.2018 21:00 - 02.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","7708","n/e","n/e","65","n/e","n/e","n/e","n/e","156"
"BZN|NO2","02.01.2018 22:00 - 02.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","7080","n/e","n/e","64","n/e","n/e","n/e","n/e","192"
"BZN|NO2","02.01.2018 23:00 - 03.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","6833","n/e","n/e","64","n/e","n/e","n/e","n/e","228"
"BZN|NO2","03.01.2018 00:00 - 03.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","6025","n/e","n/e","63","n/e","n/e","n/e","n/e","294"
"BZN|NO2","03.01.2018 01:00 - 03.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","5447","n/e","n/e","63","n/e","n/e","n/e","n/e","330"
"BZN|NO2","03.01.2018 02:00 - 03.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","4885","n/e","n/e","64","n/e","n/e","n/e","n/e","363"
"BZN|NO2","03.01.2018 03:00 - 03.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","4844","n/e","n/e","64","n/e","n/e","n/e","n/e","407"
"BZN|NO2","03.01.2018 04:00 - 03.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","4829","n/e","n/e","64","n/e","n/e","n/e","n/e","430"
"BZN|NO2","03.01.2018 05:00 - 03.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","5285","n/e","n/e","64","n/e","n/e","n/e","n/e","418"
"BZN|NO2","03.01.2018 06:00 - 03.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","6132","n/e","n/e","64","n/e","n/e","n/e","n/e","426"
"BZN|NO2","03.01.2018 07:00 - 03.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","7061","n/e","n/e","64","n/e","n/e","n/e","n/e","426"
"BZN|NO2","03.01.2018 08:00 - 03.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","7354","n/e","n/e","65","n/e","n/e","n/e","n/e","426"
"BZN|NO2","03.01.2018 09:00 - 03.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","7524","n/e","n/e","65","n/e","n/e","n/e","n/e","407"
"BZN|NO2","03.01.2018 10:00 - 03.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","229","7826","n/e","n/e","65","n/e","n/e","n/e","n/e","387"
"BZN|NO2","03.01.2018 11:00 - 03.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8134","n/e","n/e","65","n/e","n/e","n/e","n/e","329"
"BZN|NO2","03.01.2018 12:00 - 03.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8384","n/e","n/e","66","n/e","n/e","n/e","n/e","305"
"BZN|NO2","03.01.2018 13:00 - 03.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8476","n/e","n/e","66","n/e","n/e","n/e","n/e","286"
"BZN|NO2","03.01.2018 14:00 - 03.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8546","n/e","n/e","65","n/e","n/e","n/e","n/e","283"
"BZN|NO2","03.01.2018 15:00 - 03.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","8541","n/e","n/e","65","n/e","n/e","n/e","n/e","260"
"BZN|NO2","03.01.2018 16:00 - 03.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8518","n/e","n/e","65","n/e","n/e","n/e","n/e","255"
"BZN|NO2","03.01.2018 17:00 - 03.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8503","n/e","n/e","65","n/e","n/e","n/e","n/e","232"
"BZN|NO2","03.01.2018 18:00 - 03.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","232","8455","n/e","n/e","65","n/e","n/e","n/e","n/e","214"
"BZN|NO2","03.01.2018 19:00 - 03.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8508","n/e","n/e","65","n/e","n/e","n/e","n/e","198"
"BZN|NO2","03.01.2018 20:00 - 03.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8329","n/e","n/e","64","n/e","n/e","n/e","n/e","166"
"BZN|NO2","03.01.2018 21:00 - 03.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","8166","n/e","n/e","64","n/e","n/e","n/e","n/e","151"
"BZN|NO2","03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","7736","n/e","n/e","63","n/e","n/e","n/e","n/e","138"
"BZN|NO2","03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","7040","n/e","n/e","62","n/e","n/e","n/e","n/e","130"
"BZN|NO2","04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","6167","n/e","n/e","57","n/e","n/e","n/e","n/e","96"
"BZN|NO2","04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","5608","n/e","n/e","57","n/e","n/e","n/e","n/e","91"
"BZN|NO2","04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","5186","n/e","n/e","57","n/e","n/e","n/e","n/e","91"
"BZN|NO2","04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","5149","n/e","n/e","56","n/e","n/e","n/e","n/e","77"
"BZN|NO2","04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","5304","n/e","n/e","56","n/e","n/e","n/e","n/e","61"
"BZN|NO2","04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","6134","n/e","n/e","56","n/e","n/e","n/e","n/e","51"
"BZN|NO2","04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","7457","n/e","n/e","59","n/e","n/e","n/e","n/e","45"
"BZN|NO2","04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8325","n/e","n/e","61","n/e","n/e","n/e","n/e","45"
"BZN|NO2","04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8560","n/e","n/e","63","n/e","n/e","n/e","n/e","40"
"BZN|NO2","04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","8539","n/e","n/e","64","n/e","n/e","n/e","n/e","33"
"BZN|NO2","04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8602","n/e","n/e","64","n/e","n/e","n/e","n/e","29"
"BZN|NO2","04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8680","n/e","n/e","64","n/e","n/e","n/e","n/e","28"
"BZN|NO2","04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8690","n/e","n/e","64","n/e","n/e","n/e","n/e","27"
"BZN|NO2","04.01.2018 13:00 - 04.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8735","n/e","n/e","57","n/e","n/e","n/e","n/e","34"
"BZN|NO2","04.01.2018 14:00 - 04.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8718","n/e","n/e","64","n/e","n/e","n/e","n/e","34"
"BZN|NO2","04.01.2018 15:00 - 04.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8759","n/e","n/e","64","n/e","n/e","n/e","n/e","30"
"BZN|NO2","04.01.2018 16:00 - 04.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8703","n/e","n/e","64","n/e","n/e","n/e","n/e","38"
"BZN|NO2","04.01.2018 17:00 - 04.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8572","n/e","n/e","64","n/e","n/e","n/e","n/e","45"
"BZN|NO2","04.01.2018 18:00 - 04.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8636","n/e","n/e","64","n/e","n/e","n/e","n/e","49"
"BZN|NO2","04.01.2018 19:00 - 04.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","8602","n/e","n/e","61","n/e","n/e","n/e","n/e","52"
"BZN|NO2","04.01.2018 20:00 - 04.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8193","n/e","n/e","59","n/e","n/e","n/e","n/e","57"
"BZN|NO2","04.01.2018 21:00 - 04.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","8065","n/e","n/e","59","n/e","n/e","n/e","n/e","54"
"BZN|NO2","04.01.2018 22:00 - 04.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","7561","n/e","n/e","60","n/e","n/e","n/e","n/e","58"
"BZN|NO2","04.01.2018 23:00 - 05.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","225","6852","n/e","n/e","59","n/e","n/e","n/e","n/e","60"
"BZN|NO2","05.01.2018 00:00 - 05.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","223","5487","n/e","n/e","59","n/e","n/e","n/e","n/e","44"
"BZN|NO2","05.01.2018 01:00 - 05.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","4774","n/e","n/e","59","n/e","n/e","n/e","n/e","45"
"BZN|NO2","05.01.2018 02:00 - 05.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","4071","n/e","n/e","59","n/e","n/e","n/e","n/e","42"
"BZN|NO2","05.01.2018 03:00 - 05.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","4064","n/e","n/e","60","n/e","n/e","n/e","n/e","39"
"BZN|NO2","05.01.2018 04:00 - 05.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","4400","n/e","n/e","60","n/e","n/e","n/e","n/e","38"
"BZN|NO2","05.01.2018 05:00 - 05.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","4951","n/e","n/e","60","n/e","n/e","n/e","n/e","31"
"BZN|NO2","05.01.2018 06:00 - 05.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","6694","n/e","n/e","60","n/e","n/e","n/e","n/e","29"
"BZN|NO2","05.01.2018 07:00 - 05.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","220","8339","n/e","n/e","60","n/e","n/e","n/e","n/e","13"
"BZN|NO2","05.01.2018 08:00 - 05.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","220","8705","n/e","n/e","61","n/e","n/e","n/e","n/e","9"
"BZN|NO2","05.01.2018 09:00 - 05.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","219","8887","n/e","n/e","64","n/e","n/e","n/e","n/e","8"
"BZN|NO2","05.01.2018 10:00 - 05.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","218","8889","n/e","n/e","64","n/e","n/e","n/e","n/e","8"
"BZN|NO2","05.01.2018 11:00 - 05.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","215","8839","n/e","n/e","64","n/e","n/e","n/e","n/e","6"
"BZN|NO2","05.01.2018 12:00 - 05.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","202","8834","n/e","n/e","64","n/e","n/e","n/e","n/e","6"
"BZN|NO2","05.01.2018 13:00 - 05.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","201","8829","n/e","n/e","64","n/e","n/e","n/e","n/e","5"
