"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO2","23.02.2018 01:00 - 23.02.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","203","7188","n/e","n/e","67","n/e","n/e","n/e","n/e","32"
"BZN|NO2","23.02.2018 02:00 - 23.02.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","203","7073","n/e","n/e","66","n/e","n/e","n/e","n/e","34"
"BZN|NO2","23.02.2018 03:00 - 23.02.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","203","7049","n/e","n/e","66","n/e","n/e","n/e","n/e","33"
"BZN|NO2","23.02.2018 04:00 - 23.02.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","202","7304","n/e","n/e","66","n/e","n/e","n/e","n/e","34"
"BZN|NO2","23.02.2018 05:00 - 23.02.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","202","7952","n/e","n/e","66","n/e","n/e","n/e","n/e","39"
"BZN|NO2","23.02.2018 06:00 - 23.02.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","202","8443","n/e","n/e","68","n/e","n/e","n/e","n/e","42"
"BZN|NO2","23.02.2018 07:00 - 23.02.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","201","8520","n/e","n/e","68","n/e","n/e","n/e","n/e","40"
"BZN|NO2","23.02.2018 08:00 - 23.02.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8677","n/e","n/e","68","n/e","n/e","n/e","n/e","40"
"BZN|NO2","23.02.2018 09:00 - 23.02.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","198","8737","n/e","n/e","68","n/e","n/e","n/e","n/e","40"
"BZN|NO2","23.02.2018 10:00 - 23.02.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","195","8818","n/e","n/e","67","n/e","n/e","n/e","n/e","32"
"BZN|NO2","23.02.2018 11:00 - 23.02.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192","8771","n/e","n/e","66","n/e","n/e","n/e","n/e","25"
"BZN|NO2","23.02.2018 12:00 - 23.02.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192","8730","n/e","n/e","63","n/e","n/e","n/e","n/e","20"
"BZN|NO2","23.02.2018 13:00 - 23.02.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192","8625","n/e","n/e","64","n/e","n/e","n/e","n/e","17"
"BZN|NO2","23.02.2018 14:00 - 23.02.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192","8552","n/e","n/e","63","n/e","n/e","n/e","n/e","14"
"BZN|NO2","23.02.2018 15:00 - 23.02.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","8487","n/e","n/e","63","n/e","n/e","n/e","n/e","16"
"BZN|NO2","23.02.2018 16:00 - 23.02.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","181","8463","n/e","n/e","63","n/e","n/e","n/e","n/e","15"
"BZN|NO2","23.02.2018 17:00 - 23.02.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","175","8553","n/e","n/e","65","n/e","n/e","n/e","n/e","17"
"BZN|NO2","23.02.2018 18:00 - 23.02.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","8494","n/e","n/e","66","n/e","n/e","n/e","n/e","27"
"BZN|NO2","23.02.2018 19:00 - 23.02.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","8592","n/e","n/e","65","n/e","n/e","n/e","n/e","30"
"BZN|NO2","23.02.2018 20:00 - 23.02.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","8563","n/e","n/e","67","n/e","n/e","n/e","n/e","37"
"BZN|NO2","23.02.2018 21:00 - 23.02.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","8196","n/e","n/e","68","n/e","n/e","n/e","n/e","70"
"BZN|NO2","23.02.2018 22:00 - 23.02.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","7882","n/e","n/e","70","n/e","n/e","n/e","n/e","95"
"BZN|NO2","23.02.2018 23:00 - 24.02.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","6983","n/e","n/e","70","n/e","n/e","n/e","n/e","109"
"BZN|NO2","24.02.2018 00:00 - 24.02.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","6590","n/e","n/e","71","n/e","n/e","n/e","n/e","159"
"BZN|NO2","24.02.2018 01:00 - 24.02.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","6582","n/e","n/e","73","n/e","n/e","n/e","n/e","198"
"BZN|NO2","24.02.2018 02:00 - 24.02.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","6585","n/e","n/e","74","n/e","n/e","n/e","n/e","210"
"BZN|NO2","24.02.2018 03:00 - 24.02.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6430","n/e","n/e","76","n/e","n/e","n/e","n/e","227"
"BZN|NO2","24.02.2018 04:00 - 24.02.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6619","n/e","n/e","78","n/e","n/e","n/e","n/e","256"
"BZN|NO2","24.02.2018 05:00 - 24.02.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","7069","n/e","n/e","79","n/e","n/e","n/e","n/e","262"
"BZN|NO2","24.02.2018 06:00 - 24.02.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7153","n/e","n/e","80","n/e","n/e","n/e","n/e","294"
"BZN|NO2","24.02.2018 07:00 - 24.02.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7260","n/e","n/e","81","n/e","n/e","n/e","n/e","315"
"BZN|NO2","24.02.2018 08:00 - 24.02.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7600","n/e","n/e","81","n/e","n/e","n/e","n/e","302"
"BZN|NO2","24.02.2018 09:00 - 24.02.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7893","n/e","n/e","79","n/e","n/e","n/e","n/e","244"
"BZN|NO2","24.02.2018 10:00 - 24.02.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7901","n/e","n/e","78","n/e","n/e","n/e","n/e","217"
"BZN|NO2","24.02.2018 11:00 - 24.02.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7749","n/e","n/e","77","n/e","n/e","n/e","n/e","199"
"BZN|NO2","24.02.2018 12:00 - 24.02.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7554","n/e","n/e","77","n/e","n/e","n/e","n/e","176"
"BZN|NO2","24.02.2018 13:00 - 24.02.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7037","n/e","n/e","75","n/e","n/e","n/e","n/e","153"
"BZN|NO2","24.02.2018 14:00 - 24.02.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7263","n/e","n/e","73","n/e","n/e","n/e","n/e","165"
"BZN|NO2","24.02.2018 15:00 - 24.02.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7234","n/e","n/e","71","n/e","n/e","n/e","n/e","151"
"BZN|NO2","24.02.2018 16:00 - 24.02.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7652","n/e","n/e","70","n/e","n/e","n/e","n/e","118"
"BZN|NO2","24.02.2018 17:00 - 24.02.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","8206","n/e","n/e","71","n/e","n/e","n/e","n/e","106"
"BZN|NO2","24.02.2018 18:00 - 24.02.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","8193","n/e","n/e","71","n/e","n/e","n/e","n/e","79"
"BZN|NO2","24.02.2018 19:00 - 24.02.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","8192","n/e","n/e","70","n/e","n/e","n/e","n/e","65"
"BZN|NO2","24.02.2018 20:00 - 24.02.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","8065","n/e","n/e","67","n/e","n/e","n/e","n/e","56"
"BZN|NO2","24.02.2018 21:00 - 24.02.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7533","n/e","n/e","65","n/e","n/e","n/e","n/e","49"
"BZN|NO2","24.02.2018 22:00 - 24.02.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7295","n/e","n/e","63","n/e","n/e","n/e","n/e","46"
"BZN|NO2","24.02.2018 23:00 - 25.02.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6807","n/e","n/e","62","n/e","n/e","n/e","n/e","39"
"BZN|NO2","25.02.2018 00:00 - 25.02.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6403","n/e","n/e","63","n/e","n/e","n/e","n/e","20"
"BZN|NO2","25.02.2018 01:00 - 25.02.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6321","n/e","n/e","63","n/e","n/e","n/e","n/e","20"
"BZN|NO2","25.02.2018 02:00 - 25.02.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6257","n/e","n/e","63","n/e","n/e","n/e","n/e","20"
"BZN|NO2","25.02.2018 03:00 - 25.02.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","6029","n/e","n/e","62","n/e","n/e","n/e","n/e","21"
"BZN|NO2","25.02.2018 04:00 - 25.02.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","5925","n/e","n/e","62","n/e","n/e","n/e","n/e","25"
"BZN|NO2","25.02.2018 05:00 - 25.02.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","6313","n/e","n/e","63","n/e","n/e","n/e","n/e","27"
"BZN|NO2","25.02.2018 06:00 - 25.02.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","6647","n/e","n/e","63","n/e","n/e","n/e","n/e","32"
"BZN|NO2","25.02.2018 07:00 - 25.02.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","6782","n/e","n/e","64","n/e","n/e","n/e","n/e","40"
"BZN|NO2","25.02.2018 08:00 - 25.02.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7266","n/e","n/e","66","n/e","n/e","n/e","n/e","50"
"BZN|NO2","25.02.2018 09:00 - 25.02.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7519","n/e","n/e","69","n/e","n/e","n/e","n/e","55"
"BZN|NO2","25.02.2018 10:00 - 25.02.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7517","n/e","n/e","70","n/e","n/e","n/e","n/e","60"
"BZN|NO2","25.02.2018 11:00 - 25.02.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7276","n/e","n/e","71","n/e","n/e","n/e","n/e","72"
"BZN|NO2","25.02.2018 12:00 - 25.02.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7105","n/e","n/e","70","n/e","n/e","n/e","n/e","88"
"BZN|NO2","25.02.2018 13:00 - 25.02.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","6779","n/e","n/e","70","n/e","n/e","n/e","n/e","78"
"BZN|NO2","25.02.2018 14:00 - 25.02.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6421","n/e","n/e","69","n/e","n/e","n/e","n/e","78"
"BZN|NO2","25.02.2018 15:00 - 25.02.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6406","n/e","n/e","69","n/e","n/e","n/e","n/e","75"
"BZN|NO2","25.02.2018 16:00 - 25.02.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","6909","n/e","n/e","69","n/e","n/e","n/e","n/e","76"
"BZN|NO2","25.02.2018 17:00 - 25.02.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7400","n/e","n/e","70","n/e","n/e","n/e","n/e","62"
"BZN|NO2","25.02.2018 18:00 - 25.02.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","8056","n/e","n/e","70","n/e","n/e","n/e","n/e","62"
"BZN|NO2","25.02.2018 19:00 - 25.02.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","8080","n/e","n/e","70","n/e","n/e","n/e","n/e","65"
"BZN|NO2","25.02.2018 20:00 - 25.02.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7958","n/e","n/e","70","n/e","n/e","n/e","n/e","61"
"BZN|NO2","25.02.2018 21:00 - 25.02.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7258","n/e","n/e","70","n/e","n/e","n/e","n/e","61"
"BZN|NO2","25.02.2018 22:00 - 25.02.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","7014","n/e","n/e","69","n/e","n/e","n/e","n/e","65"
"BZN|NO2","25.02.2018 23:00 - 26.02.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","6036","n/e","n/e","69","n/e","n/e","n/e","n/e","77"
"BZN|NO2","26.02.2018 00:00 - 26.02.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","5533","n/e","n/e","68","n/e","n/e","n/e","n/e","104"
"BZN|NO2","26.02.2018 01:00 - 26.02.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","5614","n/e","n/e","68","n/e","n/e","n/e","n/e","110"
"BZN|NO2","26.02.2018 02:00 - 26.02.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","5619","n/e","n/e","67","n/e","n/e","n/e","n/e","109"
"BZN|NO2","26.02.2018 03:00 - 26.02.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","5648","n/e","n/e","67","n/e","n/e","n/e","n/e","89"
"BZN|NO2","26.02.2018 04:00 - 26.02.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","6478","n/e","n/e","67","n/e","n/e","n/e","n/e","85"
"BZN|NO2","26.02.2018 05:00 - 26.02.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","7525","n/e","n/e","66","n/e","n/e","n/e","n/e","75"
"BZN|NO2","26.02.2018 06:00 - 26.02.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","185","8425","n/e","n/e","66","n/e","n/e","n/e","n/e","59"
"BZN|NO2","26.02.2018 07:00 - 26.02.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","184","8578","n/e","n/e","66","n/e","n/e","n/e","n/e","46"
"BZN|NO2","26.02.2018 08:00 - 26.02.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","196","8650","n/e","n/e","64","n/e","n/e","n/e","n/e","57"
"BZN|NO2","26.02.2018 09:00 - 26.02.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","8571","n/e","n/e","63","n/e","n/e","n/e","n/e","43"
"BZN|NO2","26.02.2018 10:00 - 26.02.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","209","8463","n/e","n/e","62","n/e","n/e","n/e","n/e","55"
"BZN|NO2","26.02.2018 11:00 - 26.02.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","213","8503","n/e","n/e","62","n/e","n/e","n/e","n/e","33"
"BZN|NO2","26.02.2018 12:00 - 26.02.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","8398","n/e","n/e","62","n/e","n/e","n/e","n/e","21"
"BZN|NO2","26.02.2018 13:00 - 26.02.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","215","8210","n/e","n/e","62","n/e","n/e","n/e","n/e","16"
"BZN|NO2","26.02.2018 14:00 - 26.02.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","8216","n/e","n/e","62","n/e","n/e","n/e","n/e","5"
"BZN|NO2","26.02.2018 15:00 - 26.02.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","215","8190","n/e","n/e","62","n/e","n/e","n/e","n/e","5"
"BZN|NO2","26.02.2018 16:00 - 26.02.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","215","8259","n/e","n/e","63","n/e","n/e","n/e","n/e","9"
"BZN|NO2","26.02.2018 17:00 - 26.02.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","8507","n/e","n/e","67","n/e","n/e","n/e","n/e","25"
"BZN|NO2","26.02.2018 18:00 - 26.02.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","8602","n/e","n/e","71","n/e","n/e","n/e","n/e","61"
"BZN|NO2","26.02.2018 19:00 - 26.02.2018 20:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","8518","n/e","n/e","74","n/e","n/e","n/e","n/e","92"
"BZN|NO2","26.02.2018 20:00 - 26.02.2018 21:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","8575","n/e","n/e","74","n/e","n/e","n/e","n/e","121"
"BZN|NO2","26.02.2018 21:00 - 26.02.2018 22:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","204","8272","n/e","n/e","75","n/e","n/e","n/e","n/e","175"
"BZN|NO2","26.02.2018 22:00 - 26.02.2018 23:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","7755","n/e","n/e","74","n/e","n/e","n/e","n/e","209"
"BZN|NO2","26.02.2018 23:00 - 27.02.2018 00:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","7491","n/e","n/e","73","n/e","n/e","n/e","n/e","227"
"BZN|NO2","27.02.2018 00:00 - 27.02.2018 01:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","7490","n/e","n/e","73","n/e","n/e","n/e","n/e","225"
"BZN|NO2","27.02.2018 01:00 - 27.02.2018 02:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","204","7182","n/e","n/e","71","n/e","n/e","n/e","n/e","208"
"BZN|NO2","27.02.2018 02:00 - 27.02.2018 03:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","6746","n/e","n/e","71","n/e","n/e","n/e","n/e","195"
"BZN|NO2","27.02.2018 03:00 - 27.02.2018 04:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","6826","n/e","n/e","69","n/e","n/e","n/e","n/e","172"
"BZN|NO2","27.02.2018 04:00 - 27.02.2018 05:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","204","7258","n/e","n/e","69","n/e","n/e","n/e","n/e","196"
"BZN|NO2","27.02.2018 05:00 - 27.02.2018 06:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","204","7767","n/e","n/e","68","n/e","n/e","n/e","n/e","177"
"BZN|NO2","27.02.2018 06:00 - 27.02.2018 07:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8299","n/e","n/e","69","n/e","n/e","n/e","n/e","150"
"BZN|NO2","27.02.2018 07:00 - 27.02.2018 08:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8600","n/e","n/e","69","n/e","n/e","n/e","n/e","175"
"BZN|NO2","27.02.2018 08:00 - 27.02.2018 09:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","196","8577","n/e","n/e","70","n/e","n/e","n/e","n/e","222"
"BZN|NO2","27.02.2018 09:00 - 27.02.2018 10:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","197","8489","n/e","n/e","73","n/e","n/e","n/e","n/e","259"
"BZN|NO2","27.02.2018 10:00 - 27.02.2018 11:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","197","8429","n/e","n/e","74","n/e","n/e","n/e","n/e","279"
"BZN|NO2","27.02.2018 11:00 - 27.02.2018 12:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","198","8394","n/e","n/e","76","n/e","n/e","n/e","n/e","304"
"BZN|NO2","27.02.2018 12:00 - 27.02.2018 13:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8490","n/e","n/e","80","n/e","n/e","n/e","n/e","325"
"BZN|NO2","27.02.2018 13:00 - 27.02.2018 14:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","198","8513","n/e","n/e","82","n/e","n/e","n/e","n/e","334"
"BZN|NO2","27.02.2018 14:00 - 27.02.2018 15:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","198","8479","n/e","n/e","82","n/e","n/e","n/e","n/e","333"
"BZN|NO2","27.02.2018 15:00 - 27.02.2018 16:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","198","8444","n/e","n/e","83","n/e","n/e","n/e","n/e","336"
"BZN|NO2","27.02.2018 16:00 - 27.02.2018 17:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8466","n/e","n/e","84","n/e","n/e","n/e","n/e","356"
"BZN|NO2","27.02.2018 17:00 - 27.02.2018 18:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8532","n/e","n/e","85","n/e","n/e","n/e","n/e","377"
"BZN|NO2","27.02.2018 18:00 - 27.02.2018 19:00 (CET/CEST)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","8470","n/e","n/e","86","n/e","n/e","n/e","n/e","374"
