HDR,SETTLEMENT DATE,SP,CCGT,OIL,COAL,NUCLEAR,WIND,PS,HYDRO,OCGT,OTHER,IFA,MOYLE,BRITNED,EASTWEST,BIOMASS,NEMOLINK,ELECLINK,IFA 2,NSL
FUELHH,20210102,38,21235,0,1979,5937,3997,714,619,107,415,2004,0,0,0,2466,1020,0,0,0
FUELHH,20210102,39,21213,0,1508,5929,4127,242,528,54,280,2004,0,0,0,2465,1020,0,0,0
FUELHH,20210102,40,20299,0,1216,5935,4131,0,506,9,170,2004,0,0,0,2459,1020,0,0,0
FUELHH,20210102,41,19246,0,1281,5933,4130,0,429,1,164,2004,0,0,0,2454,1020,0,0,0
FUELHH,20210102,42,18057,0,1179,5932,4197,0,419,1,166,2004,0,0,0,2379,1020,0,0,0
FUELHH,20210102,43,17046,0,771,5937,4571,0,405,1,175,2004,0,0,0,2378,1000,0,0,0
FUELHH,20210102,44,15792,0,531,5930,4655,0,404,1,176,2004,0,0,0,2375,1000,0,0,0
FUELHH,20210102,45,14729,0,110,5934,4630,0,363,0,165,2004,0,0,0,2372,1000,0,0,0
FUELHH,20210102,46,13339,0,0,5935,4753,0,358,0,150,2004,0,0,0,2358,1000,0,0,0
FUELHH,20210102,47,11824,0,0,5923,4675,6,347,0,157,2004,0,0,0,2352,1000,0,0,0
FUELHH,20210102,48,11015,0,0,5930,4707,0,339,0,145,2002,0,0,0,2348,1000,0,0,0
FUELHH,20210103,1,10306,0,0,5932,4913,0,292,0,150,2004,88,0,0,2351,1000,0,0,0
FUELHH,20210103,2,10430,0,0,5923,4842,0,292,0,155,2004,172,0,0,2354,1000,0,0,0
FUELHH,20210103,3,10105,0,0,5930,4837,0,277,0,160,1904,278,0,0,2364,952,0,0,0
FUELHH,20210103,4,9379,0,0,5927,4894,0,277,0,164,1904,248,0,0,2368,952,0,0,0
FUELHH,20210103,5,8710,0,0,5933,5071,0,272,0,164,1904,224,0,0,2371,952,0,0,0
FUELHH,20210103,6,8583,0,0,5933,4969,0,271,0,164,1904,262,0,0,2370,952,0,0,0
FUELHH,20210103,7,8083,0,0,5935,5367,0,267,0,183,1904,266,0,0,2370,952,0,0,0
FUELHH,20210103,8,7607,0,0,5936,5426,0,258,0,165,1902,120,0,0,2383,952,0,0,0
FUELHH,20210103,9,7738,0,0,5938,5619,0,270,0,165,1804,18,0,0,2388,902,0,0,0
FUELHH,20210103,10,7630,0,0,5928,5499,0,272,0,176,1804,0,0,0,2393,902,0,0,0
FUELHH,20210103,11,8252,0,0,5934,5254,0,304,0,168,1804,0,0,0,2393,804,0,0,0
FUELHH,20210103,12,8370,0,0,5928,5254,0,309,0,166,1804,0,0,0,2390,804,0,0,0
FUELHH,20210103,13,8269,0,0,5930,5655,0,328,0,171,1904,0,0,0,2391,952,0,0,0
FUELHH,20210103,14,8701,0,0,5918,5648,0,327,0,178,1896,0,0,0,2390,952,0,0,0
FUELHH,20210103,15,9290,0,122,5922,5704,0,327,0,167,1462,0,0,0,2432,968,0,0,0
FUELHH,20210103,16,9428,0,230,5922,5767,0,329,1,163,1466,0,0,0,2459,968,0,0,0
FUELHH,20210103,17,9835,0,229,5925,5517,0,335,1,163,1990,48,0,0,2484,1000,0,0,0
FUELHH,20210103,18,10928,0,229,5920,5660,0,343,1,164,2004,188,0,0,2554,1000,0,0,0
FUELHH,20210103,19,12052,0,368,5918,5895,6,388,2,172,2004,142,0,0,2761,950,0,0,0
FUELHH,20210103,20,13200,0,586,5920,5794,30,372,3,176,2002,90,0,0,2949,950,0,0,0
FUELHH,20210103,21,14036,0,973,5918,5940,0,398,0,166,2002,0,0,0,2990,950,0,0,0
FUELHH,20210103,22,14482,0,1299,5909,5777,122,404,1,169,2004,0,0,0,3009,950,0,0,0
FUELHH,20210103,23,15638,0,1459,5910,5349,14,407,0,164,2004,0,0,0,3024,920,0,0,0
FUELHH,20210103,24,16344,0,1495,5905,5052,22,422,0,167,2004,0,0,2,3047,920,0,0,0
FUELHH,20210103,25,17143,0,1499,5908,4630,26,429,31,169,668,0,0,0,3055,328,0,0,0
FUELHH,20210103,26,17292,0,1464,5915,4946,0,408,88,184,2004,0,0,2,3052,988,0,0,0
FUELHH,20210103,27,17431,0,1299,5909,4972,78,419,48,177,2004,0,0,0,3047,1000,0,0,0
FUELHH,20210103,28,17390,0,1234,5906,5250,140,419,0,174,2004,0,0,0,3040,1000,0,0,0
FUELHH,20210103,29,17550,0,1422,5909,5467,0,419,0,160,2004,0,0,0,3034,970,0,0,0
FUELHH,20210103,30,17797,0,1353,5904,5761,0,420,0,163,2004,0,0,0,3039,970,0,0,0
FUELHH,20210103,31,18283,0,1165,5907,6421,0,430,0,160,2004,0,0,0,3028,972,0,0,0
FUELHH,20210103,32,18394,0,1168,5904,6884,176,439,14,165,2004,0,0,0,3038,972,0,0,0
FUELHH,20210103,33,18936,0,1418,5909,6895,952,502,39,196,2002,0,0,0,3082,1020,0,0,0
FUELHH,20210103,34,19992,0,1497,5912,7169,888,536,78,383,2004,52,0,0,3080,1020,0,0,0
FUELHH,20210103,35,20090,0,1500,5910,7604,814,654,87,470,2004,0,0,0,3082,1020,0,0,0
FUELHH,20210103,36,20064,0,1500,5904,7578,888,675,66,260,2004,0,0,0,3092,1020,0,0,0
FUELHH,20210103,37,19587,0,1380,5911,7235,868,613,2,163,2004,0,0,0,3090,1020,0,0,0
FUELHH,20210103,38,18506,0,1267,5911,7722,668,590,0,169,2004,0,0,0,3095,1020,0,0,0
FUELHH,20210103,39,17414,0,1228,5908,7834,136,485,0,160,2004,0,0,0,3089,1020,0,0,0
FUELHH,20210103,40,16009,0,740,5909,8327,34,465,0,173,2002,0,0,0,3084,1020,0,0,0
FUELHH,20210103,41,14962,0,477,5905,8347,240,399,0,167,1994,0,0,0,3081,1020,0,0,0
FUELHH,20210103,42,13908,0,258,5905,8256,120,393,0,163,1994,0,0,0,3075,1020,0,0,0
FUELHH,20210103,43,12856,0,30,5912,8003,310,377,0,178,2002,0,0,0,3081,1000,0,0,0
FUELHH,20210103,44,11682,0,0,5903,7745,264,374,0,171,1992,0,0,0,3090,1000,0,0,0
FUELHH,20210103,45,11065,0,0,5905,7776,136,339,0,162,1512,0,0,0,3080,900,0,0,0
FUELHH,20210103,46,9865,0,0,5904,7765,0,351,0,168,1502,0,0,0,3080,900,0,0,0
FUELHH,20210103,47,8079,0,0,5902,7890,0,342,0,164,1606,0,0,62,3078,806,0,0,0
FUELHH,20210103,48,7021,0,0,5901,8025,0,333,0,169,1606,0,0,22,3077,804,0,0,0
FUELHH,20210104,1,6974,0,0,5899,7861,0,289,0,168,1606,26,0,0,3075,804,0,0,0
FUELHH,20210104,2,7044,0,0,5905,7841,0,290,1,153,1606,152,0,0,3076,804,0,0,0
FUELHH,20210104,3,7099,0,0,5906,7938,0,275,3,141,1606,190,0,0,3091,806,0,0,0
FUELHH,20210104,4,6807,0,0,5902,7930,0,288,1,209,1606,230,0,0,2937,804,0,0,0
FUELHH,20210104,5,6601,0,0,5903,7882,0,289,8,274,1606,132,0,0,2849,804,0,0,0
FUELHH,20210104,6,6473,0,0,5911,7930,0,288,40,290,1606,94,0,18,2851,804,0,0,0
FUELHH,20210104,7,6501,0,0,5907,7976,0,287,48,287,1600,0,0,0,2850,822,0,0,0
FUELHH,20210104,8,6257,0,0,5910,8146,0,286,0,224,1600,0,0,0,2854,822,0,0,0
FUELHH,20210104,9,6148,0,0,5910,8023,0,283,36,183,1502,0,0,0,2847,824,0,0,0
FUELHH,20210104,10,6256,0,0,5913,8232,0,286,16,174,1500,0,0,0,2847,824,0,0,0
FUELHH,20210104,11,6530,0,0,5914,8509,0,304,0,141,1362,90,0,0,2851,806,0,0,0
FUELHH,20210104,12,6998,0,0,5910,8820,0,303,0,144,1360,150,0,0,2853,806,0,0,0
FUELHH,20210104,13,8814,0,0,5911,8699,0,302,1,142,1324,136,0,0,2845,862,0,0,0
FUELHH,20210104,14,10942,0,0,5905,8735,0,302,1,141,1254,106,0,0,2844,862,0,0,0
FUELHH,20210104,15,14333,0,134,5907,8665,0,301,0,144,82,52,0,0,2843,862,0,0,0
FUELHH,20210104,16,15753,0,548,5899,8627,0,303,0,145,10,0,0,0,2844,862,0,0,0
FUELHH,20210104,17,17345,0,1075,5897,8641,0,331,0,145,8,0,0,0,2800,792,0,0,0
FUELHH,20210104,18,18061,0,1469,5892,8724,162,335,0,160,20,0,0,0,2823,792,0,0,0
FUELHH,20210104,19,18588,0,1794,5901,8687,106,413,0,150,554,0,0,0,2845,768,0,0,0
FUELHH,20210104,20,18951,0,1900,5894,8702,168,351,21,234,562,0,0,0,2847,770,0,0,0
FUELHH,20210104,21,19254,0,1959,5900,8545,190,391,96,444,212,0,0,0,2834,850,0,0,0
FUELHH,20210104,22,19636,0,1950,5899,8454,106,394,97,443,212,0,0,0,2830,850,0,0,0
FUELHH,20210104,23,20160,0,1847,5907,8393,10,395,97,412,550,0,0,0,2811,934,0,0,0
FUELHH,20210104,24,20468,0,1772,5900,8349,116,404,97,372,562,0,0,0,2612,934,0,0,0
FUELHH,20210104,25,20463,0,1807,5904,8249,174,408,97,388,976,0,0,0,2618,940,0,0,0
FUELHH,20210104,26,20712,0,1808,5908,8187,148,392,97,434,986,0,0,0,2620,940,0,0,0
FUELHH,20210104,27,20830,0,1807,5912,8362,0,397,97,420,1242,0,0,0,2619,974,0,0,0
FUELHH,20210104,28,20818,0,1805,5905,8448,32,407,63,336,1242,0,0,0,2610,974,0,0,0
FUELHH,20210104,29,21079,0,1815,5910,8698,20,407,27,256,974,0,0,0,2619,938,0,0,0
FUELHH,20210104,30,21194,0,1811,5907,8569,78,411,11,154,966,0,0,0,2626,938,0,0,0
FUELHH,20210104,31,21474,0,1812,5907,8583,0,419,65,208,708,0,0,0,2771,820,0,0,0
FUELHH,20210104,32,21296,0,1814,5904,8906,16,420,90,290,770,0,0,0,2823,820,0,0,0
FUELHH,20210104,33,20804,0,1813,5898,8961,242,507,90,339,1882,0,0,0,2825,934,0,0,0
FUELHH,20210104,34,21082,0,1809,5903,9010,836,578,111,437,1946,0,0,0,2820,936,0,0,0
FUELHH,20210104,35,21401,0,1813,5902,8837,862,649,187,482,2002,0,0,0,2824,1020,0,0,0
FUELHH,20210104,36,21306,0,1813,5899,8632,902,648,187,462,2002,0,0,0,2814,1020,0,0,0
FUELHH,20210104,37,21050,0,1814,5898,8582,906,548,187,427,1960,0,0,0,2788,1020,0,0,0
FUELHH,20210104,38,20858,0,1807,5897,8505,632,534,182,323,1960,0,0,0,2806,1020,0,0,0
FUELHH,20210104,39,20600,0,1814,5905,8492,8,494,7,191,2002,0,0,0,2808,1020,0,0,0
FUELHH,20210104,40,19043,0,1783,5902,8643,10,472,0,163,2002,0,0,0,2816,1020,0,0,0
FUELHH,20210104,41,17556,0,1355,5906,8587,0,431,0,152,2002,0,0,0,2817,980,0,0,0
FUELHH,20210104,42,16818,0,850,5896,8518,46,406,0,155,2002,0,0,0,2816,980,0,0,0
FUELHH,20210104,43,15932,0,463,5901,8436,6,387,0,157,2002,0,0,0,2824,946,0,0,0
FUELHH,20210104,44,14422,0,314,5905,8592,0,379,0,150,1994,0,0,0,2701,946,0,0,0
FUELHH,20210104,45,13130,0,265,5904,8594,0,347,0,152,1576,0,0,0,2339,1000,0,0,0
FUELHH,20210104,46,11924,0,1,5899,8350,28,359,0,156,1570,0,0,0,2208,998,0,0,0
FUELHH,20210104,47,10627,0,0,5899,8451,0,355,0,151,1802,0,0,0,1911,892,0,0,0
FUELHH,20210104,48,9737,0,0,5902,8495,0,348,0,152,1804,0,0,0,1455,892,0,0,0
FUELHH,20210105,1,9991,0,0,5896,8325,0,309,0,155,1804,0,0,0,1400,770,0,0,0
FUELHH,20210105,2,10481,0,0,5903,8203,0,307,0,153,1804,0,0,0,1405,770,0,0,0
FUELHH,20210105,3,10305,0,0,5901,8175,0,275,0,153,1804,0,2,0,1412,748,0,0,0
FUELHH,20210105,4,10320,0,0,5901,8055,0,274,0,157,1804,0,0,0,1414,748,0,0,0
FUELHH,20210105,5,10309,0,0,5904,8162,0,274,0,152,1804,0,0,0,1413,784,0,0,0
FUELHH,20210105,6,9941,0,0,5907,8312,0,274,0,150,1804,0,0,0,1416,784,0,0,0
FUELHH,20210105,7,9529,0,11,5906,8336,0,274,0,154,1804,0,0,0,1410,798,0,0,0
FUELHH,20210105,8,8900,0,28,5908,8511,0,274,0,152,1804,0,0,0,1416,798,0,0,0
FUELHH,20210105,9,8816,0,68,5905,8412,0,271,0,155,1818,0,0,0,1417,746,0,0,0
FUELHH,20210105,10,8773,0,94,5910,8461,0,269,0,152,1802,0,0,0,1419,748,0,0,0
FUELHH,20210105,11,9314,0,193,5905,8436,0,271,0,154,1202,56,0,0,1417,996,0,0,0
FUELHH,20210105,12,9798,0,325,5911,8555,0,293,0,152,1198,50,0,0,1418,994,0,0,0
FUELHH,20210105,13,10939,0,554,5906,8664,0,345,0,152,1726,106,0,0,1446,622,0,0,0
FUELHH,20210105,14,12507,0,795,5908,8822,0,348,0,155,1736,24,0,0,1533,614,0,0,0
FUELHH,20210105,15,14239,0,1357,5897,8623,132,362,1,164,1490,38,0,12,1753,360,0,0,0
FUELHH,20210105,16,16245,0,2070,5903,8399,0,372,1,154,1468,0,0,0,1775,356,0,0,0
FUELHH,20210105,17,18290,0,2670,5899,8314,70,385,0,161,836,0,0,0,1841,344,0,0,0
FUELHH,20210105,18,19114,0,3018,5898,8209,194,379,18,222,826,0,0,0,1880,346,0,0,0
FUELHH,20210105,19,19452,0,3153,5904,7825,96,380,97,320,1272,0,0,0,1960,406,0,0,0
FUELHH,20210105,20,19951,0,3195,5901,7623,188,399,97,350,1278,0,0,0,1978,406,0,0,0
FUELHH,20210105,21,20239,0,3162,5892,7380,326,389,97,381,978,0,0,0,1972,298,0,0,0
FUELHH,20210105,22,20282,0,3197,5887,7322,478,388,97,363,976,0,0,0,1970,298,0,0,0
FUELHH,20210105,23,20423,0,3205,5887,7454,134,393,94,351,778,0,0,0,2125,450,0,0,0
FUELHH,20210105,24,20490,0,3027,5887,7159,468,406,48,256,904,0,0,0,2162,448,0,0,0
FUELHH,20210105,25,20881,0,2794,5888,7091,490,409,56,259,1232,0,0,0,2166,132,0,0,0
FUELHH,20210105,26,20906,0,2687,5890,7283,430,388,91,408,1328,0,0,0,2147,126,0,0,0
FUELHH,20210105,27,20586,0,2671,5884,7386,392,389,48,378,2002,0,0,0,2161,168,0,0,0
FUELHH,20210105,28,20599,0,2661,5891,7578,300,395,48,244,2004,0,0,0,2184,172,0,0,0
FUELHH,20210105,29,20665,0,2666,5891,7832,138,394,32,178,1866,0,0,0,2182,472,0,0,0
FUELHH,20210105,30,20695,0,2736,5881,7981,114,377,124,171,1862,0,0,0,2045,472,0,0,0
FUELHH,20210105,31,20840,0,2847,5884,8096,712,428,336,185,1588,0,0,0,2051,244,0,0,0
FUELHH,20210105,32,20955,0,2936,5884,8067,604,440,386,334,1592,0,0,0,2245,252,0,0,0
FUELHH,20210105,33,21021,0,2997,5884,7875,764,537,432,368,1996,0,0,0,2347,728,0,0,0
FUELHH,20210105,34,21635,0,3012,5882,7849,802,561,369,513,2004,0,0,0,2428,736,0,0,0
FUELHH,20210105,35,21894,0,3014,5885,7498,1154,612,399,544,2004,0,0,0,2584,484,0,0,0
FUELHH,20210105,36,21718,0,3020,5877,7454,1464,614,298,558,2004,0,0,0,2599,486,0,0,0
FUELHH,20210105,37,21881,0,3024,5882,7035,1232,596,430,481,2004,0,0,0,2600,802,0,0,0
FUELHH,20210105,38,21802,0,3004,5881,6820,994,519,373,347,2004,0,0,0,2596,808,0,0,0
FUELHH,20210105,39,21210,0,2957,5875,6965,814,490,134,322,2004,0,0,0,2494,836,0,0,0
FUELHH,20210105,40,21183,0,2917,5880,6794,58,488,49,185,2004,0,0,0,2458,836,0,0,0
FUELHH,20210105,41,20393,0,2784,5887,6690,88,470,3,156,2004,0,0,0,2465,806,0,0,0
FUELHH,20210105,42,19818,0,2472,5888,6528,34,446,0,151,1996,0,0,0,2318,804,0,0,0
FUELHH,20210105,43,18932,0,2199,5884,6147,194,371,0,159,1614,0,0,0,2255,582,0,0,0
FUELHH,20210105,44,17437,0,2010,5889,5968,184,364,0,152,1600,0,0,0,2264,580,0,0,0
FUELHH,20210105,45,16336,0,1776,5889,6042,0,349,1,154,1184,0,0,0,2260,404,0,0,0
FUELHH,20210105,46,15201,0,1538,5889,5901,0,349,0,153,1176,0,0,0,2043,406,0,0,0
FUELHH,20210105,47,14235,0,1540,5887,5785,0,338,0,153,1044,0,0,0,1813,720,0,0,0
FUELHH,20210105,48,13793,0,1537,5885,5838,0,338,0,156,1052,0,0,0,1818,724,0,0,0
FUELHH,20210106,1,13467,0,1538,5884,5792,0,305,0,153,1472,0,0,0,1813,832,0,0,0
FUELHH,20210106,2,13931,0,1546,5878,5856,0,305,0,154,1490,0,0,0,1603,832,0,0,0
FUELHH,20210106,3,13033,0,1696,5881,5770,0,306,0,155,1934,0,0,0,1453,950,0,0,0
FUELHH,20210106,4,12512,0,1733,5882,5817,0,306,0,151,1942,0,0,0,1452,952,0,0,0
FUELHH,20210106,5,12063,0,1745,5884,5937,0,306,0,153,1910,0,0,0,1447,830,0,0,0
FUELHH,20210106,6,11640,0,1746,5880,5955,0,307,0,153,1908,0,0,0,1451,830,0,0,0
FUELHH,20210106,7,11862,0,1792,5881,5922,0,307,0,154,1668,0,0,0,1454,762,0,0,0
FUELHH,20210106,8,11570,0,1771,5885,5820,0,306,0,150,1664,0,0,0,1455,762,0,0,0
FUELHH,20210106,9,11813,0,1746,5885,5644,0,307,0,151,1418,0,0,0,1455,832,0,0,0
FUELHH,20210106,10,11834,0,1767,5882,5666,0,320,0,159,1386,0,0,0,1455,834,0,0,0
FUELHH,20210106,11,12775,0,1855,5882,5596,0,322,0,157,622,0,0,0,1604,862,0,0,0
FUELHH,20210106,12,13538,0,1951,5883,5361,0,341,0,156,592,0,0,0,1800,846,0,0,0
FUELHH,20210106,13,15340,0,2405,5889,5383,0,353,0,155,410,52,0,0,1898,262,0,0,0
FUELHH,20210106,14,16897,0,2765,5883,5243,0,387,140,161,478,0,0,0,1986,246,0,0,0
FUELHH,20210106,15,18163,0,2529,5887,5070,0,470,289,157,1632,32,0,0,2338,54,0,0,0
