"Time (CET/CEST)","BZN|BE > BZN|GB [MW]","BZN|GB > BZN|BE [MW]"
"18.07.2022 03:30 - 18.07.2022 03:45","0","925"
"18.07.2022 03:45 - 18.07.2022 04:00","0","925"
"18.07.2022 04:00 - 18.07.2022 04:15","0","925"
"18.07.2022 04:15 - 18.07.2022 04:30","0","925"
"18.07.2022 04:30 - 18.07.2022 04:45","0","925"
"18.07.2022 04:45 - 18.07.2022 05:00","0","925"
"18.07.2022 05:00 - 18.07.2022 05:15","0","981"
"18.07.2022 05:15 - 18.07.2022 05:30","0","981"
"18.07.2022 05:30 - 18.07.2022 05:45","0","981"
"18.07.2022 05:45 - 18.07.2022 06:00","0","927"
"18.07.2022 06:00 - 18.07.2022 06:15","0","233"
"18.07.2022 06:15 - 18.07.2022 06:30","0","183"
"18.07.2022 06:30 - 18.07.2022 06:45","0","183"
"18.07.2022 06:45 - 18.07.2022 07:00","0","166"
"18.07.2022 07:00 - 18.07.2022 07:15","262","0"
"18.07.2022 07:15 - 18.07.2022 07:30","279","0"
"18.07.2022 07:30 - 18.07.2022 07:45","279","0"
"18.07.2022 07:45 - 18.07.2022 08:00","278","0"
"18.07.2022 08:00 - 18.07.2022 08:15","200","0"
"18.07.2022 08:15 - 18.07.2022 08:30","200","0"
"18.07.2022 08:30 - 18.07.2022 08:45","200","0"
"18.07.2022 08:45 - 18.07.2022 09:00","201","0"
"18.07.2022 09:00 - 18.07.2022 09:15","301","0"
"18.07.2022 09:15 - 18.07.2022 09:30","302","0"
"18.07.2022 09:30 - 18.07.2022 09:45","302","0"
"18.07.2022 09:45 - 18.07.2022 10:00","340","0"
"18.07.2022 10:00 - 18.07.2022 10:15","953","0"
"18.07.2022 10:15 - 18.07.2022 10:30","992","0"
"18.07.2022 10:30 - 18.07.2022 10:45","992","0"
"18.07.2022 10:45 - 18.07.2022 11:00","992","0"
"18.07.2022 11:00 - 18.07.2022 11:15","938","0"
"18.07.2022 11:15 - 18.07.2022 11:30","938","0"
"18.07.2022 11:30 - 18.07.2022 11:45","938","0"
"18.07.2022 11:45 - 18.07.2022 12:00","938","0"
"18.07.2022 12:00 - 18.07.2022 12:15","943","0"
"18.07.2022 12:15 - 18.07.2022 12:30","943","0"
"18.07.2022 12:30 - 18.07.2022 12:45","943","0"
"18.07.2022 12:45 - 18.07.2022 13:00","943","0"
"18.07.2022 13:00 - 18.07.2022 13:15","981","0"
"18.07.2022 13:15 - 18.07.2022 13:30","981","0"
"18.07.2022 13:30 - 18.07.2022 13:45","981","0"
"18.07.2022 13:45 - 18.07.2022 14:00","973","0"
"18.07.2022 14:00 - 18.07.2022 14:15","662","0"
"18.07.2022 14:15 - 18.07.2022 14:30","653","0"
"18.07.2022 14:30 - 18.07.2022 14:45","653","0"
"18.07.2022 14:45 - 18.07.2022 15:00","654","0"
"18.07.2022 15:00 - 18.07.2022 15:15","713","0"
"18.07.2022 15:15 - 18.07.2022 15:30","713","0"
"18.07.2022 15:30 - 18.07.2022 15:45","713","0"
"18.07.2022 15:45 - 18.07.2022 16:00","710","0"
"18.07.2022 16:00 - 18.07.2022 16:15","529","0"
"18.07.2022 16:15 - 18.07.2022 16:30","526","0"
"18.07.2022 16:30 - 18.07.2022 16:45","526","0"
"18.07.2022 16:45 - 18.07.2022 17:00","535","0"
"18.07.2022 17:00 - 18.07.2022 17:15","850","0"
"18.07.2022 17:15 - 18.07.2022 17:30","859","0"
"18.07.2022 17:30 - 18.07.2022 17:45","859","0"
"18.07.2022 17:45 - 18.07.2022 18:00","858","0"
"18.07.2022 18:00 - 18.07.2022 18:15","759","0"
"18.07.2022 18:15 - 18.07.2022 18:30","758","0"
"18.07.2022 18:30 - 18.07.2022 18:45","758","0"
"18.07.2022 18:45 - 18.07.2022 19:00","758","0"
"18.07.2022 19:00 - 18.07.2022 19:15","720","0"
"18.07.2022 19:15 - 18.07.2022 19:30","720","0"
"18.07.2022 19:30 - 18.07.2022 19:45","720","0"
"18.07.2022 19:45 - 18.07.2022 20:00","722","0"
"18.07.2022 20:00 - 18.07.2022 20:15","859","0"
"18.07.2022 20:15 - 18.07.2022 20:30","860","0"
"18.07.2022 20:30 - 18.07.2022 20:45","860","0"
"18.07.2022 20:45 - 18.07.2022 21:00","862","0"
"18.07.2022 21:00 - 18.07.2022 21:15","1013","0"
"18.07.2022 21:15 - 18.07.2022 21:30","1015","0"
"18.07.2022 21:30 - 18.07.2022 21:45","1015","0"
"18.07.2022 21:45 - 18.07.2022 22:00","997","0"
"18.07.2022 22:00 - 18.07.2022 22:15","563","0"
"18.07.2022 22:15 - 18.07.2022 22:30","546","0"
"18.07.2022 22:30 - 18.07.2022 22:45","546","0"
"18.07.2022 22:45 - 18.07.2022 23:00","546","0"
"18.07.2022 23:00 - 18.07.2022 23:15","511","0"
"18.07.2022 23:15 - 18.07.2022 23:30","511","0"
"18.07.2022 23:30 - 18.07.2022 23:45","511","0"
"18.07.2022 23:45 - 19.07.2022 00:00","431","0"
"19.07.2022 00:00 - 19.07.2022 00:15","0","390"
"19.07.2022 00:15 - 19.07.2022 00:30","0","466"
"19.07.2022 00:30 - 19.07.2022 00:45","0","466"
"19.07.2022 00:45 - 19.07.2022 01:00","0","466"
"19.07.2022 01:00 - 19.07.2022 01:15","0","502"
"19.07.2022 01:15 - 19.07.2022 01:30","0","502"
"19.07.2022 01:30 - 19.07.2022 01:45","0","501"
"19.07.2022 01:45 - 19.07.2022 02:00","0","514"
"19.07.2022 02:00 - 19.07.2022 02:15","0","866"
"19.07.2022 02:15 - 19.07.2022 02:30","0","876"
"19.07.2022 02:30 - 19.07.2022 02:45","0","876"
"19.07.2022 02:45 - 19.07.2022 03:00","0","877"
"19.07.2022 03:00 - 19.07.2022 03:15","0","960"
"19.07.2022 03:15 - 19.07.2022 03:30","0","960"
"19.07.2022 03:30 - 19.07.2022 03:45","0","960"
"19.07.2022 03:45 - 19.07.2022 04:00","0","960"
"19.07.2022 04:00 - 19.07.2022 04:15","0","975"
"19.07.2022 04:15 - 19.07.2022 04:30","0","975"
"19.07.2022 04:30 - 19.07.2022 04:45","0","975"
"19.07.2022 04:45 - 19.07.2022 05:00","0","975"
"19.07.2022 05:00 - 19.07.2022 05:15","0","1000"
"19.07.2022 05:15 - 19.07.2022 05:30","0","1000"
"19.07.2022 05:30 - 19.07.2022 05:45","0","1000"
"19.07.2022 05:45 - 19.07.2022 06:00","0","1000"
"19.07.2022 06:00 - 19.07.2022 06:15","0","1001"
"19.07.2022 06:15 - 19.07.2022 06:30","0","1000"
"19.07.2022 06:30 - 19.07.2022 06:45","0","1000"
"19.07.2022 06:45 - 19.07.2022 07:00","0","957"
"19.07.2022 07:00 - 19.07.2022 07:15","0","322"
"19.07.2022 07:15 - 19.07.2022 07:30","0","282"
"19.07.2022 07:30 - 19.07.2022 07:45","0","282"
"19.07.2022 07:45 - 19.07.2022 08:00","0","254"
"19.07.2022 08:00 - 19.07.2022 08:15","270","0"
"19.07.2022 08:15 - 19.07.2022 08:30","297","0"
"19.07.2022 08:30 - 19.07.2022 08:45","297","0"
"19.07.2022 08:45 - 19.07.2022 09:00","306","0"
"19.07.2022 09:00 - 19.07.2022 09:15","629","0"
"19.07.2022 09:15 - 19.07.2022 09:30","639","0"
"19.07.2022 09:30 - 19.07.2022 09:45","639","0"
"19.07.2022 09:45 - 19.07.2022 10:00","638","0"
"19.07.2022 10:00 - 19.07.2022 10:15","563","0"
"19.07.2022 10:15 - 19.07.2022 10:30","563","0"
"19.07.2022 10:30 - 19.07.2022 10:45","563","0"
"19.07.2022 10:45 - 19.07.2022 11:00","561","0"
"19.07.2022 11:00 - 19.07.2022 11:15","406","0"
"19.07.2022 11:15 - 19.07.2022 11:30","404","0"
"19.07.2022 11:30 - 19.07.2022 11:45","404","0"
"19.07.2022 11:45 - 19.07.2022 12:00","427","0"
"19.07.2022 12:00 - 19.07.2022 12:15","921","0"
"19.07.2022 12:15 - 19.07.2022 12:30","945","0"
"19.07.2022 12:30 - 19.07.2022 12:45","945","0"
"19.07.2022 12:45 - 19.07.2022 13:00","945","0"
"19.07.2022 13:00 - 19.07.2022 13:15","962","0"
"19.07.2022 13:15 - 19.07.2022 13:30","962","0"
"19.07.2022 13:30 - 19.07.2022 13:45","963","0"
"19.07.2022 13:45 - 19.07.2022 14:00","916","0"
"19.07.2022 14:00 - 19.07.2022 14:15","257","0"
"19.07.2022 14:15 - 19.07.2022 14:30","212","0"
"19.07.2022 14:30 - 19.07.2022 14:45","212","0"
"19.07.2022 14:45 - 19.07.2022 15:00","210","0"
"19.07.2022 15:00 - 19.07.2022 15:15","42","0"
"19.07.2022 15:15 - 19.07.2022 15:30","39","0"
"19.07.2022 15:30 - 19.07.2022 15:45","39","0"
"19.07.2022 15:45 - 19.07.2022 16:00","50","0"
"19.07.2022 16:00 - 19.07.2022 16:15","383","0"
"19.07.2022 16:15 - 19.07.2022 16:30","393","0"
"19.07.2022 16:30 - 19.07.2022 16:45","393","0"
"19.07.2022 16:45 - 19.07.2022 17:00","393","0"
"19.07.2022 17:00 - 19.07.2022 17:15","470","0"
"19.07.2022 17:15 - 19.07.2022 17:30","470","0"
"19.07.2022 17:30 - 19.07.2022 17:45","470","0"
"19.07.2022 17:45 - 19.07.2022 18:00","470","0"
"19.07.2022 18:00 - 19.07.2022 18:15","439","0"
"19.07.2022 18:15 - 19.07.2022 18:30","439","0"
"19.07.2022 18:30 - 19.07.2022 18:45","439","0"
"19.07.2022 18:45 - 19.07.2022 19:00","437","0"
"19.07.2022 19:00 - 19.07.2022 19:15","282","0"
"19.07.2022 19:15 - 19.07.2022 19:30","280","0"
"19.07.2022 19:30 - 19.07.2022 19:45","280","0"
"19.07.2022 19:45 - 19.07.2022 20:00","286","0"
"19.07.2022 20:00 - 19.07.2022 20:15","549","0"
"19.07.2022 20:15 - 19.07.2022 20:30","555","0"
"19.07.2022 20:30 - 19.07.2022 20:45","555","0"
"19.07.2022 20:45 - 19.07.2022 21:00","550","0"
"19.07.2022 21:00 - 19.07.2022 21:15","315","0"
"19.07.2022 21:15 - 19.07.2022 21:30","310","0"
"19.07.2022 21:30 - 19.07.2022 21:45","310","0"
"19.07.2022 21:45 - 19.07.2022 22:00","309","0"
"19.07.2022 22:00 - 19.07.2022 22:15","183","0"
"19.07.2022 22:15 - 19.07.2022 22:30","182","0"
"19.07.2022 22:30 - 19.07.2022 22:45","181","0"
"19.07.2022 22:45 - 19.07.2022 23:00","216","0"
"19.07.2022 23:00 - 19.07.2022 23:15","799","0"
"19.07.2022 23:15 - 19.07.2022 23:30","833","0"
"19.07.2022 23:30 - 19.07.2022 23:45","833","0"
"19.07.2022 23:45 - 20.07.2022 00:00","828","0"
"20.07.2022 00:00 - 20.07.2022 00:15","587","0"
"20.07.2022 00:15 - 20.07.2022 00:30","582","0"
"20.07.2022 00:30 - 20.07.2022 00:45","582","0"
"20.07.2022 00:45 - 20.07.2022 01:00","582","0"
"20.07.2022 01:00 - 20.07.2022 01:15","496","0"
"20.07.2022 01:15 - 20.07.2022 01:30","496","0"
"20.07.2022 01:30 - 20.07.2022 01:45","496","0"
"20.07.2022 01:45 - 20.07.2022 02:00","442","0"
"20.07.2022 02:00 - 20.07.2022 02:15","0","254"
"20.07.2022 02:15 - 20.07.2022 02:30","0","305"
"20.07.2022 02:30 - 20.07.2022 02:45","0","306"
"20.07.2022 02:45 - 20.07.2022 03:00","0","307"
"20.07.2022 03:00 - 20.07.2022 03:15","0","421"
"20.07.2022 03:15 - 20.07.2022 03:30","0","421"
"20.07.2022 03:30 - 20.07.2022 03:45","0","422"
"20.07.2022 03:45 - 20.07.2022 04:00","0","417"
"20.07.2022 04:00 - 20.07.2022 04:15","0","197"
"20.07.2022 04:15 - 20.07.2022 04:30","0","194"
"20.07.2022 04:30 - 20.07.2022 04:45","0","194"
"20.07.2022 04:45 - 20.07.2022 05:00","0","211"
"20.07.2022 05:00 - 20.07.2022 05:15","0","620"
"20.07.2022 05:15 - 20.07.2022 05:30","0","635"
"20.07.2022 05:30 - 20.07.2022 05:45","0","635"
"20.07.2022 05:45 - 20.07.2022 06:00","0","593"
"20.07.2022 06:00 - 20.07.2022 06:15","35","0"
"20.07.2022 06:15 - 20.07.2022 06:30","77","0"
"20.07.2022 06:30 - 20.07.2022 06:45","77","0"
"20.07.2022 06:45 - 20.07.2022 07:00","100","0"
"20.07.2022 07:00 - 20.07.2022 07:15","592","0"
"20.07.2022 07:15 - 20.07.2022 07:30","615","0"
"20.07.2022 07:30 - 20.07.2022 07:45","615","0"
"20.07.2022 07:45 - 20.07.2022 08:00","593","0"
"20.07.2022 08:00 - 20.07.2022 08:15","118","0"
"20.07.2022 08:15 - 20.07.2022 08:30","97","0"
"20.07.2022 08:30 - 20.07.2022 08:45","97","0"
"20.07.2022 08:45 - 20.07.2022 09:00","90","0"
"20.07.2022 09:00 - 20.07.2022 09:15","0","174"
"20.07.2022 09:15 - 20.07.2022 09:30","0","180"
"20.07.2022 09:30 - 20.07.2022 09:45","0","180"
"20.07.2022 09:45 - 20.07.2022 10:00","0","164"
"20.07.2022 10:00 - 20.07.2022 10:15","250","0"
"20.07.2022 10:15 - 20.07.2022 10:30","266","0"
"20.07.2022 10:30 - 20.07.2022 10:45","266","0"
"20.07.2022 10:45 - 20.07.2022 11:00","270","0"
"20.07.2022 11:00 - 20.07.2022 11:15","464","0"
"20.07.2022 11:15 - 20.07.2022 11:30","467","0"
"20.07.2022 11:30 - 20.07.2022 11:45","467","0"
"20.07.2022 11:45 - 20.07.2022 12:00","457","0"
"20.07.2022 12:00 - 20.07.2022 12:15","131","0"
"20.07.2022 12:15 - 20.07.2022 12:30","122","0"
"20.07.2022 12:30 - 20.07.2022 12:45","122","0"
"20.07.2022 12:45 - 20.07.2022 13:00","155","0"
"20.07.2022 13:00 - 20.07.2022 13:15","722","0"
"20.07.2022 13:15 - 20.07.2022 13:30","755","0"
"20.07.2022 13:30 - 20.07.2022 13:45","755","0"
"20.07.2022 13:45 - 20.07.2022 14:00","569","0"
"20.07.2022 14:00 - 20.07.2022 14:15","2","0"
"20.07.2022 14:15 - 20.07.2022 14:30","2","0"
"20.07.2022 14:30 - 20.07.2022 14:45","2","0"
"20.07.2022 14:45 - 20.07.2022 15:00","20","0"
"20.07.2022 15:00 - 20.07.2022 15:15","451","0"
"20.07.2022 15:15 - 20.07.2022 15:30","469","0"
"20.07.2022 15:30 - 20.07.2022 15:45","469","0"
"20.07.2022 15:45 - 20.07.2022 16:00","467","0"
"20.07.2022 16:00 - 20.07.2022 16:15","314","0"
"20.07.2022 16:15 - 20.07.2022 16:30","312","0"
"20.07.2022 16:30 - 20.07.2022 16:45","312","0"
"20.07.2022 16:45 - 20.07.2022 17:00","311","0"
"20.07.2022 17:00 - 20.07.2022 17:15","177","0"
"20.07.2022 17:15 - 20.07.2022 17:30","175","0"
"20.07.2022 17:30 - 20.07.2022 17:45","175","0"
"20.07.2022 17:45 - 20.07.2022 18:00","165","0"
"20.07.2022 18:00 - 20.07.2022 18:15","0","166"
"20.07.2022 18:15 - 20.07.2022 18:30","0","176"
"20.07.2022 18:30 - 20.07.2022 18:45","0","176"
"20.07.2022 18:45 - 20.07.2022 19:00","0","164"
"20.07.2022 19:00 - 20.07.2022 19:15","194","0"
"20.07.2022 19:15 - 20.07.2022 19:30","206","0"
"20.07.2022 19:30 - 20.07.2022 19:45","206","0"
"20.07.2022 19:45 - 20.07.2022 20:00","179","0"
"20.07.2022 20:00 - 20.07.2022 20:15","0","336"
"20.07.2022 20:15 - 20.07.2022 20:30","0","361"
"20.07.2022 20:30 - 20.07.2022 20:45","0","361"
"20.07.2022 20:45 - 20.07.2022 21:00","0","365"
"20.07.2022 21:00 - 20.07.2022 21:15","0","563"
"20.07.2022 21:15 - 20.07.2022 21:30","0","566"
"20.07.2022 21:30 - 20.07.2022 21:45","0","566"
"20.07.2022 21:45 - 20.07.2022 22:00","0","565"
"20.07.2022 22:00 - 20.07.2022 22:15","0","494"
"20.07.2022 22:15 - 20.07.2022 22:30","0","494"
"20.07.2022 22:30 - 20.07.2022 22:45","0","494"
"20.07.2022 22:45 - 20.07.2022 23:00","0","503"
"20.07.2022 23:00 - 20.07.2022 23:15","0","814"
"20.07.2022 23:15 - 20.07.2022 23:30","0","821"
"20.07.2022 23:30 - 20.07.2022 23:45","0","821"
"20.07.2022 23:45 - 21.07.2022 00:00","0","813"
"21.07.2022 00:00 - 21.07.2022 00:15","0","507"
"21.07.2022 00:15 - 21.07.2022 00:30","0","500"
"21.07.2022 00:30 - 21.07.2022 00:45","0","500"
"21.07.2022 00:45 - 21.07.2022 01:00","0","507"
"21.07.2022 01:00 - 21.07.2022 01:15","0","786"
"21.07.2022 01:15 - 21.07.2022 01:30","0","792"
"21.07.2022 01:30 - 21.07.2022 01:45","0","792"
"21.07.2022 01:45 - 21.07.2022 02:00","0","793"
"21.07.2022 02:00 - 21.07.2022 02:15","0","900"
"21.07.2022 02:15 - 21.07.2022 02:30","0","901"
"21.07.2022 02:30 - 21.07.2022 02:45","0","901"
"21.07.2022 02:45 - 21.07.2022 03:00","0","901"
"21.07.2022 03:00 - 21.07.2022 03:15","0","898"
"21.07.2022 03:15 - 21.07.2022 03:30","0","898"
"21.07.2022 03:30 - 21.07.2022 03:45","0","898"
"21.07.2022 03:45 - 21.07.2022 04:00","0","898"
"21.07.2022 04:00 - 21.07.2022 04:15","0","877"
"21.07.2022 04:15 - 21.07.2022 04:30","0","877"
"21.07.2022 04:30 - 21.07.2022 04:45","0","877"
"21.07.2022 04:45 - 21.07.2022 05:00","0","877"
"21.07.2022 05:00 - 21.07.2022 05:15","0","953"
"21.07.2022 05:15 - 21.07.2022 05:30","0","954"
"21.07.2022 05:30 - 21.07.2022 05:45","0","954"
"21.07.2022 05:45 - 21.07.2022 06:00","0","952"
"21.07.2022 06:00 - 21.07.2022 06:15","0","815"
"21.07.2022 06:15 - 21.07.2022 06:30","0","814"
"21.07.2022 06:30 - 21.07.2022 06:45","0","814"
"21.07.2022 06:45 - 21.07.2022 07:00","0","739"
"21.07.2022 07:00 - 21.07.2022 07:15","60","0"
"21.07.2022 07:15 - 21.07.2022 07:30","134","0"
"21.07.2022 07:30 - 21.07.2022 07:45","134","0"
"21.07.2022 07:45 - 21.07.2022 08:00","119","0"
"21.07.2022 08:00 - 21.07.2022 08:15","0","284"
"21.07.2022 08:15 - 21.07.2022 08:30","0","299"
"21.07.2022 08:30 - 21.07.2022 08:45","0","299"
"21.07.2022 08:45 - 21.07.2022 09:00","0","273"
"21.07.2022 09:00 - 21.07.2022 09:15","233","0"
"21.07.2022 09:15 - 21.07.2022 09:30","259","0"
"21.07.2022 09:30 - 21.07.2022 09:45","259","0"
"21.07.2022 09:45 - 21.07.2022 10:00","272","0"
"21.07.2022 10:00 - 21.07.2022 10:15","649","0"
"21.07.2022 10:15 - 21.07.2022 10:30","662","0"
"21.07.2022 10:30 - 21.07.2022 10:45","662","0"
"21.07.2022 10:45 - 21.07.2022 11:00","663","0"
"21.07.2022 11:00 - 21.07.2022 11:15","763","0"
"21.07.2022 11:15 - 21.07.2022 11:30","764","0"
"21.07.2022 11:30 - 21.07.2022 11:45","764","0"
"21.07.2022 11:45 - 21.07.2022 12:00","716","0"
"21.07.2022 12:00 - 21.07.2022 12:15","49","0"
"21.07.2022 12:15 - 21.07.2022 12:30","2","0"
"21.07.2022 12:30 - 21.07.2022 12:45","2","0"
"21.07.2022 12:45 - 21.07.2022 13:00","2","0"
"21.07.2022 13:00 - 21.07.2022 13:15","2","0"
"21.07.2022 13:15 - 21.07.2022 13:30","2","0"
"21.07.2022 13:30 - 21.07.2022 13:45","2","0"
"21.07.2022 13:45 - 21.07.2022 14:00","2","0"
"21.07.2022 14:00 - 21.07.2022 14:15","2","0"
"21.07.2022 14:15 - 21.07.2022 14:30","2","0"
"21.07.2022 14:30 - 21.07.2022 14:45","2","0"
"21.07.2022 14:45 - 21.07.2022 15:00","3","0"
"21.07.2022 15:00 - 21.07.2022 15:15","82","0"
"21.07.2022 15:15 - 21.07.2022 15:30","83","0"
"21.07.2022 15:30 - 21.07.2022 15:45","83","0"
"21.07.2022 15:45 - 21.07.2022 16:00","83","0"
"21.07.2022 16:00 - 21.07.2022 16:15","97","0"
"21.07.2022 16:15 - 21.07.2022 16:30","97","0"
"21.07.2022 16:30 - 21.07.2022 16:45","97","0"
"21.07.2022 16:45 - 21.07.2022 17:00","106","0"
"21.07.2022 17:00 - 21.07.2022 17:15","423","0"
"21.07.2022 17:15 - 21.07.2022 17:30","432","0"
"21.07.2022 17:30 - 21.07.2022 17:45","432","0"
"21.07.2022 17:45 - 21.07.2022 18:00","441","0"
"21.07.2022 18:00 - 21.07.2022 18:15","746","0"
"21.07.2022 18:15 - 21.07.2022 18:30","754","0"
"21.07.2022 18:30 - 21.07.2022 18:45","754","0"
"21.07.2022 18:45 - 21.07.2022 19:00","753","0"
"21.07.2022 19:00 - 21.07.2022 19:15","671","0"
"21.07.2022 19:15 - 21.07.2022 19:30","671","0"
"21.07.2022 19:30 - 21.07.2022 19:45","671","0"
"21.07.2022 19:45 - 21.07.2022 20:00","655","0"
"21.07.2022 20:00 - 21.07.2022 20:15","257","0"
"21.07.2022 20:15 - 21.07.2022 20:30","242","0"
"21.07.2022 20:30 - 21.07.2022 20:45","242","0"
"21.07.2022 20:45 - 21.07.2022 21:00","242","0"
"21.07.2022 21:00 - 21.07.2022 21:15","203","0"
"21.07.2022 21:15 - 21.07.2022 21:30","203","0"
"21.07.2022 21:30 - 21.07.2022 21:45","203","0"
"21.07.2022 21:45 - 21.07.2022 22:00","203","0"
"21.07.2022 22:00 - 21.07.2022 22:15","265","0"
"21.07.2022 22:15 - 21.07.2022 22:30","266","0"
"21.07.2022 22:30 - 21.07.2022 22:45","266","0"
"21.07.2022 22:45 - 21.07.2022 23:00","266","0"
"21.07.2022 23:00 - 21.07.2022 23:15","256","0"
"21.07.2022 23:15 - 21.07.2022 23:30","255","0"
"21.07.2022 23:30 - 21.07.2022 23:45","255","0"
"21.07.2022 23:45 - 22.07.2022 00:00","192","0"
"22.07.2022 00:00 - 22.07.2022 00:15","0","553"
"22.07.2022 00:15 - 22.07.2022 00:30","0","612"
"22.07.2022 00:30 - 22.07.2022 00:45","0","612"
"22.07.2022 00:45 - 22.07.2022 01:00","0","615"
"22.07.2022 01:00 - 22.07.2022 01:15","0","791"
"22.07.2022 01:15 - 22.07.2022 01:30","0","793"
"22.07.2022 01:30 - 22.07.2022 01:45","0","793"
"22.07.2022 01:45 - 22.07.2022 02:00","0","792"
"22.07.2022 02:00 - 22.07.2022 02:15","0","721"
"22.07.2022 02:15 - 22.07.2022 02:30","0","721"
"22.07.2022 02:30 - 22.07.2022 02:45","0","721"
"22.07.2022 02:45 - 22.07.2022 03:00","0","728"
"22.07.2022 03:00 - 22.07.2022 03:15","0","995"
"22.07.2022 03:15 - 22.07.2022 03:30","0","1001"
"22.07.2022 03:30 - 22.07.2022 03:45","0","1000"
"22.07.2022 03:45 - 22.07.2022 04:00","0","1001"
"22.07.2022 04:00 - 22.07.2022 04:15","0","1001"
"22.07.2022 04:15 - 22.07.2022 04:30","0","1001"
"22.07.2022 04:30 - 22.07.2022 04:45","0","1000"
"22.07.2022 04:45 - 22.07.2022 05:00","0","999"
"22.07.2022 05:00 - 22.07.2022 05:15","0","882"
"22.07.2022 05:15 - 22.07.2022 05:30","0","882"
"22.07.2022 05:30 - 22.07.2022 05:45","0","882"
"22.07.2022 05:45 - 22.07.2022 06:00","0","882"
"22.07.2022 06:00 - 22.07.2022 06:15","0","851"
"22.07.2022 06:15 - 22.07.2022 06:30","0","851"
"22.07.2022 06:30 - 22.07.2022 06:45","0","851"
"22.07.2022 06:45 - 22.07.2022 07:00","0","844"
"22.07.2022 07:00 - 22.07.2022 07:15","0","573"
"22.07.2022 07:15 - 22.07.2022 07:30","0","567"
"22.07.2022 07:30 - 22.07.2022 07:45","0","567"
"22.07.2022 07:45 - 22.07.2022 08:00","0","529"
"22.07.2022 08:00 - 22.07.2022 08:15","73","0"
"22.07.2022 08:15 - 22.07.2022 08:30","111","0"
"22.07.2022 08:30 - 22.07.2022 08:45","111","0"
"22.07.2022 08:45 - 22.07.2022 09:00","154","0"
"22.07.2022 09:00 - 22.07.2022 09:15","801","0"
"22.07.2022 09:15 - 22.07.2022 09:30","844","0"
"22.07.2022 09:30 - 22.07.2022 09:45","844","0"
"22.07.2022 09:45 - 22.07.2022 10:00","847","0"
"22.07.2022 10:00 - 22.07.2022 10:15","1015","0"
"22.07.2022 10:15 - 22.07.2022 10:30","1017","0"
"22.07.2022 10:30 - 22.07.2022 10:45","1017","0"
"22.07.2022 10:45 - 22.07.2022 11:00","1017","0"
"22.07.2022 11:00 - 22.07.2022 11:15","1023","0"
"22.07.2022 11:15 - 22.07.2022 11:30","1023","0"
"22.07.2022 11:30 - 22.07.2022 11:45","1023","0"
"22.07.2022 11:45 - 22.07.2022 12:00","1023","0"
"22.07.2022 12:00 - 22.07.2022 12:15","1023","0"
"22.07.2022 12:15 - 22.07.2022 12:30","1023","0"
"22.07.2022 12:30 - 22.07.2022 12:45","1023","0"
"22.07.2022 12:45 - 22.07.2022 13:00","1024","0"
"22.07.2022 13:00 - 22.07.2022 13:15","1023","0"
"22.07.2022 13:15 - 22.07.2022 13:30","1023","0"
"22.07.2022 13:30 - 22.07.2022 13:45","1023","0"
"22.07.2022 13:45 - 22.07.2022 14:00","1023","0"
"22.07.2022 14:00 - 22.07.2022 14:15","945","0"
"22.07.2022 14:15 - 22.07.2022 14:30","945","0"
"22.07.2022 14:30 - 22.07.2022 14:45","945","0"
"22.07.2022 14:45 - 22.07.2022 15:00","939","0"
"22.07.2022 15:00 - 22.07.2022 15:15","686","0"
"22.07.2022 15:15 - 22.07.2022 15:30","681","0"
"22.07.2022 15:30 - 22.07.2022 15:45","681","0"
"22.07.2022 15:45 - 22.07.2022 16:00","678","0"
"22.07.2022 16:00 - 22.07.2022 16:15","487","0"
"22.07.2022 16:15 - 22.07.2022 16:30","484","0"
"22.07.2022 16:30 - 22.07.2022 16:45","484","0"
"22.07.2022 16:45 - 22.07.2022 17:00","484","0"
"22.07.2022 17:00 - 22.07.2022 17:15","469","0"
"22.07.2022 17:15 - 22.07.2022 17:30","469","0"
"22.07.2022 17:30 - 22.07.2022 17:45","469","0"
"22.07.2022 17:45 - 22.07.2022 18:00","458","0"
"22.07.2022 18:00 - 22.07.2022 18:15","123","0"
"22.07.2022 18:15 - 22.07.2022 18:30","113","0"
"22.07.2022 18:30 - 22.07.2022 18:45","113","0"
"22.07.2022 18:45 - 22.07.2022 19:00","112","0"
"22.07.2022 19:00 - 22.07.2022 19:15","56","0"
"22.07.2022 19:15 - 22.07.2022 19:30","56","0"
"22.07.2022 19:30 - 22.07.2022 19:45","56","0"
"22.07.2022 19:45 - 22.07.2022 20:00","56","0"
"22.07.2022 20:00 - 22.07.2022 20:15","0","9"
"22.07.2022 20:15 - 22.07.2022 20:30","0","9"
"22.07.2022 20:30 - 22.07.2022 20:45","0","9"
"22.07.2022 20:45 - 22.07.2022 21:00","0","3"
"22.07.2022 21:00 - 22.07.2022 21:15","265","0"
"22.07.2022 21:15 - 22.07.2022 21:30","271","0"
"22.07.2022 21:30 - 22.07.2022 21:45","271","0"
"22.07.2022 21:45 - 22.07.2022 22:00","259","0"
"22.07.2022 22:00 - 22.07.2022 22:15","0","107"
"22.07.2022 22:15 - 22.07.2022 22:30","0","119"
"22.07.2022 22:30 - 22.07.2022 22:45","0","119"
"22.07.2022 22:45 - 22.07.2022 23:00","0","115"
"22.07.2022 23:00 - 22.07.2022 23:15","85","0"
